1695177795# #看到有网友说，五百年后，放张伍佰的照片，这演唱会还能开允悲
1693966035# #继瑞幸和茅台的“酱香拿铁”，蜜雪冰城和五粮液要合作浓香柠檬水了？。。这几天大家应该瑞幸的酱香拿铁刷屏了，朋友圈几乎人手一杯，这个酱香拿铁不喝好像都赶不上潮流了。。。就是这个味道，两极化很严重。有人说好喝，点评酱香拿铁喝着像酒心巧克力，让人又清醒又沉醉；但也有人说难喝得要命，好像在喝醉
1698831706# #不光神韵、动作像，怎么长得也像
1687246200# #城管真是想一出是一出是吧，把人招牌拆了一句道歉就想完事？。。一女子在湖南邵阳市洞口县黄桥镇经营了一家零食店，突然有一天城管上门，称政府下发了通知，没有用防火材料制作的门头都必须进行拆除。。。随后在没有出示任何文件的情况下，就强行将女子零食店的招牌拆了。。。女子零食店的招牌根本就不是易燃
1691842522# #哆啦A梦害怕
1702953815# #确认了，就是精神有问题
1687919570# #航天员在空间站吃的食物可谓五花八门，基本跟在地球上吃的相差无几。除去各类炒菜，还有小甜点、新鲜水果等。。但还有一类食物，一直陪伴着一代代航天员，它便是航天员能量餐。。航天员能量餐是我国航天员科研训练中心专为航天员研制的，它属于压缩应急食品，主要用于航天员在遇见特殊情况、或返程与地面
1703655536# #一年一度跪了
1695200843# #发布了头条文章：《太惨！河南60岁老太卷入收割机被打成肉沫，司机竟不知》河南收割机
1689047931# #Prada这是考上编制了笑cry
1701758439# #？？？
1695007953# #垃圾桶竟然还分三六九等了，还有留学生专用垃圾桶呢？。。西安交通大学，一学生因为蛋糕盒子比较大，便拿到留学生宿舍旁的垃圾桶准备丢弃。。。谁知让学校保安看到了，给学生一顿批。。。“垃圾桶是国际学院的学生才倒垃圾的，那边有垃圾桶，一点规矩都不懂。”。。话里话外批评该学生不懂规矩，竟然敢把垃圾扔
1690257443# #苦涩
1689904984# #快给它吃一口吧
1694864676# #发布了头条文章：《小伙被100公斤杠铃压脖窒息而亡，家人健身房痛哭，负责人发声》湖北武汉武汉帕菲克健身俱乐部健身卧推
1691640752# #山西柳巷那家水果捞算是彻底火了，看网友拍得视频，摊位前人山人海，都是去打卡围观的，没一个人上去买。。关键这家店居然还开着，老板娘头也挺铁的……
1697178401# #懂了！
1702617401# #hhhhhhhhhh
1697524404# #但说实话这真有点危险允悲
1693446273# #被资助女生戴金镯子，用奢侈品的事有结果了。。东营爱心救助中心回应，称女生是离异家庭，其母靠打零工养活一儿一女。女生弟弟在2021年还出了车祸，做了四次开颅手术，花费了30多万，至今生活无法自理。。。至于女生的房，是2018年购置的村盖二手房，购房时都装修好了。。。女生照片中出现的苹果手机是同学的
1690944420# #5个月大的女婴因抽搐送往医院，竟被查出心脏处扎着一根4厘米的绣花针。。。陕西西安，一名仅有5个月大的女婴宝宝突然浑身抽搐，意识模糊，家长立马将孩子送往西安儿童医院。经过一医生仔细地检查后发现，孩子小小的心脏处，竟扎着一根4厘米的绣花针。。。对于绣花针是怎么进入孩子体内的，孩子家长均摇头表
1694744948# #好诡异
1699522594# #西安。西安警察这么不作为的吗？。。几个人拿着甩棍当街打人，这难道不是黑涩会吗，这都不赶紧抓？。。据媒体报道，西安一男子在回家途中遭醉汉用甩棍殴打，男子被打至昏迷，但警方至今糊弄男子，号称监控模糊，一直未找到凶手。。。被打男子称，事情发生于10月15日晚上10点半左右。。。自己与堂哥开车到阿房
1703039580# #够了，公交车来回四块，剩下一块钱，给家里买了一套房
1692157572# #近年来资本对公共场合的侵蚀非常严重，从共享单车开始，共享充电宝，共享座椅这些严重侵犯了老百姓公共利益，大大降低了人民群众的获得感。
1695176336# #现在好了，我们两不相欠~
1697097540# #发布了头条文章：《新加坡辱骂护士疑反转！女网红否认骂人，自称遭国籍歧视反击》在新加坡对护士爆粗口被调查
1689819344# #转发微博
1698110469# #哆啦A梦害怕
1689067921# #2017年，国家发改委发布《战略性新兴产业重点产品和服务指导目录》。在其中4.3.6的生物食品中提到一种食品，名叫精准营养食品。。对于“精准营养食品”，许多人都还很陌生。。何为精准营养食品，什么样的食品才能被称为精准营养食品？
1703211200# #好柔软的质地哦
1688116297# #近日，三鹿奶粉又重回了大众视线，而且是以一种极其丢人的方式。有网友在国外一家博物馆内，发现了三鹿奶粉。。。这家博物馆名叫“最恶心的食物博物馆”。。。更让他感到羞耻的是，这家博物馆对三鹿奶粉的介绍。
1701053554# #啊
1690183067# #转发微博
1699348821# #发布了头条文章：《2035年将建广寒宫！网友：我在广寒宫很想你，太空能量早餐安排上》登月
1692671756# #微笑
1699004260# #吉林白城住建局的厕所这么高级的吗，外人都不许上！。。吉林白城，一大爷前往住建局办事时突然尿急，于是便问工作人员能否借用一下卫生间。。。就一个卫生间，工作人员一下不得了了，厉声呵斥大爷说这是行政办公。。。大爷好言好语，接着说自己只想上个卫生间，结果遭到工作人员的怒骂。。。“你上卫生间，我就
1690783423# #12岁，真刑
1703643785# #苦涩
1698801624# #太跌宕起伏了，像看了部悬疑电影/哇，这师傅好厉害
1690181674# #吓人，大家一定要注意呀
1689560525# #笑cry
1698200637# #上海通报了网传民警上门抓德牧！。此狗属于大型烈性犬（有杂交血统的狼犬），且主人无证饲养，有多次遛狗不牵绳、不戴嘴套等不良养狗行为，对周边居民的日常生活造成极大困扰。。经居民举报后，工作人员上门处理。。在整治过程中，犬主人主动开门与工作人员沟通，并主动将犬只交给相关部门收容处置。。。但
1690428099# #群众演员再就业允悲
1691566032# #发布了头条文章：《山西水果捞后续，店家账号曝光头像惹众怒，女孩怕报复不敢出门》山西太原超话15岁女生拒买47元水果捞被骂小三
1688700228# #拉裤兜子里了，这么着急
1697791502# #发布了头条文章：《神十七已转运至发射区，发射日期遭外网疯传，太空早餐为你揭晓》神十七船箭组合体已就位
1701313044# #弟弟：有你是我的福气
1697160479# #手机掉落为什么要单独说，难道另有隐情？
1696989638# #给地球差评，下次不来了苦涩
1698399946# #两男子当街多次踢倒拾荒老人并殴打。这是学生吗？这是畜生吧！。一个靠拾荒谋生的老人，究竟哪里得罪了你们，要如此对他，真的良心不会痛吗。。。有网友爆料，老人是名残疾人，平日靠捡破烂为生。但人很好，从不会主动招惹别人。因为觉得自己身上脏、衣服也很破，生怕惹人不喜、给别人添麻烦，想看电视
1699515719# #发布了头条文章：《男子将车堵小区门口后续，身份被扒，店铺遭大量恶评已准备道歉》广东珠海陈丰登绘威集团
1698717455# #那个在网上大肆炫耀自己在市中心养禁养犬的男子被处罚了！。。前几天有网友发现一位网名叫“泰山麦兜巴顿”的男子，在网上大肆叫嚣自己就要养狗，还要在市中心养3只禁养犬，。。。并表示自己丝毫不怕警方的排查，更是说出一查你的、我养我的等惊人言论。。。同时还不忘在评论区炫耀，自己养的狗吓到了小区里
1697082607# #哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
1697695672# #本人
1689910378# #不过不管出于何原因，行凶伤人就是不对的，何况将刀口对准无辜的稚童，必须严惩、重判！
1700803302# #这私生活也太精彩了吧
1697076901# #允悲
1690160993# #费解
1699854128# #要不是她吵，人家能装震楼器，她咋还有理了疑问
1692860697# #有点恐怖，真不怕发生踩踏事件呀
1698048568# #官宣了，真离了！
1694404763# #好可爱
1688002358# #评论都说这女的是后妈，真的假的呀，大女儿也太惨了
1689300259# #怎么那么多人不看文字只看标题的？不看剂量谈毒性？明明写了“一个体重70公斤的成年人每天需要消耗9-14罐以上才能超过可接受的每日摄入量。”。还有，烟草含69种致癌物，吸烟致癌人尽皆知，不照样满大街有人吸烟？吃烧烤也致癌，有谁忌口了？二哈
1694762653# #哈哈哈哈哈和
1693192182# #她除了咬牙坚持还有别的路可以走吗？宣扬这个实在没必要，苦难没什么可值得赞扬的，不如当地多给她一些帮助苦涩
1689040450# #转发微博
1702977791# #发布了头条文章：《甘肃地震裸奔小伙引议，避难的窘态不该被嘲笑，应急常备太空早餐》甘肃地震已致118人遇难甘肃震区目前最缺御寒和女性物资确保震区考生顺利参加考研
1690363384# #发布了头条文章：《女生因穿着暴露遭情侣羞辱、殴打，女生穿着曝光，网友怒了》
1697177979# #好离谱？？？
1696843445# #老师在干嘛呀，三个老师在那里晃来晃去忙什么呀，看不到小男孩在欺负人吗怒
1693644702# #发布了头条文章：《贵州三兄弟殴打71岁老人，否认互殴称老人自己打的，知情人透内幕》贵州毕节
1691134680# #真的太恶心了，这种人简直就是心理变态。。。不知道大家还记不记得前段时间那个恶心的外卖员，从裤子掏出一根毛发放进顾客的餐食中。。。如今这个外卖员已被平台拉黑，还遭到了全行业限制从业。同时也被警方行政拘留。。。说实话，这个惩罚不算轻了，但没想到还敢有人再犯。。。近日，安徽阜阳，一外卖员又做起
1690355940# #太离谱啦，因为觉得人家女生穿着暴露，小情侣上去就是辱骂加殴打！。。有位女网友爆料，称自己被一对小情侣言语辱骂、殴打，只因他们觉得自己穿着暴露。。。从女生发出的照片来看，说实话我真看不出来哪里暴露了。。。上身一件微紧身的普通蓝色短袖，下身黑色白点长裙。。。要说这衣服暴露，我想问漏哪了？胳膊
1691389428# #这得是个啥味呀允悲
1690334360# #哈哈哈哈哈哈哈
1689311779# #杠上了
1702026230# #发布了头条文章：《59款咖啡被检出致癌物，多家知名品牌上榜，太空能量早餐无惧检验》59款咖啡全部检查出致癌物瑞幸星巴克等59款咖啡检出致癌物
