1698642878# #美国是资本主义国家，是有钱人的天堂！我们是人民当家作主人，人民是江山。
1703205191# #高雄的三个地标，展览馆、八五大楼、爱河，你来过了吗？记录旅行微博旅行100计划100张年度旅行照片
1698627125# #不是专家的事情，是解决医疗费的问题，怎么没看明白？不能因病致贫，更不能因病跳楼，我们国家有这个能力，政府有这个责任。你看看领导讲话，看看政府报告！
1702511713# #如果拜登下台，印度人又该庆祝了，美国历史上第一个印度裔总统上任，还是个女性，还有一个好听的中国名字贺锦丽。这样西方大国英美都是印度人当国家元首。
1693939550# #陈凯歌、张艺谋的老师逝世。吓我一跳！
1698795335# #明天上路，今天还在北京，最后一天与北京人民在一起，与全国人民在一起。
1689345655# #落井下石，是这个人的特长。你在台上时，把你吹上天，你刚一落马，就把你踩在脚下。比如对王立军、薄熙来、傅政华等等。这个，落井下石也就算了，还造谣抹黑，这就不是立场问题了，是人品人性了。上海报业集团领导，给安倍哭丧？怎么可能？现在，也没这个习惯吧？别人家死人，一个外人来哭丧，哪里有这
1697029765# #蜂选这个好物闭眼入新疆库尔勒戢牌牛奶脆冬枣甜度25以上生态...。【推荐理由】【蜂选】新疆库尔勒戢牌牛奶脆冬枣，甜度25以上，来自生态种植的美味。。【现价】84元。【秒杀价】79元。
1703910691# #朱令案20多年了，为什么破不了，而有的人命案件半天就有了结果？主要是两个原因，一个原因是没有摄像头，另一个原因，不是自杀。
1698500020# #哈哈哈哈！谈判就是妥协，你以为呢？
1699327331# #维护中国法治的三大支柱是法院、检察院、律师，三家的法律地位是平等的，没有谁大谁小的问题，最高法院的原副院长不老实，也被抓起来了，司法部的原部长也落马了，他们头上顶的是国家宪法，任何徇私枉法者，都必须遭到法律制裁！中国没有任何地方能成为法外之地！
1688219057# #细想极恐！自家的车说没就没了，自家的房子，说烧就被烧了？对于老百姓来说，一怕战争，二怕动乱。
1696110508# #【这个好物闭眼入【加送5袋到手10袋】新疆吐鲁番树上黄葡萄干158g*5包邮酸甜晾干。【推荐理由】这款【加送5袋】新疆吐鲁番树上黄葡萄干，每袋158g，包邮到家。这种葡萄干产自新疆吐鲁番地区，在树上晾晒至酸甜可口的状态。黄葡萄干不仅具有丰富的营养价值，还具备很高的口感享受。快来尝尝这酸甜可口
1703291752# #美国没收俄罗斯海外财产，普京大帝也不是好惹的，看吧！
1697075708# #你眼里的司马南是一个怎样的人？司马南现象其实是一个很大的社会问题，关乎这个社会的风气和走向。
1697876584# #金秋十月送祝福！
1690425232# #纪念朝鲜战争停战协定签署70周年，防止新的半岛战争发生，目前半岛形势有日趋严峻的危险，各方应当努力，坚决遏制局势失控！保护和平！保卫新中国！
1694905131# #最近在某些国家和一些国际场合，有人故意曲解2758号决议，这个问题必须高度重视，坚决反击，否则，后患很大。
1698447337# #这个说的像是官厅附近的项目，不过三四十分钟到不了，这么便宜，值得下手一套。
1699399742# #有人把计划经济和市场经济仅仅理解成，是单位发东西，还是去超市买东西这个水平上，他们想单位发东西不要钱，发多少进多少，每个人都一样，这多公平啊！自己买东西，买着买着就买多了，有时候还买到假货，所以还是计划经济好！市场经济和计划经济，根本上是资源配置，哪个很有效率的问题。效率高，就发
1692798126# #2023贵州湄潭绿茶明前绿茶新茶清香回甘高品质高性价100g/包口粮茶这个好物闭眼入北京茶博会人真多！喝茶懂茶的人多，茶博会上都是上千块钱以上的茶！。【推荐理由】2023贵州湄潭绿茶，经过精心采摘和加工制作而成，口感醇厚，清香迷人。明前采摘的新茶，保留了茶叶的原始风味，滋味鲜爽回甘。每包100g
1689312174# #美国人说的，四年内统一，自媒体上的专家就会说，两年内解放台湾，你信吗？这都是在制造中国威胁论，为美西方围堵中国，制造事端。
1689735435# #异地任职，效果更好，像省级干部全国统调一样，选一批优秀干部到边远地区任职，对当地发展更有实际意义。从内地去西藏任职的乡镇和县级干部比较多。
1690021482# #看完了，也没有看清楚怎么摊牌？有点胡锡进伴飞击落的风格。
1699257083# #记录旅行谁带我走进了青纱帐，进去容易出不来啊，当年敌后武工队打鬼子的主战场微博旅行100计划100个旅行必备指南
1693614590# #最近对比研究司马南视频的人不少，原来一窝蜂的粉丝们，现在也开始动摇了，把自己打扮的太过了，就假了，太左了，就是右倾！
1690582285# #记录旅行奥体中心地区活跃，国家会议中心多个展览同时举办，有事没事看展览，开阔视野增长知识。带着微博去旅行
1703736730# #对胡锡进和司马南，每个人都有自己的看法，每个人的立场、知识水平、人生经验不同就会有不同的观点，这俩风头人物挺考验人的。你对他们俩是什么看法？
1697974262# #你这铁粉，没搞明白啊！司马南怎么调停巴（哈马斯）以冲突？他天天骂以色列，他好意思和内塔尼亚胡见面吗？话又说回来了，他敢去中东吗？司马南唯一可以做的就是，哈马斯头领们倍定点清除以后，司马南可以再哈马斯当个小头领，领导哈马斯战士抗击以色列的侵略。
1689503333# #感谢鼓励！
1688333520# #图片内容和博主评论，观点完全相反，还有这么玩的？台退役将军和美国将军说的完全相反，你让我信服哪一个吧？
1692891064# #中国人应该不缺自信，现在已经是世界第二大经济体，世界上第一纵队成员，大国地位已经铸就，根本不缺少自信。
1703488527# #做梦呢？
1690083855# #没头脑好，活的简单自在！这个世界太复杂，想多了，都是泪！
1696993772# #莫非有往俄罗斯偷渡走线的？是参加打仗的吗？
1693579527# #今晚抽奖！快快转发，机会来了！
1698379158# #很多是现场群众自拍的视频流出，自然亲切真实。
1694415118# #记录旅行走进千年古城汉中，滚滚长江东逝水，浪花淘尽英雄，古今多少事，都付笑谈中。带着微博去旅行
1702629279# #有啥道理？这是啥道理？一切维权行为，也要在法律框架内，通过法律程序解决，也可以在网上呼吁通过舆论解决，千万不能干这种傻事！又到年底了，希望老板们不要欠薪，老板有困难，向政府反映，人民政府为人民，社会安定团结，国家才能兴旺发达。
1696492724# #为什么不到北京来卖房？北京人有到葫芦岛买房的，离哈尔滨还近点，南京距离哈尔滨太远了。
1697444727# #老美想的，有用吗？老美想的多呢，中国不吃这一套。
1703227170# #伯恩斯完全不理解中国的立场和观点，没法谈！
1693286403# #我有一个梦想！
1695912941# #【国庆中秋双节快乐，把博主精选的粉丝福利带回家！】中秋假期，回家团圆，别忘了把惊喜带上，来超级社区挑选，心意满满，都是对家人的挂念。
1697380288# #记录旅行大兴机场附近，一座新城拔地而起，看看住的什么人微博旅行100计划100种祖国的美
1696164732# #看到过好几篇这样的文章了，这是什么人写的？目的何在？是不是有“台独”背景？应该好好查一下！我就问你，如果上海市台办副主任到北京出差，谁去机场迎接？如果这个副主任去石家庄、太原、苏州、西安、大连、烟台、昆山等地参访，是不是都要市长亲自去机场迎接？真搞不懂，这些人是什么意思？
1697843234# #这个好物闭眼入新疆牛乳馕金黄酥脆奶香蛋香小麦香口口香浓地道新疆味500g/箱包邮。【推荐理由】甄选优质原料：选用新疆优质小麦和牧场牛奶，不添加一滴水，奶香味十足、方便、简单。。用料讲究：精简的配料表，没有乱七八糟的配料添加、不含植脂末，吃的无忧，吃的放心。。口感独特：不加一滴水新疆
1694394389# #义务教育和公务员福利不是一类的问题，你这个解释，越解释越乱。
1702592425# #一句话的事，原来的豪宅，现在成普通住宅了，原来的高档社区，现在成普通社区了，别牛哄哄的了。容积率1.0，那还是真的不错。楼市在降级！豪宅要走入寻常百姓家了。
