1699178680# #阿拉伯联盟国家，原来的老大是埃及，现在是沙特
1701342437# #在抗战时期，全国各省市沦陷情况一览表。
1689651526# #转发微博
1700364982# #转发微博
1703545800# #你知道今天是个特殊日子吗——纪念毛泽东同志130周年诞辰
1699713184# #不，请你不要传递错误信息，我们中国人不行，中国也发展不起来dogedoge
1689680544# #转发微博
1688716664# #转发微博
1699159207# #转发微博
1703546700# #纪念伟大的毛主席诞辰130周年（1893.12.26——1976.9.9）
1692530140# #老年人呢？
1690446993# #今天是伟大的抗美援朝战争胜利七十周年纪念日，致敬伟大的先烈，中国人民志愿军万岁！中国人民万岁！纪念抗美援朝胜利70周年
1703242449# #
1698625615# #见过公知和250，这么250的公知还是头一回见
1692929051# #转发微博
1697610780# #我并不支持哈马斯杀害无辜的以色列平民，可既然哈马斯和以色列都屠杀平民，为什么以色列就是文明而哈马斯就是恐怖组织？
1689067463# #真正的东北是指这块地方
1690086631# #这么来看河南也行啊
1700030435# #你以为这是午休，其实……
1696578082# #转发微博
1701601440# #
1690856735# #这是假的吧？
1702959922# #国民革命军的29路军
1697765580# #转发微博
1702262696# #这幅图景让你想到了哪些诗句。
1689115836# #哈哈，最后一句亮了
1699662824# #各省GDP倒数第一城市，江苏真是个显眼包
1692713253# #转发微博
1692612698# #这座山是哪个市管？
1690683809# #吉林老铁，现在你们敢去旅游吗？
1691241925# #所以美国开始掏蒙古了？
1701051154# #看了好几遍也没看懂啥意思？
1691679210# #可恨
1701135223# #以色列使馆这次表现不错，必须点赞。
1692785457# #最近印度卡利斯坦闹独立，得到了美国的资助，网友纷纷拍手说印度跟着美国没好果子吃。任何一个可能对美国造成威胁的大国，美国都不会放过，能扛住的国家恐怕只有一个。
1695593479# #我投给了“必须锁喉”~
1698396665# #各省抑郁症发病率
1700911665# #转发微博
1691132881# #2023年新兵体能标准，你有几项合格的？
1688722191# #转发微博
1694838168# #没有想到全国这么多师范大学，你觉得哪个师范大学最好了
1703112381# #非洲贫穷的真正原因
1692853272# #转发微博
1693448157# #世界500强企业名城市数量分布图，这个好腻害的样子
1696577955# #转发微博
1701315296# #转发微博
1688614003# #美国🇺🇸驻华大使伯恩斯发文，怎么拍灭这货的谎言，评论区交给你们了
1698201382# #为什么要管控好媒体，因为他们都喜欢干上面那种事
1698908613# #我从来不相信外国人会比中国人更希望中国人生活得越来越好，除非脑子有病。
1697176733# #我们反对一切针对包括妇女儿童在内的暴力伤害，反对针对以色列的，也反对针对巴勒斯坦的
1697536459# #老王还是有格局的
1689822211# #各省市博士研究生占人口比例分布，和你想的不一般吧
1690082104# #这是谁画的，准确吗？
1693958760# #当全球唯一的一个超级大国，动用国家机器，调动全球资源来封杀一家企业时，这家企业能活下来便已经是个奇迹，但它所付出的代价，在附图便可窥知一二。。可当这家企业还能存活下来，而且不仅仅是存活，它还竭力突破了所有封锁，掌握了核心技术，抓住了自己的命脉……那么图中“未完待续”这四个字，就非
1701950824# #中日韩三国各教育阶段入学人数趋势
1698623076# #转发微博
1690937248# #山东都组团到外省挨个报名了，居然没有上榜？
1697004357# #转发微博
1691631444# #目前世界上无法治愈的九大疾病，风湿和银屑病也治不了吗？
1702464888# #转发微博
1689126687# #转发微博
1693564548# #上海周边马上就没有农村了
1688557068# #转发微博
1700373930# #芯片进化史
1699234893# #转发微博
1693182997# #为杭州点赞！
1694422149# #我国带“州”字的地级城市都在这里了，能多说出一个就是牛人
1697787271# #不要低估别人的见识，不要高估自己的智商
1702704170# #在这样一个无处遁形的时代，任何一个细微的变化就有可能造成崩塌，谨言慎行是公众人物最好的自我保护。东方甄选可以没有董宇辉吗东方甄选免去孙东旭CEO职务。
1697591501# #转发微博
1698061946# #什么叫教科书，这特么才叫教科书
1700100089# #秦始皇陵内部想象图（由AI绘制）。司马迁载：始皇初即位，穿治郦山，及并天下，天下徒送诣七十馀万人，穿三泉，下铜而致椁，宫观百官奇器珍怪徙臧满之。令匠作机弩矢，有所穿近者辄射之。以水银为百川江河大海，机相灌输，上具天文，下具地理。以人鱼膏为烛，度不灭者久之。
1696987674# #转发微博
1701857495# #中国大平原一览图
1696479731# #本子真特么恶心
1700873394# #前面的几句话太极端，甚至是故意的，这种认知水平，汪精卫看了都直呼内行
1699332850# #转发微博
1701760734# #武松醉打蒋门神这段，什么时候看都精彩
1702253359# #这也太瞧不起东方某大国，太瞧得起本子了——国外1969年预测50年后GDP世界前十的国家
1698712174# #终明一朝藩王分布图，得养这么多王，还不算其他封爵
1691654370# #转发微博
1694044187# #转发微博
1693535268# #转发微博
1691804934# #中国南海划分情况
1697340810# #我好像发现了一个世界bug……你发现了什么世界bug？日常
1695252342# #西安交大开先河了
1698881968# #蓝色区域为以军突入加沙情况
1699433030# #乌克兰这仗打完，基本等同亡国了。。。1、乌东四州工业精华丢失，后面得回归农业国。。。2、人口打没了一半，战前四千多万，难民1200万欧洲去了，乌东1000万变成了俄罗斯人。。。3、半个国家，尤其剩下的中部工业区一片焦土，残垣断壁。。。4、国家命脉，水电，电信、能源等国有企业，全被美国拿走了。。。5、欠
1703025616# #说说看
1690942743# #怎么说？
1701914379# #对于一个43岁的中年男人，你觉得他选择哪个方案更好
1691638717# #车主到底是干什么的doge
1698039936# #俄罗斯向巴勒斯坦加沙地区空投物资：我们不需要任何人同意以色列巴勒斯坦冲突
1699591502# #刚看到一个全球国家公民最累排行榜，这是怎么排出来的？
1689734794# #2023年中国连锁餐饮20强。奶茶这么受欢迎吗？
1701832566# #转发微博
1703208164# #大庆这么牛吗？
1689050524# #上联:夏风穿堂过。。下联:
1702787065# #转发微博
1701310300# #转发微博
1689560435# #转发微博
1699841783# #转发微博
1694672851# #转发微博
1688021663# #这是我长这么大吃过的最好吃的的蒜蓉辣酱，来自内蒙古河套平原的好物分享，蘸馒头，蘸烤肉，炒菜，烩菜，熬汤，炖肉，都是无尽的美味！
1691896775# #见证中国品牌的力量，全球首家！比亚迪达成第500万辆新能源汽车下线比亚迪第500万辆新能源汽车下线比亚迪发布会。。8月9日，比亚迪第500万辆新能源汽车正式下线，成为全球首家达成这一里程碑的车企。这不仅是比亚迪的全新里程碑，更是中国品牌向好向上发展的见证。发布会现场，比亚迪股份有限公司董
1696558751# #压力给到了徐州方面
1692750326# #中国各省的名山
1695253504# #东北即将起飞，大家去建设东北吧赞赞赞赞
1702855124# #转发微博
1703461667# #这是哪里，海边凸起一座山？
1703728841# #转发微博
1691379035# #中国十大奢侈名菜，为啥我吃的佛跳墙只需要100块钱15盒允悲
1694308391# #转发微博
1691738482# #评论区里大家过年都吃饺子啊
1688955339# #转发微博
1690856362# #我主要想知道这个数据是怎么统计出来的
1688599604# #男朋友们，这是真的吗？
1695174849# #人口非常稳定
1696405996# #转发微博
1700825842# #转发微博
1701181989# #昨天早上用老家方言怎么说
1694663302# #转发微博
1702950004# #转发微博
1691377413# #转发微博
1694223185# #永远伟大的导师纪念毛主席逝世四十七周年
1697760660# #吃在中国——山西十大面食日常
1692059019# #哈哈
1699406988# #必败无疑
1690172380# #转发微博
1692067363# #转发微博
1694863066# #额，这个……
1696856317# #杀星来了？
1690268161# #全世界每年死亡人数的死因排行，癌症、饥饿、吸烟居前三位。
1702081299# #转发微博
1696129693# #转发微博
1697701303# #历届奥运会会徽，哪个最好看，最有特点
1692283177# #各位博士，确有其事吗？
1696939508# #看看人家以色列的言论自由，一级棒doge
1701000721# #犹太人真的是这个世界上最聪明的民族之一吗？
1701180509# #啥目的也没有，就是无事搜来玩玩
1701310503# #转发微博
1699230453# #专业人士看看，这是不是P的
1692317374# #耗材而已
1688981966# #转发微博
1694229755# #转发微博
1690683099# #转发微博
1694166274# #深圳的暴雨太严重了，祝愿深圳的同胞们平平安安。
1691630682# #7月份中国车企销量排行
1702295369# #中国煤炭分布图
1700833328# #自强不息，奋斗不息，就是对先烈最好的回报。致敬抗美援朝的伟大先烈！
1696372054# #今年“十一”热力图，国内的十大“不夜城”，你能想到深圳是怎么回事吗？国庆中秋双节同庆
1697626409# #所谓的人工智能，其实还是人的想法的再现，一个手机系统就体现得淋漓尽致涨姿势
1693182239# #这是越南宜禄县宜春社的王勃墓，香火非常旺，不得不感慨，其实越南本应该是中国的领土……
1695698780# #转发微博
1695605312# #转发微博
1695859409# #看到第七张图，我想请前面六个孙子给解释一下
1700310095# #转发微博
1693448059# #不知道是不是p的，但还是提醒切记不可不在上户口的时候口嗨啊，不然真给你记录在案了！顺便问下这个飞天意大利面教真的存在吗抠鼻
1700012325# #转发微博
1699881457# #这言论自由是让犹太人玩明白了
1692231962# #贵州，云南的脚这么小吗？
1701050700# #一包香烟的税收结构——这玩意儿有百害无一利，我建议再加点税也好，有助于烟民戒烟，身体健康，也有助于国家税收，把这部分钱用到军事和城市建设，用到各种补贴，挺好的
1693539656# #怎么用一句话证明你是公司的最底层？
1700613934# #教员题写的什么字？
1697637266# #前台实名制后，已经有人自行关闭账号了，是什么人这样？可以想象，比如1450，不能等着被抓吧，也可以想象，这就是战略效果！
1694243247# #头回见数学老师被黑得这么惨
1700622815# #政治就是这样。此一时彼一时，出发点只有一个，就是符合国家利益
