1698541152# #有梦想的人了不起
1687573650# #浙江龙游发生5车追尾事故致6人死亡近几个月来事故频出，经济下滑严重，一些单位辞退了经验丰富的老员工，换上了工资不高的新员工？
1699253243# #转发微博
1698561810# #“学生连厕所时间都快没了”引热议，央广网评：把课间10分钟还给学生，“圈养”养不出身心健康的孩子
1700476329# #米国真刺激允悲
1687235318# #非洲人干活……
1694357641# #转发微博
1687678908# #女司机撞到小孩后碾压，孩子疼得大声痛哭，网友：整个操作过程全是错的汗
1699889436# #江苏一高校心理课上老师提问“爱情是什么”女生的回答既简洁又浪漫
1693210634# #【外交部：30日起来华人员无需核酸或抗原检测】8月28日，外交部发言人汪文斌主持例行记者会。发言人汪文斌宣布，自2023年8月30日起，来华人员无需进行入境前新冠病毒核酸或抗原检测。（央视新闻客户端）
1696738941# #男生给女生拉行李箱——力气大应该的。女生给男生打扫寝室卫生——全网声讨。网曝高校女生被要求抽签进男生宿舍搞卫生
1699917582# #心脏复苏机笑cry
1697181194# #董宇辉无耻的偶像剧恋爱观90后一代记忆：一起来看流星雨哈哈哈哈哈哈
1692374512# #地铁上啥事都见过汗
1699889586# #转发微博
1693015993# #被熊孩子嚯嚯的，家长已经在去赔钱的路上笑cry
1698758751# #男子晒同事婚后和老婆的对话，网友：她只想知道今天要煮多少饭
1693978639# #一定要去打个卡
1697423293# #应聘街道城管工作的北大核物理博士美女社会
1686984510# #转发微博
1687308849# #转发微博
1695826513# #【母亲去世女子想推迟结婚被判退彩礼法院：返还部分彩礼155000元】据星视频近日，河南。鹿邑法院发布一则案例。2023年初，小明与小梅相识相处后两人互生情愫，小明给付彩礼172000元，两人约定2023年10月结婚。天有不测风云，小梅母亲不幸病逝。小明认为男当婚，女当嫁，坚持要求按期结婚。小梅则认
1694007845# #一次成功的文化输出。
1687091597# #高铁上情侣想换座我拒绝了为什么要拒绝，君子成人之美不好吗？只能说你格局小了黑线黑线黑线
1687090914# #转发微博
1686984535# #转发微博
1702629430# #女子6进宫，还带2个孩子，结婚要求三不考虑，惊呆所有网友们…。网友：许愿池的王八都不敢这样许愿……
1699671747# #两男子在服务区想为电车充电，同时争抢一个充电桩大打出手：跟拔河一样谁也不让谁！
1686902555# #大哥这操作算偷拍吗？
1687075275# #山东一公司停聘川大毕业生，公司回应：承认发过视频，称信息不妥，工作人员操作失误已删除视频。
1701919926# #事发地：湖北武汉男子在公交车上拒绝后排婆婆关窗户，竟连续殴打婆婆十多拳怒怒怒
1700183782# #转发微博
1700325632# #正义不会迟到
1687251087# #大哥你是觉得不够热吗？打着伞，搂着腰，爱的温度有点高笑cry笑cry笑cry
1701655636# #我不管你啥老板！安徽老妈妈才不管你啥身份，她只是想捡个纸盒子。
1702707050# #东方甄选孙东旭被免职以退为进？？？还是赚流量，万恶资本怒怒怒
1699890409# #妻子花5万8买包丈夫要求退掉，老公：我一个月也才4000元工资！妻子：我闺蜜都背这个包生活
1696585656# #徐州一婚礼场地被村民连夜搬空这是民风淳朴吗？妥妥的农村刁民习性怒怒怒
1692890162# #梁永安：我们今天的90后，是最不适合谈恋爱的一代，现在年轻人要应对的太多了。
1697175275# #以色列要求加沙北部上百万人迁移至南部传递了什么信号？
1687742924# #一切努力都不会白付
1699629585# #女生本来想在雪地里美美录像，身后显眼包男友给她来了个过肩摔。显眼包情侣搞笑下雪了
1692374359# #现在人为啥都喜欢刮着玩意允悲
1694357633# #转发微博
1692513792# #女儿在家辛苦做好一桌菜等妈妈反被指责，“这该怎么吃，这么多浪不浪费”，网友：孩子肯定会很难过…
1698839804# #00后战士流泪说牺牲并不可怕我年过花甲了，如果有战争，我会努力争取参战，也不希望孩子们死在我前面！为祖国战死是我一生的荣耀，是我们家族的光荣！
1699629901# #1158万毕业生，陷在体面工作里！学历
1702523813# #地铁上一女子躺在座位上玩手机，小伙儿化身“暖男”，直接脱掉外套盖在了女子身上。
1698586699# #餐具收费大学生付1元直接带走花钱了，带走怎么了？饭店餐具收费1元，大学生吃完后将餐具全部带走！做了我一直想做却又不敢做的事情！
1687680899# #妈妈拍下了盲人女儿吃饭，“生活耗尽了我们所有的期望”我相信：苦尽甘来的日子肯定就快来了
1694062943# #【教育局回应小学教师打伤学生头骨：正在调查】长沙一小学男教师打伤学生头骨网传湖南长沙博才梅溪湖小学，9月6日一男教师打伤学生头骨，做开颅手术，现处于危险期。9月7日，长沙市岳麓区教育局办公室工作人员回应
1696691028# #迄今为止俄军被歼灭28万余人，昨日战报值得一提！。难怪普京不装了，再次下令征兵，因为前线实在是扛不住啊，28万人，就这么，无啦……。。所以说，光知道吹牛，没用，数据最有说服力。嘴炮一时爽，可内心在滴血。来看看昨日乌军战报吧，昨日斩获颇丰，摧毁了俄军26辆装甲车、12辆坦克、歼敌580人。。。另外
1699502990# #新娘为来宾准备电子下饭菜《甄嬛传》，还是滴血认亲那集，网友：这席我能吃一天
1696564807# #上海4岁女童海滩走失已超24小时翻看了下评论区几乎都是在指责女孩爸爸的，殊不知女孩爸爸可能比网友着急万分，请大家嘴下留情，莫言给女孩爸爸增加心理压力，拒绝网络喷子。
1699762623# #转发微博
1701828732# #太难了！“连做梦都是扫马路和应付检查”西安六旬环卫工大娘干了13年环卫工，老了被辞退，没有补偿和退休金。大家说这样合理吗？
1687310109# #转发微博
1700476589# #不怕被咬死了吗？！？
1701157272# #丈夫竟然非要和9岁女儿一起睡。妻子怒发视频叫网友评评理。河南
1688444792# #厉害赞
1694013518# #真的讨厌二三十块叫一杯奶茶钱用一句话证明的消费降级了。
1694348270# #转发微博
1698642348# #叔叔约会侄媳妇被侄子和老婆现场抓获！真是毁三观汗
1693211170# #转发微博
1687480171# #看完这个以后还吃肉丸吗……
1687361808# #转发微博
1699889647# #转发微博
1697506036# #福建夫妻在黑龙江开三家金店，防被盗每天背几十斤黄金上下班，20年如一日。结果家中300多万黄金被盗，目前，犯罪嫌疑人已被警方抓获。
1687349515# #转发微博
1694063236# #【警察哥哥来接退伍弟弟回家】近日，新疆阿克苏，警察哥哥接退伍弟弟回家，兄弟二人先敬礼，后拥抱。网友：一个保家，一个卫国赞（雪都融媒）
1694355397# #【辛苦了！山村女老师手里一碗热饭吃了又放】近日，河南许昌。山村小学女老师怕一年级小朋友不敢添饭吃不饱，站着陪学生吃午饭，手里一碗热饭吃了又放。网友：为人民教师点赞！教师节快乐怕新生吃不饱老师站着陪吃饭（视频：新华每日电讯）
1686897706# #男子在山上放夹子把老人羊夹伤，老人多次劝阻并告知其弟弟引来男子不满，男子喝酒后驾车上门动手殴打老人。社会新闻
1687622345# #陕西高校icon的江湖位次弟弟考673分姐姐哭了一小时
1701334607# #支持封掉低俗账号
1699490552# #口合口合口合修狗早啊
1690466217# #转发微博
1699953307# #转发微博
1693208155# #【这也太尴尬：俩年轻人办公室"加班"遭查岗】两个年轻人办公室“加班”，被LD猛敲门查岗……
1698676683# #撒贝宁来太原参加外甥婚礼，客串婚礼主持，瞬间感觉像是在看春晚
1694063589# #90后美女创业开火烧店，因高颜值被网友称为“火烧西施”，面对走红，她这样说。
1687073337# #网友拍到一对情侣路边接吻，到底什么原因？30℃的高温都分不开你们？
1697181457# #【西安一家长轻信学托花42万给孩子办理小升初没办成钱也要不回对方写了退款协议依旧爽约】王先生今年36岁，今年上半年，他的孩子和另外两名亲戚的孩子都面临着小升初。6月，通过熟人介绍认识了男子司某，他称可以办理西安市城北经开第一学校的学位，14万元一个，王先生和亲戚就凑了42万元，于6月
1687050236# #转发微博
1700550093# #我辛苦砌砖供你读大学，你在大学学砌砖，这是怎么了费解费解费解
1699664720# #男子毕业6年后，举报母校老师院长剽窃其论文申请专利，连错别字都一样！法院：学校赔偿15万元毕业论文
1694156873# #张雪峰问华为什么意思滑档了笑cry
1698482189# #小杨哥被指直播低俗言论比徒弟更甚“NZ”、“噶小J”、“把卫生巾掏出来”、马桶刷刷牙等低俗言论、行为太低俗了，不知道什么人在看他买货？他就低俗起家，让它弄别的也不会啊，你看徒弟一个赛一个笑cry笑cry笑cry
1695648079# #【伊朗记者说赢日本时汗毛都起来了】微观亚运9月25日，在杭州亚运会乒乓球男团半决赛伊朗对阵韩国赛前，记者采访了伊朗记者ALIREZAMODIRI，对于昨日乒乓球伊朗男团1/4决赛战胜日本，他表示非常不可思议，看比赛时自己激动得汗毛都竖起来了。对于今天的乒乓球男团半决赛，他说这将是一场艰难的战
1694068531# #转发微博
1692024057# #转发微博
1698480332# #深圳欢乐谷被曝多次出现弹射失败【多名亲历者讲述过山车碰撞经过】10月27日，深圳欢乐谷发布情况通报：10月27日18时27分左右，景区过山车“雪域雄鹰”项目发生车辆碰撞事故，造成8人受伤。目前伤者已送往医院治疗，情况平稳，均无生命危险，事发原因正在调查中。有游客表示，听见巨响后自己被震飞
1688524206# #拍摄者：这是中国死海黑泥养身健身操费解费解费解
1702030274# #打击证券期货违法犯罪活动【涉案金额超90亿元公安部会同证监会组织开展证券领域重点案件集中收网行动】
1699629698# #我也是开挂车的，有时犄角旮旯不得不走还影响交通的时候，真的急得满头大汗，而且越着急还越容易打错方向，社会百态那时候真是即尴尬又着急，真想跟大伙说句对不起。
1692451692# #人要知足，不贪心，莫小贪大
1694095877# #陕西的熊猫真的太可爱了！！！！而且它好快乐好自由啊！有好大的山头和丛林！吃东西也吃的饱饱滴！！
1702435377# #周海媚19～57岁荧幕变化，周海媚一路走好！周海媚病历疑被泄露
