1695353395# #这是哪个白痴拍的？
1696743714# #全运会带亚洲朋友一起耍分会doge
1690765212# #某阿三吹嘘到2030年印度的经济规模能达到7万亿美元（不到我国2019年GDP的一半），然后贴了张上海的夜景图，还问大家有什么想法？
1702028787# #保护我方张雪峰。
1688913785# #小海獭呀小海獭，快到我的碗里来心
1693153859# #日本外务省为了洗白福岛核污水排放问题，在中国热搜平台上进行了大量的推广和宣传，据说总的公共预算高达700亿日元。。这笔巨款原本可以用来处理核污水，但是他们宁肯用来把不科学太偏激的脏水泼向中国人……
1692150070# #重庆市在中国旅游百强城市排名中荣获第一，实至名归，恭喜恭喜！。本狼预言：重庆必将成为全球青年最向往的中国城市。
1700563939# #原来这个世界上真的有这么松弛的家庭关系……
1700810218# #感觉如今英国国宴的水准也不怎么高了。
1696054770# #北上重爱飞机，广成深喜高铁。
1703316876# #以色列女兵：“等战争结束，我要穿着比基尼来重拍这张照片！他们的海滩真的好美啊！他们不配拥有这片海滩！”。只有强盗和豺狼才配拥有吗？
1692231968# #再也过不回普通人生活的普通人
1695569712# #杭州亚运会开幕式上，阿联酋代表团入场时，队员们一手持自己国旗，一手高举中国的五星国旗。这一幕应该被记住。
1699093187# #加沙，以一城之力对抗全球最黑暗、最强悍的势力。
1694146097# #夜空守望者树洞心
1692235625# #弯弯残障，站起来鸟摊手
1702192832# #机器人只识别到“华为”二字，便展开了攻击。
1700438840# #广州车展，广汽丰田打出“合资不是落后代表”的标语，让人感觉他们确实很落后允悲
1703325708# #情比金坚——本狼21播本小课组的女生们🌸
1695387719# #陕西那只跑到村民屋檐下避雨的大熊猫，怎么那么可爱！🐼
1702564354# #《美国为什么就是不放过俄罗斯？》
1696487511# #大国是没有资格投降的。
1692433890# #这要是人在美国，说不定就信了允悲
1688983648# #真正为人做嫁衣。
1700962321# #普京心说，其实我早就想让大家知道……
1687345201# #青岛电影学院的学生尼雅蕾表达了这么个意思：我的作品在国外都得奖了，国内那必须给我个更高的奖才对。。这就是传说中的“挟洋人以自重”摊手
1703402860# #朱令已去天堂，魔鬼还在人间。
1692086425# #性侵之后，依然被杀。
1703757368# #突然开挂的人生！
1704164738# #当地时间1月1日，俄军空袭摧毁了乌军利沃夫市的一名乌克兰前纳粹党卫军分子罗曼·舒赫维奇的纪念堂。罗曼·舒赫维奇是乌克兰民族主义者组织的早期领导人。二战爆发以后，他进入纳粹党卫军服役，后来又领导了臭名昭著的乌克兰起义军（UPA），这个组织被指控对波乌边界的犹太人和波兰人进行了大规模的种族
1691973800# #公知眼中的英国首相与英国人眼中的英国首相。
1691997155# #乌克兰女兵艾琳娜被俘前和被俘后。。没开美颜？没化妆？。战俘营伙食太好长胖了？。思想包袱太重变老了？
1690853215# #大运会中国男篮负于中国台北，弯弯绿媒标题：“台湾”队痛宰中国（大陆）队，打爆中国（大陆）队，评论里一帮台独在高潮。
1694138277# #【就这？】。波兰，第31届国际国防工业展览会。。兔子的技术人员面带微笑，近距离审视鹰酱的“海马斯”武器系统。鹰酱的安保人员慌得一批：他们不会看一眼就学走了吧？允悲
1703519336# #和中国网友对骂，骂到报警，以色列shi馆开创了先河。
1690636661# #据说朝鲜阅兵以后也要改为中式正步了。。然而本狼其实怪喜欢他们的弹簧步666
1692516092# #怎么着也得是个副中心吧？
1701394793# #花花爱穿蓬蓬裙🐼
1692637320# #Sorry-man，却偏偏自以为是高华。
1702562689# #瑞士驻华大使馆呼吁尊重人权，引发中国网友群嘲裂开
1701867650# #吉林网友晒出老家当地的特色冰糖葫芦，有的长1米5，有的长1米6，最长能到1米7！山楂也比其他地方的大许多。网友：这是按身高卖的吗？via
1702192228# #山东某男子每天工作14小时，然而下班回到家却总会面对满屋狼藉和蓬头垢面的妻子。他说妻子没有病，就是懒。。女性一旦不爱干净，必定又懒又脏。清洁卫生才是所有孩子都应该被反复教的必修课。
1699282755# #壮哉哈马斯！
1702562288# #【学子的怀念】。左图是北京化工大学校园。右图是北京林业大学校园
1697340143# #【抢玉米🌽】。10月14日，河南周口市郸城城郊乡一玉米种植地承包者在收获玉米时，被周边村民集体哄抢。。承包者收玉米时，当地村民跑到玉米地捡落在地上的玉米，然后有人直接在玉米枝上掰玉米，最后就变成了抢玉米。参与哄抢的村民最多时有600人，连玉米收割机都给逼停了，他们又开始抢收割机里的玉米
1703557999# #【德国洪涝】。因为油纸包都放在青岛了，所以……摊手
1695701598# #谁能看清楚这女生写的是什么？
1692333605# #殖蛆为夏威夷大火洗地，说烧一烧土壤会更肥沃，明年会大丰收。。土壤肥沃是因为烧了很多人进去吗？
1701924579# #你们很快就会习惯的
1700742812# #《韩国偷文化会被反噬吗？》
1690772567# #水均益的女儿水亦诗作为CCTV记者报道大运会，一些人叽叽歪歪各种吐槽。真是莫名其妙，水亦诗同学是我们中传播本的优秀毕业生，人家有实力够努力，一定会成为优秀的记者型主持人。
1690613344# #中国女子嫁到非洲马里后的幸福生活。。放下助人情节，尊重他人命运。。我们应该多多祝福，并且送她们远行……
1701172053# #忙着嘲笑比亚迪的高华，这辈子没啥机会接触宾利。
1690676640# #恨国党们，恨着恨着就把自己恨成了笑话摊手
1694053592# #怎么办，有没有“故意避让罪”？允悲
1692680244# #香港夜市加油，努力赶超内地五线小城！
1694580271# #【广西军训】。同学你哪个系的？。桂系。
1704120243# #【什么都偷】。韩国人搬运武汉跨年视频到外网，打上韩国八卦旗，误导老外这是韩国跨年视频，然而江汉路几个汉字清清楚楚哟。
1694345991# #最近的上海，风气颇正。
1703056126# #竹马倚栏杆，青梅写作业允悲
1703203695# #三强同框：鹰酱，兔几，毛熊
1689143936# #英勇的人民海军先辈，曾认真研究用鱼雷艇围攻美国长滩级核动力巡洋舰。本狼深信，只要一声令下，他们一定会奋勇出击、蹈死不顾！。感谢你们，让这个国家撑过了最艰难的岁月。如今我们可以不用鱼雷艇打巡洋舰了。
1697892273# #亚运会很强，但震撼老外的却是杭州普通市容！
1697295464# #中国小仙女勇闯意大利教堂，网友感慨中世纪火刑已被废除骷髅
1696238535# #杭州亚运会，女子羽毛球团体决赛韩国3:0中国夺冠，男足四强赛韩国2:0中国，英雄联盟半决赛韩国2:0中国……韩国体育真的在崛起！只比我们少100多面金牌🥇了。
1695271941# #成都春熙路，xxn暴躁袭警，被当场制服。
1695444263# #之前殖蛆攻击中方服务员精确到厘米是毫无意义的表面文章。。而当洋管家精确到毫米时，它们忙于跪舔一时竟鸦雀无声……
1695383150# #《怎样看待美国仇华情绪？》——“仿佛一个重伤的男孩站在自己的血泊中指着西方帝国的鼻子警告不要像一百年前那样进行武力讹诈。”
1690883419# #吃不起西瓜🍉的发达国家，就是会这么大惊小怪。大运会餐厅里的西瓜又不见了吧？
1689840520# #如今的中国，最让普通美国人羡慕的是……
1703516862# #狗狗看恐怖片才是真心投入doge
1693727332# #8月30日，俄罗斯外交部发言人扎哈罗娃建议，支持日本的美国政界人士可以通过饮用福岛第一核电站排海的核污染水来表达这种支持。。扎姐真是善于扎要害！
1687766067# #德意志农民已觉醒，俄罗斯伊万要努力。
1692976110# #这个世界上真的有格外恶劣的国家。
1691050134# #主角何须在C位？
1695780227# #只说一句：禁得好！
1696046673# #如图所示：许家印，游戏结束了。。（图挂了，许家印也挂了）
1703381924# #黑人冲在前，白人坐后面。。你敢热血涌，我就伸手按。
1690341564# #许多润物在美国抢着当小白鼠，想为下次新冠立功劳？
1694148620# #满清啊满清，脏活也做了，却没坚持到底。
1693010661# #8月16日，美国纽约法拉盛，一位华裔老太摆摊惨遭美国警察没收，并被罚款1000美元。老太试图保住自己的货品，遭警告再不松手会被逮捕。美警满载而归，徒余老太风中凌乱……。公知怒斥：为何与民争利？为何不给底层留条活路？为何……哦哦是爹地呀，没事了没事了。
1702442908# #坚决支持丁胖子金牌讲师在美国要饭的正当权力！预祝他在美国永远要饭，预祝润人们永远不要回国！
1692691631# #女性无限开火权衰
1691114456# #涿州洪灾，撤离通知已下达，响应者却不够多，都不当回事。甚至有人提出“给30万撤离费，不给不走”。。然后洪水来了，被困人员哭诉“被困了20小时呀……”
1701391231# #充满乡土气息的中式户外婚礼心心
1691855795# #北京欢迎您心
1700560535# #当一个南方人去到东北允悲
1691888042# #终于租到个小房间的润物甜甜圈，发现自己生活在屎一般的环境里💩
1699419647# #一女子在楼顶欲轻生，却嫌雨太大。转身向救助人员要了件雨衣披上，继续欲轻生……。一位警察叔叔疑似用手按住了头裂开
1694581263# #深圳是座新城，一场暴雨何至于此？。无法理解。
1691195511# #东北小伙香港旅游遇港独，直接气势覆盖教他做人。
1688807565# #小仙女相亲日志，优秀的男生怎么辣么辣么少……
1700716029# #据法国媒体报道，近日，一名旅法中国留学生因在墙上涂抹呼吁“停止对巴勒斯坦人的种族灭绝”“反对犹太复国主义”的标语而被法国地方警察拘押，并有可能被强制遣返。。顺我者，言论自由；逆我者，强制遣返！
1696047084# #又发大水了，这次在新乡。
1697453817# #润物在美国被黑人暴揍，抱怨在中国没人敢动他一个手指头。。那么祝贺你，获得了被很多手指头动的自由。
1689394762# #【欧洲骑士】。如何回敬慕洋犬系列允悲
1700915269# #如今的中国发电量，比所有G7国家总和还多。。似乎预示着这样一个未来：在不远的将来，中国一国将大于中国之外的总和。
1704116244# #南方小土豆在哈尔滨认真尝试真空打包雪团，企图带回南方……
1693965106# #这个真的不能忍doge
1695477872# #北京不愧是首善之区，一心谋国，无出其右。
1692229458# #有人说，乌粉其实没那么爱乌克兰，他们只是惯性舔美反华而已。
1690022881# #教员放心，我们会努力的。
