1691459177# #奇瑞海外出口非常猛
1689414844# #这样的破玩意，也敢商业盈利，真是疯狂
1695874783# #坐在最前排，央视给我镜头了，感谢摄像老师
1697897909# #群邑中国广告公司三名高管涉嫌非国家工作人员受贿罪被刑拘
1699632157# #嗯打法关系不大，阿维塔还是小众品牌，要是直接叫阿凡达就不一样了
1695221191# #为什么年轻人手机都不离身只有手机不会离开你
1699091102# #预埋做了，按理会有，不一定哪一年给批下来
1692236115# #余承东微博剧透，问界M7第二代9月发布，整车投入增加5亿，重新设计内外饰，增强安全可靠性
1692932821# #川普这一次真的回归X了
1697698488# #OPPOFindN3新一代大折叠，看起来有点像FindX6加了一块大屏，更轻薄，2800尼特动态峰值亮度的屏幕，内外屏都护眼认证，5倍抗摔落，三种配色，千山绿、日志金很好看。
1691758225# #等Mate60发布，华为财报会更好看一些
1699625384# #小龙总，建议推出一下MacOS的应用，华为手机用户远大于华为笔记本用户，很多华为手机用户在用苹果电脑笑cry笑cry
1697456160# #小米能自己研发系统是好事儿，不过，最务实的做法是学习荣耀MagicOS的思路，做全场景兼容、AI能力加持的操作系统。学习华为独立搞鸿蒙系统，真不推荐，就算你能搞出系统，也很难搞好生态，华为的人才层次和投入难以复制。
1691341446# #黑龙江也在暴雨，这两轮台风真是厉害
1700401012# #27岁研究生离世前一天发文感恩感谢愿天堂安息，感谢这位仁兄
1701400498# #当通讯录用
1698194492# #微软公布FY24Q1财报：收入565亿美元，同比增长13%；净利润223亿美元，增长27%。。微软公司最大的收入增长依然来自云投资，包括MicrosoftAzure在内的IntelligentCloud部门实现收入243亿美元，同比增长19%。Azure服务器产品和云服务增长了21%，而所有其他云服务增长了28%，按固定汇率
1701920546# #宋紫薇理想汽车首秀宋紫薇不就是一个炒作出来的花瓶么？吵来吵去有意思么，理想这是把宋紫薇当成刘亦菲用么？主要是也不漂亮啊，还不如我们好看
1688276344# #日本五连冠
1696171345# #华为并非做什么都能成功，也和人间大多数企业一样，也要看项目的带头人水平，内部创业、外部创业不一样，但都要面对很多类似的场景。华为这几年得益于余承东、徐直军这一代是真强，带兵打仗的是真能打，管研发和战略的是真深谋远路。有些网友还在讲李一男怎么怎么样，，，忘掉李一男吧，华为历史上很
1694921717# #英特尔on技术创新大会下周举行，预计发布酷睿Ultra1代处理器。英特尔酷睿Ultra1代处理器最新爆料如下：。。7W处理器为1大核+8小核的最高规格，核显最高4Xe核心。。。9W处理器为2大核+8小核的最高规格，核显最高4Xe核心。。。15W处理器为4大核+8小核的最高规格，核显最高8Xe核
1692151573# #互联网开发者创业者小站长也是民营经济，也需要保护，而不是无数的备案设卡，层层设卡，怎么高速发展，怎么激活能动性
1699280462# #这些事故告诉我们，黑龙江盖房子需要像俄罗斯那样弄成尖顶的
1693826278# #那条件差的都应该去改善，而不是不平衡或比惨
1703429883# #尊湃通讯被抓14人，连累了投资方小米。。。逼的小米抓紧发声明，但是，已经在抖音火的不可收拾。最要命的是，董明珠对小米的言论，被无限放大传播。建议小米法务部抓紧起诉董明珠doge小米就某芯片公司事件辟谣
1695912584# #京东商城将在近期上线特斯拉汽车订购服务
1701399982# #警方通报网红校长郑强被传包养情妇这种造谣对郑强仕途影响不小
1692246167# #原来焯水不是简单煮一下这个也需要掌握好火候，不然的话，一炒就碎了
1699008776# #都2023了，不至于吧
1702008036# #还是你更善解人意哈哈
1697779975# #三年前才炒房是SB
1687272415# #擦，大半夜不知谁家听云朵的歌儿。。。穿透到我书房了。。。。我听个张惠妹对抗一下
1697521889# #HyperOS
1687352922# #这个好赞
1692692272# #荣耀声明，在印度市场只开拓了分销销售，没有开设印度分公司。印度HONORTech公司不是荣耀的合作伙伴，也同荣耀公司之间没有任何关联关系
1688295597# #网友比较毒
1703553572# #得找哈利波特代言一下dogedoge
1701273435# #小米支持国产元器件，应该高端机芯片也用国产，用联发科的也行啊，台湾是中国不可分割的一部分-。-
1697339655# #太疯狂了。。别墅区业主扩地下室，居然把河道给挖通了？别墅那么大，还要那么贪婪地下挖。。。。。。。怎么想的。。。
1700488600# #你得和苹果华为在同等内存等基础配置之下，比流畅，才算真流畅
1695273201# #商标的话，可以理解。
1701754168# #外围六边形应该是极限了
1702554293# #孩子说，你再不跟我玩，我就要鸠占鹊巢了啊。。。果然
1691807262# #允悲允悲允悲允悲
1699666662# #对，为了拍照，吉利占大头了，但是，吉利下面品牌太多，还有极氪，很难给极越更好的空间
1688989534# #超7成人后悔选择自己的专业我学数学的，后来，退学了，不过，我觉得数学还是好专业。只要自己喜欢。大学就是一个认识大世界大社会的地方，并不是一个高阶版的幼小衔接班
1690614860# #建议将邓稼先钱学森等国士无双的科学家印在人民币上
1688051522# #哈哈哈哈哈哈，你以为自己是欧阳锋
1692012967# #雷军的人生还是很彪悍的，最主要是，人家干程序员，发量依旧浓密偷笑
1691198722# #哈哈哈，送手机可以，让人买有困难
1699619161# #阿维塔12上市看来一堆微博，也没明白这款车到底厉害在哪里，刘嘉玲，我真不关心
1693291240# #oppo新品发布会刘作虎有点猛【OPPO小折叠销量第一】OPPO首款小折叠FindN2Flip一经发布，立即以创新产品力收获上佳市场表现，并以巨大领先幅度斩获2023年上半年折叠手机销量第一，每三台折叠屏手机中，就有一台FindN2Flip。在赢得市场成功的同时，FindN2Flip也以独特的潮流属性赢得海内外明星
1701312423# #OV大战小米，卢伟冰被围殴
1698886969# #96岁了，思维清晰，舌战群雄，狂批司马南，匡扶社会正义，何院士很了不起赞赞
1687485534# #欧美国家疯狂加息。。。。
1703403905# #分享图片
1700494555# #从北京的城市产业、医疗等规划来看，顺义往北到高丽营，差不多不会再往北了，未来的产业空间在南城更宽阔。亦庄的带动作用非常强，自从京东过去以后，刘强东出钱帮引进了人大附，亦庄现在是强学区了。。。1、河西地区已经是核心区的人口密度了，配备了龙湖天街，新盘大平层单价8万+，北京儿童医院的新
1692946292# #里面有芯片设计高级工程师
1689499162# #哈哈哈，这个鱼的报复心理比较重
1700203614# #赛力斯的基础构件可以升级，又不是什么高难技术
1703741045# #魅族CEO怼小米汽车魅族不是争当第一个车主么，魅族是不是精神分裂啊
1704022138# #大大新年贺词里：国货潮牌广受欢迎，国产新手机一机难求，新能源汽车、锂电池、光伏产品给中国制造增添了新亮色。
1694071412# #建议国家取消各级的妇联，妇联实际上已经没有发挥什么用处了，反而成为各级政府的财政负担。原来妇联的职能，完全可以由居委会体系来承担，而且居委会的同志们年富力强，比妇联的大姐大妈们更有服务的劲头
1694231525# #闭着眼睛也能想到，肯定会有拆机的，完全保密是完全不可能的。我想，华为也能想到这一点，不完全是炒作流量的因素。
1691558257# #今天早上本来要去国家会议中心，参加360安全大会，但是，。家在南城，早上没起来。。。。。晚上孩子折腾太晚。。。。所以，从参会角度，IT行业还是住在北城有优势。
1689676818# #酒店双床房为什么只能住两人床宽度有限，不提倡上下叠着睡
1697003432# #当年的陈丽华还是很漂亮的啊
1694337737# #中国商用飞机有限责任公司党委书记、董事长贺东风在2023浦江创新论坛全体大会上透露，目前C919订单数已经达到1061架，并且已经交付2架，C929计划提供250到350座席，航程将达到12000公里，处于初步设计阶段。
1702725711# #董宇辉从来没有说过要离开东方甄选哈哈哈哈哈哈哈哈哈哈哈。。我早年离职，也一句话没跟老板说，几天不上班，老板就明白了
1698459373# #欧洲人民同情巴勒斯坦人民，以色列和美国迎来最糟糕的全球舆论声讨
1700309609# #霸王茶姬免单营销能力还挺猛，直接上微博热搜前四，哪怕能在热搜十分钟，也是厉害的。啥时候能给上班人群弄一个霸王早餐之类
1697087728# #西安人的城墙下是西安人的烟火气北京人的城墙已经没有了，也不太可能复建了
1688999355# #最近看到各种跳楼视频真多，不知道是真的多，还是平台算法推的猛衰衰
1700278928# #vivo门店展示手机有个门道，那就是店内屏幕亮度调的很高，这样现场感觉非常好，但是，实际生活场景，你不会调这么高亮度，对眼睛不好。
1696212003# #大家好，给大家送福利！周一福利日抽奖福利来袭，今日订阅我的年费Vplus，可参与抽奖，最高赢6666元现金红包！我将为大家带来更多价值的付费内容和专属权益，订阅100%中现金，快来拼手速吧！
1692583617# #真我Realme五周年，CEO发信，豪言要带来新一代安卓性能之王-真我GT5。。。手机圈的竞争真是太激烈了。
1690681863# #2000年时候，我们栖霞的果农都买得起北京房子，但是没眼力见。2007年，我来北京，一个月四千多，房价好像也就几千块，感叹房价真贵。十几年过去了，房价涨了10-20倍，。。。。。
