1702782518# #董宇辉若想创业俞敏洪愿意投资董宇辉单干会成为类似李佳琦一样的带货主播？
1697584526# #去年我国一孩出生低于450万抓我们父母超生的那波人还活着吗？。他们此时此刻有没有想说的话呢？。“宁可血流成河，不能超生一个”。。“一人超生，全村结扎；一人结扎，全家光荣。”
1694398192# #【新概念有热度】A股BC电池板块震荡上行，广信材料涨超14%，永和智控、帝尔激光均涨4%，海目星、钧达股份等跟涨。。其他板块券商，地产节节败退。银行是利空的结果红了，把A股大盘拉红了。。活跃资本市场
1688795774# #你会把实际存款告诉另一半吗没事挑事的话题。。会搞家庭不和睦的。
1701782182# #【2023Q3A股分行业公募持仓市值占比】。第三季度公募持仓证券行业非常少。。公募基金第三季度持仓的行业分布非常集中了。食品饮料、医药生物、电子和电力设备，俗称四大显学，每一个行业的持仓都在10%以上，四个行业合计持仓接近50%。。截至11月24日的数据，A股总市值口径的全部市值是89.27万亿，自由流
1702188518# #菲船只故意冲撞致刮蹭应担全责海警真的太忙了，同一天应对菲律宾和日本在中国钓鱼岛的挑衅。。昨天，中国黄岩岛的渔民们与菲律宾渔政船BRPDatuBankaw（3004）进行了亲切友好的零距离交流。。视频来自网络，若有侵权，请联系删除。
1697607170# #【有几个快退市了吧】A股ST板块盘中持续下挫，*ST泛海、*ST美谷、*ST西发、ST通葡等十余股跌停，*ST长方、*ST越博、*ST美尚等跌超5%。
1696389289# #不好玩，我不玩了；泽连斯基宣布辞职。。我想玩儿，我想再玩儿会儿……不让你玩儿。。美国众议院议长（美国3号人物）麦卡锡被罢免。。乌克兰局势泽连斯基
1691738678# #医药代表性贿赂医生女医药代表自述：医药行业“潜规则”，一失足千故恨！。事实表明，几乎每一起医疗回扣丑闻的发生，都与医药代表脱不了干系。
1689143445# #A股旅游板块逆势拉升，长白山冲击涨停。最近旅游景点人挤人啊！！！
1691324439# #雨哥看盘超话这个周末，影响股市消息面，有点太过于平静。。距离活跃资本市场会议召开已经过去两周，跟此前市场的普遍政策预期差距有点大，实质性政策的落地一个都没有看到。。大队长该亲自下厨了，撒一把谷子。
1701258673# #消息称一汽和东风寻求华为新合资公司少量股份华为新公司只邀请了长安，一汽，东风三家央企。。消息称华为新合资公司估值高达2500亿元，一汽和东风寻求少量股份。
1693810274# #雨哥看盘超话【华为7剑下天山】。。华为服务器:拓维信息。华为卫星芯片:华力创通。华为PCB:中富电路。华为滤波器:慈星股份。华为操作系统:润和软件。华为海思:世纪鼎利。华为汽车:塞力斯。。加强程序化交易监管
1698375626# #现在买股建议大家逆向思维。。机构都不价值，你有什么自信“格局”呢？。A股，就是游击战！！！a股的问题是投资者普遍赚不到钱
1690435344# #大宗商品尿素，纯碱持续大涨。A股相关个股完全掉队。。这样你会潜伏吗？
1693189569# #A股老药方治不了现在A股的病。。证券交易印花税实施减半征收
1688973425# #2023年“荷兰小姐”冠军图一图二。。。我觉得亚军才是最美，图三，图四。
1695091159# #A股黎明前的黑暗是从地下层的开始？还是地狱开始？
1687994840# #雨哥看盘超话上市公司实控人夫妻被逮捕！参与财务造假多年，套现超10亿！曾动用92个账户操纵公司股价，不到1年亏了1200万…。6月28日晚间，*ST柏龙（SZ002776，股价2.79元，市值15.01亿元，以下简称“柏堡龙”）发布公告称，公司于6月27日收到公司实际控制人陈伟雄、陈娜娜家属提供的揭阳市公安局出
1695172486# #证监会回应金帝股份上市首日战投出借证券：融券业务符合当前监管规定。。好了，知道了，A股继续跌。。散户亏得好冤。你还打新？。你还当韭菜？
1699920701# #美国态度软化，推动中美关系回暖，不过是在打压中国问题上黔驴技穷，再加之自身面临危机和困难，需要与中国合作，共同稳定全球动荡的金融体系，以此帮助美国化解危机。
1699409434# #今日A股可以买的个股大概就是证券（偏中线）、汽配汽车、AIPIN.短剧概念股暴涨中文在线5天涨95%
1700704918# #北交所合格投资者数量达626万户。上面不会因为600万的北交所放弃沪深两市的几万亿市值的A股。。。要相信我们的领导智慧！
1697526030# #【这特么不是日本鬼子当年干的嘛？】牛儿还在山坡吃草。。。。。以色列土兵押着无辜男孩挨家挨户指认“恐怖分子”。。知情人称哈马斯被消灭前以色列不考虑停火以色列请求美方100亿美元紧急军事援助巴勒斯坦总统：哈马斯不代表巴勒斯坦人民。
1691039641# #下午开盘10分钟，还得是城中村板块拉抬股价！
1697452540# #【从小日本那边看到的一种思路】我们的韭菜该注意了。。类比消费意愿。。今天日本的年轻人形成了更加理性、谨慎的消费习惯。。。作者有一次跟一家日本大型金融机构的高管去吃午餐，结账时，他从皮夹子里拿出一大堆折扣券，计算怎么使用折扣券最优惠。。。当时作者有点被震撼到了，但这恰恰是今天日本正在发生
1690674829# #刀郎经纪人发声刀郎经纪方终于表示，关于《罗刹海市》以后不会有公开回应。
1691579213# #是负的是负的
1698027296# #欧菲光，这样拉升，明显就是要割韭菜！！！。A股这样的机构你们不管吗？。风险太高了。。重大利空，居然大幅拉升！！！。沪指跌破3000点大关
1701733890# #105厘米长锦鲤入池佛曰：人生有八苦：生，老，病，死，爱别离，怨长久，求不得，放不下。
1700630778# #2023年北京地区传染病趋势图。北京流感发病人数呈快速上升趋势
1687472955# #成都UFO应该不会是UFO，会不会是成飞最先进的灰机呢？。如果是灰机，就不会辟谣了吧。嘻嘻嘻嘻嘻嘻
1697427208# #国考报名首日超11万人提交申请一年比一年多人。。。。不是好消息！！！。没人要去做生意了。。。
1688703114# #如果有钱你会买别墅吗只买别墅，不买大平层。
1692762213# #台湾当归台胞证竟无声无息间发生了变化，签发机关变了。。台胞证签发机关变了，出现“中华人民共和国”字样。
1690510918# #台风杜苏芮段子版！。厦门：叫地主。漳州：要不起。泉州：我抢
1697956065# #朋友聊天，关于楼市，房价，地产。。一个中型房地产老总说最近5年没钱买地，今年反而活的不错。。至少不会暴雷，员工还有工资，部分的奖金。。。。某些行业是不是也是这样，现在亏，不表示你就失败了。
1698282463# #美股$英伟达NVDA$昨夜大跌，今日中际旭创、剑桥科技、天孚通信等CPO板块难逃下跌的厄运！。有小作文传英伟达砍单光模块。。其实英伟达可以改卡绕开禁令啊，之前A800改出来很快（1个月），H800几乎是同步推出。
1693546888# #房地产板块要反转？
1701227459# #氛围太差了，根本没有情绪盘。A股沪指这样走，下午开盘又得跌一波先。
1688959402# #还没午盘沪指就要跌回去了。。沪指“虚”阳馋嘴馋嘴
1700095332# #【光伏】光伏是有总量逻辑的成长行业。。A股光伏板块经过近一年半调整，TTM估值达7年以来最低，考虑到目前板块跌幅（光伏指数今年下跌33%左右，跑输创业板近20个点，跑输上证指数30个点多一些，跑输涨幅前三板块40-50个点以上），关注度的边际变化可能会阶段性走在盈利底之前。
1692104161# #【龙虎榜解析】又是量化资金。。。。海森药业(001367)(+10.01%)/医药。。财通证券杭州上塘路2600万买入。。华鑫证券深圳益田路1470万买入。。华鑫证券上海分公司746万买入。。华鑫证券上海陆家嘴291万卖出。。资金流向
1688787600# #乔家大院，不仅建筑美还是“诗一般的美”。。“皇宫看故宫，民宅看乔家。”。从空中俯视，乔家大院呈一个“囍”字形，寓示着大吉大利。。乔家的祖训是“义，信，利！旅游超话
1692324165# #A股早盘追涨的，必须被埋！
1686838520# #中国中免告诉我，你要进的理由一个两个都可以
1692715714# #新疆吐鲁番西瓜5元一个也难卖运费太贵了
1701609250# #腾讯视频崩了难怪，我登入又退出还是不行。。。。原来是你崩了。。。
1695781661# #iPhone15Pro过热或是散热问题针对目前苹果iPhone15Pro手机过热问题进行了解读，并表示“与台积电3nm制程无关”。。看来新的iPhone15问题不少啊。利好A股华为MATE60产业链哦！
1689392937# #【新思路】各位有没有发现涨停板的新气象！！！。省广集团、榕基软件、南天信息、亚联发展、亨通光电、中迪投资、智云股份、中孚信息等等发现有什么共同的特点吗？。都是横批很久了，突然异动涨停的。这是一种A股半年报前的一种新思路吗？。资金流向
1698893087# #知道，今日股市为何不涨了吧！！！
1690954278# #维科精密从负7%-12%一下拉了20CM这种神经病式的拉升，机构+游资合作的吧！！！
1689734337# #内资你还指望买入，A股是巨大的融资市场。
1692757375# #昨日小作文公募被指导了，今日A股不是一样跌吗？。是散户没信心了，没韭菜了。指导公募有什么用，应该指导散户。。。
1694138874# #iPhone15机型比例为3比1马上有新的iPhone15ProMax，你们手里的iPhone14ProMax我收了吧，我出邮费！！。。Mate60pro+10点08开售。华为商城上架了
