1562483710# #《山楂树之恋》，很泪崩的一部电影！其它的影片没有在意。
1570344257# #我分享了【“老虎”“苍蝇”一起打，反腐:政治新常态】,快来看吧！|
1551729772# #三个大咖不就是三个骗子么？
1571743342# #《爆笑小品《一墙之隔》：骗子因为敲墙被抓，爆笑剧情精彩上演》我和3.8万人都在看，快来一起围观
1561989883# #好像出水芙蓉欸！
1561756124# #特朗普偕女儿女婿现身G20会场一把搭住安倍肩膀(分享自
1574770061# #分享图片
1572362127# #岁数大了，脑袋瓜子失聪在所难免。特朗普连任之路危机四伏，最好的选择是回家颐养天年，与民主党协议苟合，不再追究其任上狗屁倒灶的糗事。否则竞选失败的话，很可能成为阶下囚。凭特朗普曾经的声势，狱中的日子肯定猪狗不如，天天被牢头狱霸玩弄在所难免。特朗普得罪过的人太多，暗中要弄残他的人……
1558392138# #转发微博
1566567547# #小米运动小米运动
1574680759# #凤凰新闻分享凤凰新闻：北方四岛炮声隆隆，克宫下令大批轰炸机出动，日本急调准航母增援来自
1566027668# #民主啊！是社会发展的最大阻力。以后别跟我谈民主，我不是不要民主，我提倡民主集中。
1597121597# #《王菲：少年便有音乐才华，感情不将就，步入婚姻却又到谢霆锋身边好看视频APP》此视频已有5390次播放，快来一起看看！
1581594840# #分享图片
1604712075# #静静好！
1582121494# #平安健康快乐！
1553553175# #什么！国民党竟后悔韩国瑜选上高雄市长？(分享自
1572348202# #转发微博
1572364023# #神灯各项赛事七连胜，切尔西的救星回归。他比曼联的主帅索斯卡亚好过太多！
1562293092# #也不能完全怪教练，许多女人就是冲着教练去的。
1567624491# #《抓老鼠的最简单方法，一个装置就搞定！》我和285人都在看，快来一起围观
1547575406# #山东：荒唐！男子举旗开路员工跪地爬行惩戒(分享自
1565932264# #南北韩统一不见得是好事，分裂预示着双方无止境的诉求，这对平衡东北亚的政治气氛有益，就是让他们经常处于斗而不破、和而不睦的格局。中国五千年文化中有太多取之不尽用之不竭的政治智慧，对付高丽棒子、安南猴子、东瀛矬子及俄罗斯老毛子有的是办法。许多时候利用矛盾、解决矛盾抑或会取得功半事倍的
1566377204# #我们的警察也太沙雕了，这种小case要经三个月的缜密侦察才结案。三个月，想不保密都难。个人合理怀疑，这种龌龊店家没有警察的暗中挹注早打烊了。至于警察有无回扣龌龊钞票，深入一查保证水落石出。我能这么说绝对不是危言耸听，哪一个城市没有灯红酒绿？既然市场有需要，还不如规范开放。性不是洪水猛
1580591207# #《长镜头直播|武汉火神山、雷神山医院建设》武汉火神山医院建设，央视多路直播，来好看视频全方位立体观看。
1551989372# #分享：向总书记汇报大凉山传来好消息手机新浪网
1580877616# #我在看：【595个农场破产！美国经济损失3020亿元后，中国市场或成为关键】跟新浪看热点
1575273517# #年末岁底，每一年的年头年尾就像甘蔗的两头，总会是一头甜一头不甜。换言之，我们不会弃之一头保留另一头。生活嘛，酸甜苦辣尽在不言中，有比较才有认知，何况苦辣酸甜？今生源自赎罪，来世才能永生！12月，就当辞旧迎新的纪元。循环中，每一天都是新的，每一天都会有不一样的心情。
1570936189# #转发微博
1560318558# #小保安搞什么里格东东啊？
1579143786# #我说的差不多就是废话，大多数人都懂，有必要在这儿卖弄渊博吗？回头看看挺无趣的。小时候读好书是为了在父母面前得宠，十分在意母亲当别人的面夸奖她的儿子。同龄人做不到的我能做到，于是乎奖状拿了不计其数。《过零丁洋》开宗明义，“辛苦遭逢起一经，”在不同时空背景下，我自创了“读书相对论”…
1577819104# #有韵有味，慢慢欣赏！
1567109421# #MIUI天气杨浦区今天30°/20°，晴，空气良
1557120826# #ATM，像长臂猿！除了在马刺能成功，猛龙缺少波波维奇这样知人善任的教练。
1554541091# #在这样的环境里成长的孩子，会传递善良！
1582766553# #《快讯！世卫组织：中国境外新增新冠肺炎病例超过中国境内》此视频已有46万次播放，快来一起看看！
1553456663# #一夜就等这一刻。橙色军团已经走出低谷，这一仗算是给日耳曼人伤口上撒把盐，看勒夫还敢挖鼻屎吃【恶心】【恶心】
1575129207# #分享图片
1588382391# #找苏老师帮忙的时候，那一定是膨胀了。
1560087737# #我在看：【蔡英文称未辜负人民期待赖清德：若败选一切免谈】跟新浪看热点
1554658561# #哪有这样的男人？就该找不到女人。女人对他们而言属于奢侈的罚责，算了，一脚踢到鳏寡孤独。男人是顶梁柱，是家庭的港湾，是女人终身的守护者。连个小单都买不起的男人，免费送他条连衫裙，再送他一块豆腐，看着办。
1585621653# #穷山恶水出坏人，日本名副其实。
1550973980# #上篮慈世平最喜欢的队友是姚明还是科比？听听他自己是怎么说的吧慈世平最喜欢的队友是姚明还是科比？听听他自己是怎么说的吧
1552266095# #柳下惠坐怀也乱，谁见过他坐怀不乱了？说男人坐怀不乱那是对人性的污名，是卫道士们为二奶小三筑起道德高墙的守身经。柳下惠究根结底是哪家的圣人？因为他坐怀乱了方寸，像犰狳，被自己的贪婪吓死了。许多东西，是统治者为了统治者利益欺骗被统治者的套路。
1552492791# #《巾帼英雄！熊竞楠比很多男选手都猛，打得俄罗斯美女满脸伤口！》好看视频-分享美好，看见世界
1550169753# #转发微博
1598172366# #您理解错了，我才不关心什么网红明星呢。他们的任何一种行为只属于他们自己，我只是个游人，偶尔在海边发现了一枚贝壳，我只是好奇地看了贝壳一眼。如果我喜欢贝壳，我会带回家珍藏，但我没在乎贝壳存在的价值，当然有人会在乎。
1591395274# #我在看：【视频|白宫这次百口莫辩，美媒愤怒甩出一份铁证，40艘战舰已感染一整月】跟新浪看热点
1568841031# #个人以为，形容柬埔寨是中国的“飞地”并不为过，中国人太会经营，几乎控制了整个柬埔寨的经济命脉与发展空间。这种现象不可能维持太久，任何一个国家的民族情感和意愿都会遭受到政治操控，就像被殖民的国家和地区追求民族独立与最终的国家主权。跟新浪看热点
1576385744# #凤凰新闻分享凤凰新闻：乌克兰航发总裁：已将过半股份出售给中国来自
1549062261# #尿卜诗（不湿），有点意思。
1561765383# #《49岁的老女人结头婚，丈夫曝光夫妻生活丑闻，震惊了主持人！》我和82万人都在看，快来一起围观
1566859654# #《脸皮最厚的选手，自称高音超越任何人，评委当场愤怒离场》我和3.9万人都在看，快来一起围观
1556067714# #转发微博
1549216877# #武磊平淡中无惊奇，毕竟是处子秀。
1550419683# #转发微博
1550863603# #特朗普昨天发文指，希望美国不要阻止别国5G的发展。这是明指不会阻止华为5G的发展，同时又指出，加快美国的6G发展。有标题党问特朗普：6G是什么？反正特朗普说错什么都无所谓，已经习惯了特朗普做一个放羊的孩子了。
1551787617# #快来森林驿站，招待滚滚的小伙伴！和熊猫守护者一起刷微博，攒能量，收获爱心，守护更多野生动物吧！『森林驿站』
1554991054# #晚安晚安！
1569562920# #《他开锁技术超神，死刑改判逾期，越狱后为情所困，他是王彦青》我和1.8万人都在看，快来一起围观
1550686359# #库页岛被俄罗斯侵占有其客观原因，以后再说。海参崴不是被普京霸气拿走，而是拱手相让于普京。是谁把海参崴送给普京的？我不说你们也知道，目的是什么？我相信明天对我们会有个交待。跟新浪看热点
1560307333# #男人，差不多都有一颗驿动的心。
1557895743# #许多现象不能轻易比拟，像这样两分钟的给予(付出)，展现了再次延续的生命价值与自然和谐。
1557931459# #今年的鹈鹕抽得状元秀，很可能把威廉姆森作为首轮状元带回家。与浓眉哥搭档，下赛季进季后赛。
1561887287# #明天生活垃圾实施分类分袋，家里所有人力挺支持，除了我。我没闲空管垃圾分类，但是我会督促所有人遵纪守法。卖嘴不卖力，文明靠自己。
1591492433# #只要是自己喜欢的工作，累点无所谓。
1556824864# #《多情却被无情恼百度百科》出自苏轼的《蝶恋花·花褪残红青杏小》，是一首对现实的调侃之作。此词原为唐教坊曲，调名取义简文帝“翻阶蛱蝶恋花情”句。又名《鹊踏枝》《凤栖梧》等。双调，六十字，仄...
1589679988# #说是神兽进笼了。
1578845031# #确实有这样的一类人，十分地爱占小便宜。我有一认识多年的朋友，但没有深交。一个半月前，来我这儿蹭了顿午饭，完了要我支付宝上网买了七八件东西，也就四五百块钱，收件人地址转成他家。我问你自己有支付宝为什么要用我的买？他说支付宝里没钱，以后还我。今天中午又来蹭饭，又要我的支付，去你妈的滚
1555047710# #毫无疑问的骗子，一帮社会闲杂人等。逮到派出所一定吓出尿，期待看到结果。
1584705655# #这女的是日本人，名字叫“松下裤带子。”
1548503746# #我分享了【华为上演大逆转，加拿大传来了大喜讯，成为了笑到最后的大赢家】,快来看吧！|
1567987597# #《高中生挑战汉字英雄，十三宫听写完美过关，齉这个字读什么音？》我和1.4万人都在看，快来一起围观
1555777364# #说明什么知道吗？说明我国的司法程序有许多不健全的地方，假大空一套盛行，浪费本来就紧绷的司法资源，同时容易制造冤假错案。
1580137799# #分享图片
1566979584# #随着年龄的增长，我们会忽略记忆，而不是当下。记忆是对人生的洗礼，会记取的记取，该忘记的忘记。我们能梳理的是当下，今天计划着明天。也会把一天掰成俩半天，白天想想家人，夜里想想亲朋。偶尔也会产生做一天和尚撞俩半天的钟，这是自然而然的事，不是忽略当下。午安，顺便带上晚安的问候！
