1693979411# #被一个美吹的逻辑震惊了！。都讨饭了，还在鼓吹制度优越？？？。。不负责任转发
1697793619# #刚混剪了一下10月19日的全球各地声援巴勒斯坦视频。终于，法国巴黎和西班牙巴塞罗那昨晚都出现了无视政府禁令的抗议人群。。俄罗斯派出27吨救援物资。也门，马来西亚，哈佛大学继续大规模游行。。。巴以冲突
1697570413# #所以美国人民也很苦啊。昨天有人问我为什么英国那么多人支持巴勒斯坦，我后来恶补了一下，犹太人在1930-40对英国进行了多少次的恐怖袭击，简直就是恐怖主义祖师爷，第一次劫机就是犹太人干的，杀了多少英国人，所以英国人民记得很清楚呢。。。联合国称以色列可能构成国际犯罪
1703662916# #ThisGenocidehasNothingtodowithHamas.。ThisGenocidehasNothingtodowithSecurity.。ThisGenocideis100%aboutRacialSupremacyandtheOpportunitytoTaketheLastShredofDignityfromthePeoplewhoseLandtheZionistsStole.。。这次种族灭绝与哈马斯无关。。这次种族灭绝与
1697783129# #加沙一医院医生手机照明给伤者缝针人性，以色列是没有的，我怀疑犹太人基因里也缺失人性这一环。为加沙的医生们点赞，他们是用生命在救人。
1694429870# #发布了头条文章：《虽然是欧洲最富有的女继承人，仍被当做生育机器的玛丽·德·美第奇》。。魔女屋lyl今天又更了长篇大论的《女王列传》一篇，5000多字，人快死了。
1700824833# #这个帖子，其实很实用，我也一直想知道世界上有哪些公司是为以色列服务的，以后见到就有意识的规避，现在看到被点名的有：惠普，摩托罗拉，沃尔沃，还有些公司我都没听说过。。。总之，现在世界人民一致认为：以色列是纯粹的邪恶！。我还会继续找关于以色列控制的大型企业的名单。。。巴以冲突
1697748413# #司机又哭倒在白粉桌前
1704104348# #日本轮岛市因地震发生大规模火灾啊？居然发生了19次？好可怕可怜可怜可怜可怜
1691653490# #这位老师居然还有公众号，我来看看！。。不负责任转发。。
1692869895# #福岛的居民忧虑核污水排海，批评政府至今不反省。。。不负责任转发
1700305714# #蛋总画的，我刺绣的猞猁胸针完工了，她第一个戴上美一下。。萌娃萌画治愈系小咪蛋超话
1692073728# #关于到处飘扬的纳粹标志乌克兰旗，外国网民是这样议论的，看不懂可以手机自动翻译。。。不负责任转发
1689506231# #一组由克罗地亚最佳时尚摄影师MladenŠarić拍摄的，为珠宝品牌ClaraStones推出的全新珠宝首饰广告大片“Banquetdecuriosités”好奇的宴会。。。新广告以ClaraStones系列精选的华丽奢华的独一无二的项链、戒指、耳环和艺术品为特色，以独特的方式让您在观看绘画或照片时产生好奇。。。Šarić运
1695454601# #一万个问号❓
1700445817# #朋友们，VPlus惠聚周年庆最后一天了！还未购买我订阅内容的朋友，全年最低折扣续费！还能抽现金红包，最高1111元，去试试手气！【苹果ios用户支付方法】：。
1689525660# #这奇异美丽的狐狸，是得了黑化病的狐狸。。。不负责任转发动物
1697368451# #言论自由，你在西方国家没有支持以色列的言论自由，甚至这次，连救猫救狗的环节都没了，我在犹豫要不要去看现场直播进攻加沙。。。。。。。。BBC总部被亲巴勒斯坦组织泼红漆
1694093312# #卧槽，这个我笑死了，有点停不下来笑cry笑cry笑cry笑cry笑cry哈哈哈哈哈哈哈哈哈哈
1699484538# #这位美国X上的大V真的很令人担心，最近看他被很多西媒封禁了。。但他好像不是很在意，他女朋友也被盯上了。。。不负责任转发
1701598442# #昨晚做到99%，就差一句话，今早娜娜交音了赶紧混完发布。。。很喜欢喜马拉雅上魔女蓝的节目，快来听一听吧（分享自
1697703859# #人权理事会美大使发言遭背身抗议这视频看过了，稍稍有点宽慰，世界上大多数人是谴责美犹暴行的，罪恶累累的人有啥资格在人权理事会上发言？怒怒怒
1704177332# #张朝阳称人就是劳作的命他怎么眼睛变这么小了？以前好像不是这样的？乍一看认不出来了。哈哈哈哈哈哈哈哈
1701508833# #令人发指的以色列官方，硬说这个五个月大的被炸死的孩子是一个玩具娃娃，是巴勒斯坦人用来演戏的。。百分之45的加沙房子被炸了，联合国死了111个工作人员，秘书长声称这一个月的攻击，死亡的妇女和儿童人数超过他任职以来全部战争发生的总和。。一个月里以色列杀死的巴勒斯坦妇女儿童的数量超过两年全世
1698182800# #难得步调还都一致
1695461974# #近期最好笑的事，吃瓜🍉笑cry笑cry笑cry
1696709638# #以色列国防部长约夫·加兰特一脸愤怒的发誓要报复。。机翻。。以巴爆发大规模冲突造成严重伤亡不负责任转发
1695810552# #这月饼怎么还骂人啊笑死了，吕洞宾有授权月饼厂使用他大名吗？哈哈哈哈哈哈哈哈
1695808361# #蛤？现在联合国开会就这点人看了？可怜。。不负责任转发
1697399039# #话说，三哥很多人分不清巴基斯坦和巴勒斯坦，所以支持以色列，这不热脸贴冷屁！。以色列人可是白种人，肯定看不上三哥啦！哈哈哈哈哈哈哈哈哈哈哈哈。不负责任转发以方宣布断绝与联合国中东问题特使关系
1704179489# #昨天说美国要打胡赛，现在说是以色列发布的假新闻，是美国怂了，还是以色列作假？这都无关紧要，重要的是，欧美对胡赛无可奈何，这合理吗？。。巴以冲突不负责任转发
1689008588# #整理摄影文件包，看到一些2014年在布达佩斯街头拍摄的照片。。欠了那么多游记都没写呢！。。嘟游记布达佩斯就爱旅行
1694623859# #治愈系小咪蛋超话今天理了好几次箱子，一直超重，装满了买给蛋总的东西，明天回去看宝贝了，今天和她视频，还聊天，自从她学会发语音和图片之后，会发很多可爱的图片给我看，最近好像超级爱狐狸的说！。。治愈系小咪蛋
1700299356# #这位黑人女性愤怒的抗议“我们tm的厌倦了政府拿着我们的税金去杀害一个又一个国家的孩子们。”。美国人民啥时候站起来啊？美国人民不应该承受这么巨大的罪恶！。。巴以冲突不负责任转发
1695740135# #胡锡进评大同未成年人欺凌事件这事我朋友们讨论一整天了，少管所年龄不到，那父母应该有所管束吧？停学也是一个办法。
1698753096# #哎呀这可赢麻了，手动点赞加转发
1693118774# #我就随便看看不说话
1697192617# #马克龙昨晚的电视讲话，谴责了反犹太主义？。推上有人给出了这样的回应：与我们煽动对无辜巴勒斯坦人的仇恨的腐败媒体不同，人民在共和国广场表示全力支持。。🇨🇵希望人与人之间和平，而不是谎言、操纵和战争！。。不负责任转发
1696430021# #查尔斯·亨利·德萨林·多比尼CharlesHenryDessalinesd'Orbigny。他在拉罗谢尔开始学习，并前往巴黎学习医学，他是法国博物学家和南美探险家阿尔西德·多比尼的弟弟。在巴黎国家自然历史博物馆，多比尼对他哥哥南美自然历史收集之旅带回法国的许多开花植物物种进行了分类。他指导出版了《世界自然历史词
1699221643# #以色列部长声称可对加沙投核弹。哈马斯关于在加沙使用核武器的官方声明——“恐怖分子部长阿米猜·埃利亚胡向加沙投掷核弹的声明，是占领军纳粹主义及其面对抵抗的军事失败后的种族灭绝做法的表现。。。犹太复国主义政府所谓的遗产部长阿米柴·埃利亚胡（AmichaiEliyahu）所说的“在加沙地带投下核弹是
1701602987# #早起先忙别的，现在才有空刷X。。巴以冲突不负责任转发
1698399713# #泥糊说，联合国道德破产了，失去存在和合法性，我是去看下面的评论的。。对了他还不敢地面部队进入加沙，怕死吧？。。巴以冲突不负责任转发
1687601971# #看来群众和军队还很和谐。。。不负责任转发
1692721317# #拜登去毛伊岛了，走的时候受到了中指欢送。。。不负责任转发
1690015473# #哈哈哈，这是内涵韩国人吃西瓜皮吗？？？
1701638090# #这么大块肉，真是猫小心大
1688028115# #关于埃及妇女的“闺房习俗”，如何被一个美国妇女改变。。。很喜欢喜马拉雅上魔女蓝的节目，快来听一听吧（分享自魔女蓝
1697620914# #推上的新闻，看几个。。关于图二，1，犹太人是不承认耶稣的（他们和基督教打了几千年），只承认那个几千年来还没出现的救世主，为什么呢？因为犹太教就是创立于他们被集体囚禁在巴比伦王国时期，是他们的精神慰籍，创造出来支撑自己活下去的心灵鸡汤。。至于拿着圣经当地契，就纯属臭不要脸。。。
1700837281# #饭后了解一个新知识晕晕晒被子的味道，居然是微生物的尸体味道。。很喜欢喜马拉雅上魔女蓝的节目，快来听一听吧（分享自
1695279245# #治愈系小咪蛋超话昨天带着咪蛋和她两个堂姐妹去巴黎市中心吃喝玩乐，孩子们爬个杆子都那么开心。。带娃日常萌娃养成记
1699467066# #看点新闻，准备洗澡。。。巴以冲突
1700165670# #以色列现在说医院下面没有地道，网民们都受不了了：“你昨天不是证明了以色列自己在1983年在医院下面修建了隧道或者其他什么废话吗？24小时后你证明医院下面没有隧道？您确定今天服用了正确的药吗？”。都是英文机翻哦！。。巴以冲突不负责任转发
1698604197# #一架来自以色列的飞机在俄罗斯的达吉斯坦被愤怒的穆斯林围攻。听到有人说“不欢迎！”notwelcome。。哈马斯持续向以色列发射大量火箭弹
1698573167# #起床了，刚在群里聊天，发现有人还不知道现在台湾的巴西臭鸡蛋事件，我去随便搜了一点。。让台独分子们欣赏！希望台湾人民能吃到正常的鸡蛋，新鲜就不指望了。。。不负责任转发
1689226493# #最强大的小猎手——黑足猫。。不负责任转发
1696235933# #听完这个就知道为毛日本神话接地府了，他们的母亲女神就是超级可怕的，还兼任黄泉大神二哈。。魔女蓝。。很喜欢喜马拉雅上魔女蓝的节目，快来听一听吧（分享自
1697541426# #魔女屋LYL超话想吃螃蟹了，吃不到就看看插画吧！。。魔女屋lyl科学插画
1699221001# #刚看了地球班往事最新一集，加拿大的正事：碰瓷中国。。转眼就看到x上这个新闻，你加拿大大老远跑南海来干嘛？？傻X！。。不负责任转发
1701448189# #吃完了，好多好吃的馋嘴馋嘴馋嘴馋嘴。和闺蜜们相处的最后时光，下周还有一场聚餐就回国了。
1697361609# #来自苏格兰格拉斯高，英国利物浦，和美国洛杉矶的声援加沙的游行。。尽管欧美许多国家政府严令不准支持巴勒斯坦，但民众有自己的选择。。。巴以冲突不负责任转发
1690541795# #我就想知道我这些好友，为什么无法给我解封？腾讯微信客服微信被恶意举报你们这种规章制度是不是网暴自己的微信用户为乐？网络霸凌
1701173597# #把马斯克视为人类救星的，不就是那些美粉舔狗吗？。外网一片骂马斯克的，今年你也翻船吧！。。巴以冲突不负责任转发
