1695609060# #真心希望这个是摆拍吧！（视频源于网络真实性不知）。。日常想法
1692757860# #女友看你隔壁桌还有很多菜没吃。暗示男友不吃就浪费了男友秒懂拿过来。网友：有这样的女友真是太幸福了
1690730047# #堪比西天取经。昨天来北京旅游的团。在北京呆三天。今天和明天在宾馆睡觉，后天直接返程了。北京睡觉三日游嘻嘻嘻嘻嘻嘻
1697204340# #“我们现在能去哪？”据CGTN，狂轰滥炸下的加沙特写：小男孩呆滞地看着眼前的废墟
1687882423# #萧敬腾求婚林有慧。36岁萧敬腾求婚50岁经纪人，世界太疯狂，这蜜瓜，早上吃刚刚好。妈妈呀这求婚我看不懂了？
1695726060# #发点开店经验和守店花絮。。他认为自己纵横天下呢！
1688606024# #李玟的10个冷知识，曾尝试过9次人工受孕，丈夫无情继女很冷漠。。姐姐忆述李玟生死一刻
1693235760# #第一个就破防了要憋出内伤笑cry笑cry
1700544120# #偶遇深圳“周杰伦“，比周杰伦还周杰伦允悲
1698201024# #富贵：我本来就瞎还用得着撒粉？doge
1693138560# #透明的泳池哎，好嗨的舞蹈允悲允悲允悲
1696948320# #刚好五个人，白龙马，前面，师傅坐中间，猴子前面荡，沙僧八戒后面跟着
1689045420# #给你一万一个月，住在山里五年不出山，有爱人陪着，有手机有网，鸡鸭和猪自己养，菜自己种，远离都市繁华，你愿意吗？
1697726799# #罗威纳咬人事件发生后，多地开始抓捕流浪狗和不牵绳的狗
1696426380# #有多少人，一场比赛被袁琦琦的肌肉和爆发力圈粉！一己之力将中国队带到了无人区
1696081108# #护主的猫很可爱允悲允悲允悲
1700807277# #这开会电缆人口号嘻嘻
1695370560# #盘点意想不到的神。。我的幽默搭子定格
1691121144# #暴雨救灾物资驰援涿州。。小伙自购物资奔赴救灾前线，免费“支锅煮面”！好样的👍
1691580900# #女生帅起来没有男生什么事了，拽酷拽酷太喜欢了！
1692765060# #问题到底出在哪？。。。趣过夏天生活
1700893860# #徐州，好好的一个省会的底子啊！
1700839153# #钟晨瑶第一次出cos。瑶姐这造型绝了！！狠狠被拿捏😭
1691197554# #红隼赖上了人类！
1700057400# #你们找老婆别只看脸
1704027665# #老兵带杀气的眼神，这可是演不出来的，都是真正杀过人的兵王
1697175300# #哈马斯发布火箭弹制作视频：捞沉船炮弹当炸药用水管做弹体
1704013260# #如何让老公家务全包？
1693926960# #“为孩子们种下爱国的种子”全校仅有1名老师和4名学生举行开学第一次升旗仪式！网友：看着一阵心酸！
1703982660# #广东醒狮666666666。你确定是打架吗？这会不会有可能是在尬舞
1692536460# #给我来一包这样的薯条嘻嘻
1687619498# #注意看，这个男人是住进了蚊子窝。
1692576960# #滚过脏水就给200，男子打赌后立马行动。
1701354564# #上海独生女继承2亿遗产后被离婚？男方还要求分割遗产。
1694754960# #这西瓜真好笑
1693964760# #大龄至今未婚的14位男明星古天乐言承旭陈坤费翔等个个多金，每位都是高富帅！
1697351923# #结婚7年第一次做手擀面，不知道老公会不会喜欢。
1693391460# #日本核污水排海240天污染我国到时候海水鱼还能不能吃？
1700344920# #海底捞叫我明天去上班
1687661857# #李宇春看费翔的眼神里充满星星，追星成功的喜悦嘻嘻
1701257760# #户外如何利用废弃打火机取火
1692843360# #全民大舞台，有钱你就来
1695694640# #学校运动会老师表演青海摇压力给到在场其他老师！网友：没点才艺都不敢当老师
1703853574# #73年大叔带四闺女赶集喝羊汤
1693039560# #和老婆的骑马日常生活！允悲
1700362860# #五元一只的鲜人参，买20支送5支
1696731360# #妥妥的血脉压制，天不怕地不怕，就怕比自己矮一个头的妈妈，看来打闺女还得要趁早，不然等闺女长大了想打她还得站凳子上😂
1702608727# #周海媚和朋友说自己老太婆一个没人会看他，以后会往幕后发展，唉这一切来得太突然了
1690248372# #男人最大的成就就是选对了妻子。🙏🙏🙏🙏
1700212887# #这才是适合中国宝宝的新中式，没有植脂末没有奶浆
1696757867# #假日出游的社死瞬间，一不小心就把自己玩成了景点.....。。。微博喜剧现场快乐
1695198660# #你中学物理课上有学过吗？你现在看懂了吗？这节物理课有点长有点有趣！。。我的幽默搭子定格
1693260360# #日本：接不完，接不完，根本接不完
1693443661# #正能量视频来了
1699931143# #第十个才是儿子真是不容易啊允悲。。微博喜剧现场平凡
1697716542# #不能走回头路，这可怎么办？
1692926160# #整套动作行云流水太顺畅了，确实没人有实力模仿！吴艳妮
1687103520# #旁边那位大哥能不能控制一下魔性的笑声允悲
1697184388# #诈骗原理。别看在这里笑的欢，好多人就是这么被骗的
1700622952# #这个家没有儿媳妇管还真不行doge
1698588298# #她还是那么的在乎我允悲
1693470660# #尹锡悦高调吃海鲜还强调“安全”，韩国民众：要弹劾总统“不为国民说话，反而站在日本一边”
1702532947# #在北方只能是送给她一个字《该》。。。女子长期穿光腿神器导致迈不开腿
1689731040# #有卧龙的地方十米之内必现凤雏
1693973760# #灵活的胖子赞赞
1696028460# #“被艾特看这么多浪漫瞬间的人，会陪你很久很久很久…”
1696769836# #烧脑的双马谜题，这个答案你想到了吗？
1703051785# #14亿多同胞是你们的坚强后盾00后湖远行,身在异国他乡,心系祖国家乡,甘肃加油,一切都平平安安🙏🙏🙏
1688043120# #吸盘碗的质检操作上班既能挣钱还能锻炼身体网友：合格她俩坐着不合格她俩躺着
1688876580# #一次帮助，可以渡人苦海，感谢那些善良的老板
1701048660# #贝加尔湖，世界第一深湖，最深处达1637米，曾是苏武牧羊的地方，中国历史课本上古称：“北海”
1702389734# #是谁说的穿白色显白的，现在给我站出来！
1698283860# #高低得生个儿子允悲允悲
1694419260# #看到好心酸，她遭遇了什么？
1691722860# #枯燥乏味的工作中为数不多的乐趣，看一次笑一次。
1703232060# #人美心善的倪妮，自己冷的嘟嘟嘴还先给小姐姐托裙子
1693016100# #每个人都在用自己的方式爱自己的国家
1697987280# #边境民警冒雨出警归来就餐10岁女孩悄悄为他们买单
1692459240# #可爱的美女第一个冲上去救人，人美心善又勇敢！
1702610982# #绕线时把线头藏起来的方法好绝。劳动人民的智慧太奇妙了
1695616260# #迄今为止，我见过最年轻就当爷爷的！辈分真是个奇妙的东西，你们那论辈分吗？。。涨姿势想法
1695371500# #好想回到当年的那个教室……。。我的幽默搭子定格
1694736060# #男孩性格内向自卑，几个月时妈妈就不幸离世，小小的年纪眼睛里却失去了光，老师发现后给予了关心和帮助
1698681516# #监控下的一幕狭路相逢勇者胜doge
1696347240# #天呀，优昙婆罗花竟然开在我家了🙏
1696511880# #灵魂锅手允悲允悲允悲允悲
1696633260# #高速上奥迪车尾挂一排鸡鸭，真正的外置发动“鸡”还带涡轮增“鸭”！
1691322898# #女子撑杆跳银牌得主陈巧铃，这届田径女运动员又美又能拼，饱眼福了！
1696818798# #新郎结婚现场一句“贱内”。新娘震惊。逗笑了全场
1697384617# #巴以冲突惊醒巴西！
1694210760# #我儿子的智商是真高
1699886280# #年轻人讲武德，耗子尾汁，三界以内还有谁是马老师的对手？
1689840900# #都不要笑我没文化，我算的寡对🙈🙈
1690267016# #小妮子走路自带BGM，这气场太飒了！
1698049016# #叙专家:加沙巴人若有危险，真主党势将介入。目前针对以色列的行动都还不算真主党直接参战。。巴以冲突
1691067602# #我喜欢吃伍仁月饼，但我更喜欢他们的工作
1697807880# #三狗一猫，车身全是狗爪印。。中国流浪狗数量高达4000万只
1689151628# #男孩不小心落水母亲死死抱住，好心人冒险将母子救回，“女本柔弱为母则刚！
1694678460# #探囊取物之反应力挑战！
1700581800# #去时男儿身，归来英雄魂！2小时的回家路走了70多年，第十批志愿军烈士遗骸将回国！让我们一起接英雄回家！
1694348912# #巴奴赔钱处理方式被称行业教科书希望真的能重视起来，毕竟食品安全啊是危害我们的顾客的健康的呀允悲允悲允悲还是真诚的希望食品行业类似的事件不要再次发生
1687564906# #自从当了老板娘，天天看员工脸色
1694656860# #揭秘瓜子骗局让更多的人知道。
1687756020# #男子穿着随意坐钢琴前，上秒嬉笑谈话下秒瞬间变脸，网友直呼这是高手
1701256499# #司机欲将车辆开上人行道，分心驾驶撞上路人，孩子被“隔山打牛”打倒在地
1689039835# #10秒教你选一个又熟又甜的西瓜
1697124621# #注意安全啊！估计巴勒斯坦加沙那也进不去了总之还是安全第一把吧！中东一锅粥了美国航母也去了叙利亚机场也被炸了黎巴嫩也参与了…
1699711383# #新郎父亲：好小子！doge。新娘父亲：好小子！
1692583260# #“一开始觉得双方都有错，后来知道谁错了……”
1691594220# #女生一直在哭紧紧抱着外籍男子小伙上前想要将两人分开被外籍男子推开。
1694583960# #单车PK丰田
1695792660# #“飞车男”陈某伟，落网现场曝光！
1695376860# #就靠这一手把子肉绝活拿捏住了老公的胃，把子肉在手，天下我有。
1694943060# #全网寻人在。李佳琦薇娅小杨哥辛巴那一单也没买过的朋友。。我的幽默搭子定格
1695802585# #水花消失术看腻了？表演一个“炸鱼”怎么样？全红婵花样热身秀…
1690559498# #有灵性的东西
1688741091# #大学男生放假回家打包行李，一点也不好面子，卷起背着就走！网友：青春就是最大的排面！
1691036183# #暴雨后早餐店老板自制“高跷”，挂着二维码踩水给顾客送早餐。
1697185380# #对你爱不完高清纯享版终于来了❗️
1695299160# #干得好。对老赖就该这样赞感谢法律
1692970260# #“人算不如天算！”台风“达维”“海葵”将至，或趋向日本，有可能海水回灌
1693921560# #河边铁棒磨针第2268天
1702522865# #活了30年才知道，原来微波炉还有这么多用法。
1701745453# #骗子又出新骗术！男子分享自己险遭诈骗经历，快过年了，大家注意了！
1694580360# #卧槽笑cry这是挖到什么了？
1694403120# #论老师们的独门武功！
1692748860# #您加班加点为孩子提供他们需要的一切。但有时他们最需要的就是你在他们身边。，当她需要你的时候。
1701054060# #全红婵的脚趾好像磕到跳台上，赛后颁奖台上都有点蔫了~
1693319460# #日本八纮一宇“镇魂塔”，塔下压着来自中国各个地方的238块石头
1702802820# #看似诈骗成功，其实真正的猎人却以猎物的形式出现。dogedoge
1692784860# #我43岁了看到这样的视频还是会嘴角上扬然后泪水夺眶而出
1690166340# #飒！2023年全国田径锦标赛女子100米栏决赛中，00后姑娘夏思凝夺冠。祝贺！
1689519882# #自2023年7月20日开始，儿童（含免费乘车儿童）乘车时必须携带有效身份证件才能进站乘车，家长需提前做好准备，避免出行时耽误您的时间哦！
1693906260# #姐妹们，谁懂啊，今天娃又上学了，又有好多话想说😂
1692939660# #爸爸带孩子们跳水游戏，果然儿子和女儿的待遇就是不一样……
1702648912# #下雪天大妈骑三轮车突然变道小车躲闪不及撞向围墙大妈却加速骑车离开
