1698045433# #趁着巴以冲突，日本偷偷就排了
1693794145# #刘德华为什么很少演反派？。深圳小天超话
1694658162# #台湾警察抓逃犯。逃犯：本以为是来撩我，原来是来镣我的！。台湾最美的风景是人深圳小天超话
1696212940# #其实北约和纳粹，干的事是一样的。
1699795331# #菲律宾被绑架6名中国人疑似被撕票。10月30日在菲律宾马尼拉大都会区南部一个高档别墅社区，发生了一宗绑架案。6名武装劫匪当天凌晨闯入别墅绑走了9人，并在半路上释放当中3名菲律宾人，其余6名中国公民至今下落不明。。红星新闻报道，11日菲律宾警方在内湖湾一个建筑工地发现两具被反铐的遗体，根据遗体
1688295144# #法国真是因为法国警察射杀17岁少年引起骚乱的吗？。马克龙到中国访问了。在回去的飞机上，他还说了两句话，让美国人很不开心的那种：一句是蛙岛的事，和欧洲无关；另一句是欧洲要战略自主。。前段时间，他又搞了个大动作：举办了个“新全球融资契约峰会”。既然有“新全球融资契约”，那就有“旧契约”
1690707026# #泰国公益广告，鬼节特供版。。泰国沙雕广告深圳小天超话
1690207797# #哇！这是一个满眼都是福建人的好地方！。地铁里都播团结就是力量，是不是号召福建的小伙伴，要团结起来哈哈。深圳小天超话
1690192863# #被香港警方百万悬红通缉的港毒分子袁弓夷，长女袁弥望被警方国安处带走协助调查。。明显，港毒分子一家都不是好东西。。深圳小天超话
1688996959# #港媒称李玟老公传找律师推翻遗嘱。歌手李玟不幸离世，生前身家累积约10亿港元，她离开前已立下遗嘱，将所有遗产交由妈妈继承。。港媒星岛头条10日转发台媒消息，称李玟的富商老公Bruce最近找律师帮手推翻李玟遗嘱，质疑李玟遗嘱的真伪！。李玟与Bruce于2011年结婚，与两位继女相处融洽。但近年与丈夫屡传
1691296839# #内地旅游火爆，港人北上消费，港媒分析4个原因不留港。暑假来临，内地旅游热潮火爆。但于此同时，内地旅客到香港却不如预期的多。港媒《香港01》整理出香港魅力丧失的四大关键因素。。1.免税品价格优势不在？人民币贬值香港物价高。港媒称有深圳居民回忆疫情前时常去香港买电子产品、逛街吃饭，但疫情后
1694102339# #紧急提醒！深圳福田61个室内避难场所开放！。深圳市气象台9月7日22时15分，将分区暴雨橙色预警信号升级为红色，全市进入暴雨紧急防御状态！。目前，福田区共开放了58个室内应急避难场所和3个临时室内应急避难场所（详见：福田区开放室内应急避难场所场所信息表）。请有需要的群众，可根据表中信息自行前
1696088594# #看了一会，才看明白二哈
1690287131# #根据中华人民共和国第十四届全国人民代表大会常务委员会第四次会议于2023年7月25日的决定：。一、免去秦刚兼任的外交部部长职务；任命王毅为外交部部长。。二、免去易纲的中国人民银行行长职务；任命潘功胜为中国人民银行行长。
1692234372# #日媒：为满足职场人士午睡需求，日本推出站立式午睡舱。。深圳小天超话
1693636435# #全球200个国家和地区可用中文导航中国导航，和中国人一起走向全世界。近期高德地图推出新功能，让用户在海外各地都能够使用中文进行导航，极大地解决了出境游客的语言问题。。在陌生的环境中，导航是必不可少的，而这一功能让用户不再因为语言问题而犯愁。同时，这也增加了出国游客对于当地文化的理解
1695954853# #柬埔寨禁播《孤注一掷》，称影响不止柬埔寨。柬埔寨文化艺术部发言人证实，经过观察发现电影《孤注一掷》正在严重损坏柬埔寨的名誉，柬埔寨当局采取紧急措施，包括禁止该片在柬埔寨上映。。这位发言人说：“现在的舆论给出质疑这部电影是否会严重影响柬埔寨旅游业，这个担忧是对的。因为出了这类型的电影
1692859029# #二阳第五天，抗原看起来转阴了。。不流鼻涕了，但是肺里和喉咙痒痒的，时不时咳两声。血压没有恢复正常，还是“阳”的高压状态。。走一走，骑骑单车就出汗很厉害，身体应该还是虚。。前几天看到网上25个抗原卖3块4笑cry，想想去年一个炒到十几块，真是沧海桑田的感觉。。新冠三阳的人开始陆续出现
1694620247# #纽约时报说俄乌冲突已经夺走了20万人的生命，双方的死亡人数大致相当。。纽约时报的立场，大家都知道，极度夸大乌克兰贬低俄罗斯。它能说大致相当，那俄乌冲突死亡比例，应该不低于2：8了。。俄乌局势新进展深圳小天超话
1696738824# #别的地方降温和广东降温的区别。深圳小天超话
1691918617# #泰国沙雕广告这个是卖什么的呢？
1697941101# #台湾iPhone15降价。台湾近期苹果手机降价。台媒报道iPhone15容量256GB版本就有2410新台币（约454人民币）的折扣，而iPhone15ProMax供货问题也缓解，iPhone15ProMax，256GB版本、蓝色款直降1310新台币（近300人民币）；购iPhone15系列任一机型，还加送防盗险，保障最高5万新台币（1.13万人民币
1690445411# #身后就是祖国！
1695299033# #真实版孤注一掷，153名电诈嫌疑人从东南亚押解回国。9月20日晚，153名实施跨境裸聊敲诈的电信网络诈骗犯罪嫌疑人，被北京、山东公安机关从印尼押解回国，涉及全国多个省市的百余起跨境裸聊敲诈案件成功告破。。今年8月，公安部派员率北京、山东公安机关民警组成工作组赴印尼开展工作，在我驻印尼使馆的大
1697366968# #这比那种“我是以色列籍，你们中国人就不能帮我了吗？”来得实诚。你是以色列人，就实实在在去当兵，不要来蹭我们中国。
1689985717# #台湾流行歌曲前十有五首大陆歌曲，引台毒分子担忧。台湾音乐串流平台KKBOX的新歌榜单上，前十名有五首是大陆歌曲，这也引起了台湾网友热烈讨论。。有名台毒分子在PTT上发文，他发文标题为「台湾人越来越喜欢听中国歌？」表示近期大陆歌曲大量的攻佔排行榜，实际查看今日的榜单排行，有承桓〈我会等〉、陆
1692678165# #也不知道香港那些反正高尔夫球场建公屋、反对填海建楼的“环保组织”，这时候去哪了？这么不环保的事，怎么连个声也没有？
1698048125# #在以色列，一名女记者躺在人行道上，声称自己遭到射击。与此同时，在背景中，市民们平静地行走和骑自行车，这剧本太不走心了。😂😂😂
1688400268# #柬埔寨首相考虑封禁脸书。在Facebook监督委员会建议封禁柬埔寨首相洪森的账号6个月后，这名柬埔寨领导人删除了他的Facebook专页，并威胁他可能在该国禁止Facebook。。洪森是一名活跃的Facebook用户，他的页面有1400万粉丝。但美西方媒体认为，他在社交媒体上依赖机器人或虚假账户塑造形象。。在监督委员会
1694399140# #新闻起标题，还得佩服台媒。。一看这标题，以为天心老公装成30罐，被海关没收了呢。。实际是天心的泡菜国老公，带了30罐泡菜被没收了。。深圳小天超话
1699880844# #美金融机构呼吁「捨中国取印度」，但看好A股。美国金融机构摩根士丹利首席亚洲股票策略师郭强盛团队预期，明年日本及印度经济及每股盈利增长将再次令人惊喜，但中国及其他新兴市场则令人失望，亚太区（日本除外）及新兴市场首选维持印度、新加坡及墨西哥。。该行表示，中国明年可能持续面对债务及通缩
1690760651# #山西通报：精诚矿业瞒报事故40起、死亡矿工43人，16名公职人员被调查。。山西通报矿工死亡瞒报事件调查情况
1698717955# #doge
1689984369# #佛山购房新政：港澳居民书面承诺自用即可。7月21日，佛山市住房和城乡建设局发布新通知，明确规定：港澳居民在佛山市购房的，提供自用、自住的书面承诺可获得购房资格，豁免在本地居住、学习或工作年限证明，以及缴纳个人所得税及社保条件。。《通知》指出，此次优化港澳居民购房资格申请流程，旨在密切
1691543094# #这是在干啥？新式插秧吗？
1698282884# #咦……
1698662464# #以色列要发动犹太人抵制联合国？太可怕了，以色列一生气，地球会不会就不转了啊？
1698803262# #以前陪我看月亮的时候，叫人家小甜甜！现在新人胜旧人，叫人家牛夫人！现在新人胜旧人，叫人家牛夫人！
1688197001# #周星驰经典电影片段，🤣黄花贵女。。很久没看了。。周星驰深圳小天超话
1697098087# #BBC会报道吗？
1693829046# #港媒:内地中产拿香港户籍，帮助孩子进内地重点大学。港媒报道，内地中产家庭非常看重的是孩子升学机会，拥有香港永久居民身份的学生，有机会以较低的分数考入内地985、211大学，这在网络上被称为「普娃（普通资质的孩子）逆袭的首选之路」。。媒体採访的父母中，211大学毕业的露露，忧心孩子会沦为深圳中
1689129267# #台伪军演习，旁边趴着比基尼辣妹晒太阳。。台伪军试图以武拒统，时不时搞搞自欺欺人演习，近日演习中，被拍到比基尼辣妹与战车同框。台湾民众怎么看？。有的说不达，有的说大家都没当（军演是)回事。。也有的怀疑比基尼美女是大陆派过来色诱的，还有的建议解放军登陆时，派比基尼丁字裤美女偷袭。。
1698936146# #乌克兰承认：57万件武器丢了，包括"毒刺"等多种导弹。据《参考消息》乌国家调查局说截至2023年10月全国共丢失武器逾57万件，不仅涉及枪支还有15门大炮，还包括美国"毒刺"地空导弹在内的150多枚便携式防空导弹、美国"标枪"反坦克导弹和英国轻型反坦克武器在内的250枚反坦克导弹。。。所以，这下明白，为什
