1697630857# #外媒称浸信会医院遭袭已致至少500人死亡看着真惨。。。
1696341388# #泰国曼谷暹罗百丽宫疑发生枪击案10月3日，曼谷一商场发生枪击，已造成3人死亡3人受伤。嫌疑人为一名14岁少年。视频片段显示了枪手在曼谷暹罗百丽宫购物中心被捕的那一刻，
1697797120# #最后选了个舒服的姿势躺下允悲
1695391103# #由于中国禁止进口，北海道森町的特产扇贝已经堆满了仓库，于是当地政府和水产公司决定，将扇贝提供给全日本的小中学校，用于学生午餐。想法
1703768752# #赛车。作死。。。
1697248961# #加州大学洛杉矶分校大量学生进行亲巴勒斯坦游行
1703766492# #数千人在阿根廷布宜诺斯艾利斯举行示威，反对新总统哈维尔·米莱全面经济改革和放松管制的法令
1695223991# #笑cry
1701442956# #榨菜哥：国际厂商兴高采烈到越南投资，却发现每天都停电台湾
1703862521# #针对路透社报道指大陆向台湾流行摇滚乐团“五月天“施压，发表所谓亲大陆言论，国台办驳斥该报道是“彻头彻尾的假消息”。。这路透社记者根本是民进党的网军
1698080138# #哈哈哈哈哈。反蛆到台湾省驻越南办事处寻求帮助，结果呆弯人不鸟他。气坏了，发文称：以前我是多么挺台湾啊，以后再也不发挺台文章了泪允悲允悲
1703776352# #知名车评人陈震带家人去香港旅游，打出租车的时候，惹了一肚子气。。他跟出租车司机说目的地，司机不理他。他又说可以刷VISA或大额现金吗，司机还不理他。到了目的地，司机说只能用零钱，陈震只好去换零钱。换零钱的间隙，陈震的老婆问司机，可以用微信或支付宝吗？司机说，你们大陆那些都是骗人的…
1693989305# #真的假的啊？都跳进赌场了？
1695470760# #唐湘龙：萧美琴在美国花钱买版面，民进党在台湾自我吹嘘。
1697121445# #以色列空军在加沙空域投放传单。紧急声明。对拜特拉希耶地区的居民，哈马斯恐怖组织的行动迫使以色列国防军进行反击。为了你们的安全你们必须立即疏散到已知的庇护所。以色列国防军：任何靠近哈马斯破坏分子或其设施的人都会受到国防军的攻击。。恐怖组织使用的房子将成为攻击的目标，要遵守以色列国防军的
1700987646# #华为“代客泊车”自动接驾功能，郭正亮：这个还是第一次听说台湾
1700900787# #中国057型大型隐身护卫舰面世，帅化民：大陆怎么这么多先进的军事装备台湾
1694195155# #美国新纳粹分子
1697539880# #纽约大学的学生撕下贴有被哈马斯绑架的以色列儿童的海报
1697369728# #以色列女兵整装待发……
1694012283# #民进党“立委”参选人何博文论文不仅结论全抄，甚至还整整10页抄了大陆的法律民进党立委参选人被曝论文抄10页大陆法律
1703234875# #很多绿配在油管发视频说台湾治安好、台湾人素质好。素质好到动不动就拿出枪和棒球棍来和你干允悲
1702561903# #介文汲：菲律宾公务船这次进入中国黄岩岛领海是被“痛打”台湾
1696007493# #在台老外:台湾人说，小时候不读书，长大了当记者。谢谢台湾媒体，TM的专业。笑cry
1701498362# #台媒体人介文汲盛赞：大陆比亚迪就是未来世界汽车的龙头台湾
1694883825# #9月12日河南，女子骑车遭遇开门杀，接下来事情的走向有点出乎意料
1698075735# #BBC报道称加沙撤离区儿童遭空袭，巴勒斯坦死者家属迁怒哈马斯。以色列在周末对加沙一家医院附近的地区进行了空袭，卫生部称有100人丧生。死者中有两名儿童。
1695738688# #今天下午，芝加哥的抢劫场景，两名男子不仅抢劫名路人，还对其进行殴打。
1701422753# #天宫空间站vs国际空间站！介文汲：“遥遥领先”vs“摇摇欲坠”台湾
1697637649# #父母真是心大，小孩命也大。。。
1696609993# #三哥都在下水道蹲着是干什么？
1697459757# #英国卫报记者拍摄：国际救援队在贾巴利亚市实施救援期间遭以空军轰炸！
1697857226# #哈马斯刚刚公布释放两名美国人质巴以冲突
1697120723# #以色列空袭叙利亚两座机场10月12日，以色列当天空袭了叙利亚大马士革机场和阿勒颇机场，导致机场跑道损坏，被迫停运。多家外媒还报道称，大马士革机场遭袭时，伊朗外长阿卜杜拉希扬乘坐的飞机正前往叙利亚，因无法降落大马士革而又返回了德黑兰。叙机场在伊朗外长到访前遭以军空袭
1694436338# #台湾省又缺蛋了
1697811827# #资本主义不选边站队。它选择机会，战争对于商业来说是一个巨大的机会。
1694449642# #太尴尬了！新生家长误把吐槽发到班级群，被老师看见后提醒她撤回。哈哈哈笑cry笑cry笑cry
1697343544# #伊朗外交部长阿米拉布杜拉希安在卡塔尔多哈会见哈马斯领导人
1697635496# #加沙地带一医院遭袭数百人死亡加沙医院遇到袭击后，世界各地（伊拉克、伊朗、土耳其、瑞典、也门、巴塞罗那、西班牙）爆发针对以色列的抗议活动。
1693732904# #不愧是日本人的种
1696249605# #王八千的房东民进党民代颜若芳，见到台湾学生的直尺上有简体字被破防了二哈
1693588591# #8月份解放军战机绕台演训路径纪录，几乎把台湾包围起来，出动无人机的次数越来越多
1694854722# #美国的莱猪标注台湾猪。巴西的鸡蛋标注台湾蛋
1694851205# #美国清洁工快递员工资真高，赢麻了二哈
1696341180# #泰国曼谷暹罗百丽宫疑发生枪击案当地时间10月3日16时，泰国曼谷市中心暹罗百丽宫购物中心发生枪击事件。据泰媒最新报道，警方已将犯罪嫌疑人控制，凶手年仅14岁，枪击案已导致3人死亡、2人受伤。
1703664268# #台湾教授赖岳谦解析：大陆第四艘航母会用哪个省份命名台湾
1696955999# #巴勒斯坦男子坐在加沙城中部的废墟上，该城被以色列猛烈空袭摧毁。
1694003356# #噗。台史友好
1697871964# #心碎的报道：巴勒斯坦儿童，居玩的是这样的游戏巴以冲突
1693926312# #老人与外卖小哥爆发冲突，老人不依不饶多次用砸击小哥，随后交警赶到现场处理。
1701686869# #台舰长：福建舰两年能海试将是划时代的意义台湾
1694341024# #这几天全世界最繁忙的边境口岸是中国的孟连口岸。。连凌晨也在押送缅北电信诈骗犯回国。。抓获的人目前已经换上统一服装，准备押送回云南昆明
1703241193# #台湾主播：2023华为满血复活推出新手机和汽车系统台湾
1700889327# #台媒体人郭正亮：我深信中华民族的伟大复兴必然发生台湾
1699531206# #因为狗粮确实香二哈
1694942224# #允悲
1693659056# #基辅街头展览的俄军坦克装甲车残骸上的中文涂鸦
1697730909# #以色列国防部长对他的士兵们说：现在你可以从远处看到加沙，很快你就会从内部看到它。。以色列地面部队全面进攻加沙。
1697197267# #在加沙地带的巴勒斯坦人被以色列切断了水、电和互联网以后，以色列人分享取笑加沙地带巴勒斯坦人的视频。
1697342146# #在布林肯前面卡塔尔总理说：”我们不会关闭哈马斯的办事处。“
1695738787# #美国“高铁”首发就撞死人，造成列车延误。。昨天才出发的，就发生这事。也是遥遥领先了
1697721363# #以色列轰炸了他的房子并失去了所有家人后，这一名巴勒斯坦儿童独自在树下瑟瑟发抖！
1697876822# #台湾省赏鲸船遭台军方演习击中，船长：根本没通知。台军称雷达没扫描到渔船，还好不是实弹。。。
1694929009# #国际大都市纽约
1697725239# #发型不能乱二哈
1696578617# #柯文哲：愿意比民调跟侯友宜决定台湾省长正副位置
1703079438# #豁4代半战机
1695214257# #台湾省今年辛亥革命纪念日烟火试放
1697629994# #巴以冲突致超一百万人流离失所加沙北部地区被无间断被轰炸后，联合国就公布了轰炸被损建筑数量，加沙总共被炸的房屋是1300多栋建筑，还有1万多处房屋已经被废弃。加沙北部的老百姓，现在基本都没有了家园，狂轰滥炸以后，已经造成100多万加沙城平民流离失所，没有了住所。
1694850388# #拉斯维加斯的青少年为了好玩而偷了一辆车、撞了多人，因为他们认为在现实生活中玩GTA5会很酷。
1696696182# #国民党“立委”陈雪生10月6日在台民意机构质询台当局行政负责人陈建仁时表示，“说中国是我的祖国也不为过！”
1697358157# #一名巴勒斯坦记者在汗尤尼斯自家店铺的废墟下发现了一名儿童，该店铺被以色列空袭摧毁，他拒绝离开这个地方。
1696575083# #王菊获得了日本的官方认证
1697632181# #以色列国防军：“根据以色列国防军操作系统的分析，向以色列发射了一连串火箭弹，这些火箭弹经过医院附近时被击中。根据我们掌握的多个来源的情报信息，伊斯兰圣战恐怖组织的火箭发射失败对袭击医院负有责任。”。以色列声称，这段视频显示了医院被袭击的那一刻，巴勒斯坦组织正在向以色列发射火箭弹，
1697979840# #允悲德国教授建议中国电动车到欧洲要和当地成立合资公司
1701348385# #台媒体人讨论比亚迪仰望U8，郭正亮：其实台湾很多人想买台湾
1703779895# #12月27日，四川成都。黑车追尾前车后自燃仍然前进，车主上前踩刹车没有成功，路人及周边商铺及时上前灭火。
1697375987# #台湾省台南市的地名用“汉语拼音”了？
1698074672# #司机冲撞支持巴勒斯坦游行人群当地时间22日下午，在美国明尼苏达州明尼阿波利斯，一辆汽车冲过支持巴勒斯坦的示威人群，目击者称听到了枪声。
1702198949# #西班牙媒体：中国新能源车越来越好，几乎一半西班牙人会考虑购买
1696609172# #女生在厕所看到卖糖葫芦的大姨在洗糖葫芦上的糖霜
1696759684# #哈马斯展示了无人机向以色列发射的镜头
1701010785# #台“退将”感叹：大陆一家私人公司居然就可以做中美两国航母战机的阻拦索。台湾福建号
1695543707# #唐湘龙：台湾只是一个省级单位，当然不会被联合国2758号决议提及
1703321182# #昨日7架解放军飞机和2艘解放军舰艇台湾省周边巡航
1702792289# #日本餐馆竟“禁中国人入内”台退将：要对日本军国主义提高警惕台湾
1696958429# #今晚，数千人在约旦首都安曼示威，支持巴勒斯坦。
1701343284# #沙特购买的中国镭射武器击落无人机，台退将：成本一次只要两美金台湾
1696092536# #当地居民袭击了一辆为尼日尔法国士兵运送饮用水的卡车。。马克龙此前表示，法国军队将于年底前从尼日尔撤军……法国驻尼日尔大使此前已离开尼日尔首都返回巴黎。
1703688840# #菲律宾妄想在南海闹腾帅化民：称一称自己几斤几两
1694012729# #一天一千日元，1.2亿人1200亿日元，很很难吗？允悲
1697976108# #菲船恶意碰瓷菲“尤娜扎·五月”2号游艇在我事先提醒告知的情况下，又无视我多次明确警告，以不专业、危险方式，故意穿越我正常执法航行的海警5203舰舰艏，导致轻微擦碰。。菲律宾方面的视频
1697856396# #“从河流到大海，巴勒斯坦将获得自由。”。旧金山巴尔博亚高中的学生高呼支持巴勒斯坦的口号。
1696087072# #绿蛙今天高潮2次
