1695250156# #均为利益
1698598666# #我兔以前可是有火力不足恐惧症的，看视频，大家应该知道：这问题，克服了。前段时间还担心无人机察打一体技术教给了别人，不放心……看这个视频，我们真的在这些领域还是遥遥领先。酷必须为国防人点赞goodgoodgood
1700565976# #中国或成为全球第一大汽车出口国我觉得可以把“或”字换成“将”，在这一点上，完全可以自信一些。前段时间慕尼黑车展，比亚迪搞到了最大的展台，并且参展单位40%来自中国。嘻嘻goodgood这方面，中国马上就将遥遥领先。
1694865518# #很久以来，发现小米手机上内置的三个输入法的小米版：搜狗、百度、讯飞，好像不如原装的好用。体现在很多时候输入过的词汇记不住，或者当时能记住，过一段又没了。并且感觉识别率也有点差距。有哪位朋友和我同感不？（没有数字支撑，只是个人感觉。）
1698336468# #电池这玩意用的时间长了都差不多吧？我之前也给小米11换了块电池。
1696305035# #和父母去了一趟“太公湖”，就是说的姜太公这个“太公”，当然了，湖是2001年10月1日才动工、2002年9月20日竣工的。姜太公当年从今陕西省宝鸡市岐山县，到了山东省淄博市临淄区，就是现在走高速，也得1200公里。在遥远的古代，更是不容易。
1700497136# #确实，我这个场景，换电最合适。嘻嘻
1695271816# #家人们，我记得以前微博会员修改微博是没有次数的，刚才WEB页面看有这提示了，每天只能修改10次。但是（至少）在安卓版的微博APP上还没这个标识。大家有每天修改10次以上的吗？（虽然10次也大概率够了，但是感觉还是不太很爽。）以前有10次的限制吗？微博会员
1698969708# #何小鹏就是宣传推广上太传统了，需要更激进一些。嘻嘻
1698212890# #不但影响了本地人，还让外地回来的、过来办事的，无比的不方便。反对西安限行
1700317832# #为什么得甲状腺癌的年轻人越来越多了巨大的压力，熬夜、失眠……职场上的各种PUA什么的，都会啊。越来越觉得，脾气不能太好，否则就会把自己气出病来。甲状腺癌常见的四个信号
1695137307# #从网上看到的一些视频来看，这个场景好像会越来越频繁。有些没有听说过的小明星，都会在出现的场所……有人提前安排封路。看不惯，但也没有办法。
1697384701# #陌生人问你要东西吃你会拒绝吗刚看到在海底捞被人要蛋糕了这个热搜，觉得如果是我，不论吃的东西够不够，都会分享一下，如果确实不多，也会“小小的”分享一下。人也是社会性动物，我们也不是那么食物紧缺，分享下可以让我更开心一些。
1700932952# #岳飞的丈母娘：对，是我。
1698967358# #第3遍的时候才看出来：这，原来是事故。
1697638517# #联合国称以色列可能构成国际犯罪我也知道我的朋友中很多支持以色列的，但是就目前这个形势来看，我们的官方明显是支持阿拉伯国家。并且最近外交部发言人的发言已经非常明确，一次比一次说的直接。中国捐了好多东西，然后那个点儿就被炸了……然后炸医院，真的这些说不过去的。
1699794207# #对啊，现在越来越……负担。
1698817285# #玻利维亚决定与以色列断交挺好的，虽然以色列也不会听，但是还是需要这样耿直的声音。并且……很多事情，都是从“需要一个带头的”开始的，星星之火，可以燎原。
1699660154# #本来就应该很快的。转发，压力给不作为的某些人。
1700625808# #多个文档需要参考的时候，确实WPS方便很多。
1695645300# #→→
1697995456# #狗：你这做法真的狗🐶苦涩
1697639032# #胡锡进炒股浮亏首次突破3万元反正我从春节后到现在这段时间，大概8个来月吧？亏的蛮多的。平常自己也没有时间看，等到想起来的时候，可能都是晚上了。微博的朋友们，能不能聊一下你们的情况？这几个月我都亏了一辆理想L9了……允悲苦涩
1699208154# #感觉能力还行？嘻嘻嘻嘻嘻嘻
1697190480# #上班一个月吃了公司2600的零食咱也不知道这个是真是假，但是刚才大概估算了一下，一个月吃这么多的话每天就好几包，相当一部分工作时间都用来吃吃吃了吧？
1687114731# #其实，和家里的亲人们也是这样。到西安后，同学和朋友有东北、天津、河北这些地方的，我的口音都有变化了。
1695221867# #对很多人而言，与其担心国外黑客，不如关注下自己单位内部，是不是装了网络审计、桌面管理。前者可以知道你用公司的网做了什么，比如找下一份工作；后者甚至可以让老板、管理者看到你桌面内容，包括聊天内容（截屏、录像）。如果公司要监控，一定要和员工说明白，否则就容易产生问题了。网络安全
1700608862# #是的。有的人，睡一觉才会精神，有的人，跑5公里才会精神。不一样，得选择适合自己的。
1699609577# #乍一看还以为是瑞星的那个小狮子。
1695729100# #【市场监管总局关于公布第二批全国商业秘密保护创新试点地区名单的通知】市场监管总局确定15个地区作为第二批全国商业秘密保护创新试点地区，并同意将第一批试点中的4个地区试点范围由市辖区扩大为全市，现予以公布。
1695138544# #朋友和老婆去做产检，还没到家，就接到卖奶粉的电话了。允悲
1696245021# #哈哈嘻嘻
1697989922# #1937年8月28日，日军轰炸机轰炸了上海南站，当时南站内聚集了大量难民，死伤惨重。事发后，日本政府先是狡辩“误炸”，然后污蔑南站有“隐藏军火库”，对于勇敢将照片公布于世的美籍华人记者王小亭，称其蓄意抹黑，悬赏15万美金通缉——熟悉吗？
1695680947# #哈哈哈哈哈哈
1700932399# #看这个介绍，很棒啊。嘻嘻goodgood
1698336770# #小米澎湃OS能否对标鸿蒙正儿八经的引战话题，我觉得这个热搜的创建者不怀好意。小米和华为都是中国科技界的骄傲，但他们两家也不可能让所有的人都满意，然而这并不影响他们两家都很牛逼的现实。我希望他们两家都能做好。
1695047563# #最近这段时间，看到的最美的花。
1699621999# #汗汗汗这……吓得我不敢买电车了……
1696158813# #现在就是觉得蔚小理华这四家，最数蔚来好看。但是我里程焦虑……允悲允悲允悲
1695742860# #有几个朋友此前都拿到了几千万风险投资，可以说，只要有技术，风投可以让你快速铺开局面，领先竞争对手。但也有的，后来由于比例等产生了一些问题……看到这条微博的朋友，如果自己有靠谱的产品或技术，倒是可以研究一下这条路。
1697987616# #女子带婴儿被3条流浪狗围攻咬伤小时候农村狗比较多，就经常会遇到需要一个人面临狗的情况。那时候经常有伙伴被狗咬了，因为在村里，所以往往不会太严重。但也有个村里的同学妈妈差点被狗要了命……所以啊，这狗要么管好，要么就打死。
1695611304# #“祥瑞亲王”居然亲自出“马”了嘻嘻
1697105911# #来茜安吧，西安绝对是碳水之都。你看那些西安的小吃，绝大多数都是主食，所以不胖太难了。
1695135846# #但是，企业网络监控这个事情，有很多老板乐此不疲。前段时间还有朋友和我说，在他们的公司遇到了这个情况，他聊天的一些信息老板知道。国家在这一方面还是需要明确一下，如果单位采取了网络安全审计的措施，应该明确，所有的员工都清楚这件事情。否则就判定老板违法，重判。
1696761756# #的确。很多行为是无意识的，比如刷视频，经常看着看着，突然一看时间：嗯？凌晨两点？！所以，如果能（主动）养成远离电子用品的习惯，最好。
1698146105# #对普通人来说500元什么概念就像我，如果是我自己：早饭8、午饭15、晚饭12，一天35，可以过14天了，也许能有15天（因为有时候会低一些，有时候晚饭还不太吃）。当然了，实际上不会如此……如果一个人，真的很简单，500块能花很久。（我又不抽烟）但衣食住行加在一起，就多了。
1699652661# #微笑微笑微笑
1699206659# #嘻嘻允悲
1695738977# #蜜雪冰城涨价仔细一看，很多也就涨了一块钱而已，并且之前卖的真便宜，都有可能是亏着在做……就是涨了这一点点的价格，跟其他的相比还是挺便宜。感谢这些国产的饮品店（蜜雪冰城、瑞幸咖啡：沪上阿姨、喜茶、奈雪的茶……等），给燥热的夏天带来了丝丝清凉。嘻嘻干杯goodgood
1696349723# #心魔。
1700317509# #你吃火锅经常点半份菜吗经常点半份啊，因为点一份的话，如果人少就吃不了几种菜。不过最近某全国连锁大店，他家的分量也真是少……甚至点一份也觉得不多了。火锅
1697987236# #巴勒斯坦运动员入场受到热烈欢迎最近上面的风吹的很明显，就是美国和以色列是一个团队的。可是……美国可是把我们当成最大的竞争对手，当成假想敌。那就怪不得我们去团结被他们欺负的一方咯。并且：从人性和文明来看，我们也应该支持巴勒斯坦。
1696572012# #河北承德程序员被罚105万这个事，我没看到后文。哪位微博的朋友，有知道后来官方有什么解释不？看到一个视频，说的挺好，转过来大家看看。点这里：我不翻墙，但我觉得目前的各种信息表明，罚200没问题，但罚205万广大微博网友觉得影响了承德市的营商环境。
