1647212856# #转就收，不转不主动要，对领导、同事、下属没有分别。
1694572374# #北约STANAG4096标准V级可以防25毫米炮弹，但是咱这个25×183动能比西方25×137高出近30％，如果打钢针，恐怕要STANAG4096的VI级装甲才能防住。
1660988089# #前面是不是坐了个方块头
1628818720# #不过说实话，以我党的三观，恐怕是容不下同性恋这个权利群体（不是说容不下同性恋的个人）的，如果什么派别都能容得下，那么白左也不会拿它当宝一样给抬到那么高，然后四处搞事了。。
1665830175# #。。。。
1634257305# #说的还真有点想要。。
1684404690# #我也以为土耳其首都是伊斯坦布尔
1667404405# #好漂亮。。哇
1670419374# #哦。。蒸汽熨斗？哆啦A梦吃惊
1636860877# #解决了我一直以来的一个困扰，河豚受惊在水里鼓起来肯定是吸水，那么在空气中鼓起来没有水肯定是吸气咯。。然后空气中吸饱了空气，再放回到水里它沉不下去，又怎么恢复原状？doge
1667210719# #秋高气爽doge
1648600408# #资本家啊。。。这就是搭了国家房地产发展政策的车，如果后期卖不出去，预售款拿不回来岂不是要成烂尾？又或者放着好地银行为什么不自己去开发，它真缺你那20%的启动资金吗？说到底核心竞争力，还是“拿地的能力”，他不会告诉你他如何标到黄金地段。
1632446682# #长短并不是关键，其实深浅合适，内容密度够的话，半小时、一小时都没有问题的。
1687317737# #嗯，德云社是东德的doge
1630830822# #绥远方式，近30年来的努力可以证明行不通。。北平模式，如果国民党上台比较可能的方式。。天津方式，如果是民进党当局，恐怕这个最适合。
1687593868# #灯草蘸水银擦。。
1652087544# #AI换脸吧
1696779495# #最后他。。得到ps5了吗？
1664034105# #共和国的烈士们，永垂不朽！心
1644387237# #你这样多久了？
1676716950# #我闭着眼猜一下，那什么。。。又是西湖边那个城市吧？🙈
1679583480# #中国：小阿没关系啊，月球车，我们也能做，不比老美差doge
1673535580# #女的对上了，男的并不是张副市长，而是另一个市的，另一位副市长。。
1657766479# #说出这种话的，都是几辈子苦大仇深，彻底穷怕了的真底层，物质对他们来说有绝对诱惑。。但凡稍微有一丁点理想，对人生价值有一丁点追求都说不出来。
1648427567# #你们这管子怎么这么大？还是因为你手小？
1678978131# #捏。。。发。。。我哎我油啊。。二哈
1624931382# #不知能不能抗燃烧瓶？
1672533447# #新年快嘴哇
1684850430# #呵呵
1676113352# #纯刚性撞击，实际撞车还是会有一部分变形吸能的，减速度没有那么大。
1648232467# #这一次剧情是“奴隶起义”二哈
1635404096# #元气森林发公告恳请用户退款这种事，要么打掉牙咽下去，按承诺发货，要么就该重罚，监管部门罚到他肉疼。热度带起来了，你说工作失误发错了就发错了？如果收益和付出不成正比，怎么证明你不是故意这么炒作？
1649610312# #要饱家常饭，要暖粗布衣。
1673363982# #林勇？跟日娃谁厉害？
1692759377# #你说你躲评论里骂一句街就拉黑解决什么问题？不知道我能还嘴吗？不知道我删除拉黑你，你就得答题去？
1657356598# #棒子面儿滋养的肠道寄生虫支持不了深刻。。允悲
1686043377# #别人基本都能一眼认出来，赫敏是哪个还真没看出像来。
1659102424# #哈哈哈哈，是共享还是共同丢弃的？允悲
1633314480# #我寻思这也没啥提味、治病的功效，直接吃钱不香吗？
1665795369# #好么，只听说过临终关怀医院，这特么是“临终助推医院”二哈
1680157452# #不能带钟表，这个挺麻烦，正常状况下每6小时BQ一次，用5分钟撸掉，每4次就是一天，以此计时并解闷儿吧。。二哈
1676801354# #济南比亚迪4s店这么敢干。。
1654658062# #我们“公司”，连指纹都采doge
1670324421# #炸了？哆啦A梦吃惊
1695987665# #武陵之荣光的红包我在的红包中抽到了2.02元，你也快来试试手气吧，比比谁抢得多！
1637297538# #并不是
1626628281# #这就是正常人，和野鸡粉的区别。doge
1676708839# #最右真可怜，谁打的它？
1672708651# #技术进步真是可怕，今天能显示滚动字幕了，离显示动画图片还远吗。。
1669125195# #科技农奴
1659499863# #有点心疼这些抗议的同胞
1688099026# #紧不紧不知道，一次拔3颗这么大的，真英雄！good
1677233957# #从“武力统一台湾”，转变为“武力保护台湾”doge
1651303727# #研究生啊。。骨子里是贼，学多少文化，拿诺贝尔奖也是贼。
1625979081# #是，然而现场需要费很多解释的时间。
1644063209# #体谅吧，长期吃糠咽菜，一下子大鱼大肉确实不太好适应。。doge
1672547629# #后两句帮您改一改：待到天明酒意醒，忏悔椅上心慌慌。。doge
1684292830# #拍照屁股疼。。拍的什么？二哈
1629594819# #钨太强了。。
1663904412# #唐山打人案一审宣判共牵出28个被告，首犯被判24年。。。可谓恶贯满盈！。。当地有必要做一下反省，之前的社会治理工作是否到位？在全国扫黑除恶大背景下，是怎么会滋生出这种典型且肆无忌惮的黑恶势力？
1640521062# #上岁数的可以。。
1679367215# #再加上不玩游戏不上网doge
1654498226# #要我说，这种事你YY一下就算了，很多人可能都YY过，且男女都有，不能算罪过，毕竟思想无罪，但大庭广众之下，公然说出来就太猥琐了。。纯老爷们儿的小群这样说都猥琐，何况400多人大群，男女都有了？。。这两张截图群聊所见，一马未打，某浩哥的媳妇、小姨子请留神，我只能帮你们到这了。
1669821354# #动态驾驶，这年头豆腐不好卖，藤原改搬家公司了
1636183017# #把你这张脸换到斯内普教授脸上去会是什么效果？
1634481636# #被航天事业耽误的戏精啊这是。。笑cry
1676102984# #这么拖剑尖啊。。
1633104526# #如果换一身黄军服，或者灰军服，就更完美了。
1660141147# #才2斤。。就进医院了允悲
1627826065# #19年？那就是19年的傻逼，有问题吗？
1692319785# #所以他真是中科院的？
1660930070# #这就有点无聊且无耻了。。
1628521495# #拳师已成公害！。按照它们的逻辑：男孩子一直在被教育见义勇为，但是此事件中女孩子才是真正应该被教育不要轻身涉险，感恩救援的。
1696857399# #如果您是巴勒斯坦人，您可能多年前已经被粘在D9推土机的履带上了，还能在这里发微博。。屠杀平民、摧毁村落，它们甚至无需使用军用武器doge
1651551415# #这是幼年的赛博某车吧。。。二哈。我们造车的科技树是不是点歪了？。（转自某音）
1671091730# #惨的。。。被夹得乱七八糟，终于发出来了？
1663053713# #36年过去了，“独行侠”还在飞。。
1633002815# #草鱼，他们说那叫草鱼
1661675724# #看到第九张才看明白上衣的结构。。
1626005149# #扁鹊他哥哥。。
1661870718# #这是我今天看过这个女的，这个场景，第二个视角了。
1626530182# #《非洲青年在中国当“村官”》谁起的这沙茶标题？。交流就是交流，考察学习就是考察学习，什么叫当村官？村官是什么人都能当的？请他们来当村官，是教当地人民脱贫的？还是来羞辱当地人民的？（潜台词：你看你们需要非洲人来帮你们脱贫）
1678112794# #俄罗斯不打乌克兰，让它顺利加入北约，就对我国有利了？
1657214597# #为什么要让他删除证据？报警了就控制好它。
1697383316# #那个位置，大货车根本看不见小车。
1640188390# #波龙和椰子蟹杂交的吧。。
1662312091# #好牛的身材！
1655222396# #你只看见了涂脂抹粉的阳春白雪，你没看见苦大仇深的下里巴人。。。。粉饰自由浪漫的《TOPGUN》总是极少数，绝大多数是现实且残酷的《FullMetalJacket》，征兵广告片和反战题材片都应该去看一看。
1628830086# #杭州公安出入境，好好查一查这些外教的身份，有没有工作并收取报酬的许可？
1693729429# #如果把所有这些视频集合统计，马云的保镖估计得有一个师了，并且多少都不太正常。。doge
1675558155# #这话说的就不客观，拜黑人文化的是蛆拜韩国文化的就不是吗？doge
1629646455# #卧槽。。。要造空间人工重力环境了么？傻眼
1639629210# #日光自然光下拍，不要打灯光。
1693752379# #ai吗？怎么都长一个模样。。
1626179110# #严谨点：装备某国产。。
1678459575# #那个叫魔术，你把这俩当一码事啊？多大了今年。。
1667045597# #图1是P的吧？这也太沙雕了。。
1628029745# #你这说法就是受害者有罪论。。“他为什么不强暴别人，偏偏只强暴你？是不是你太骚了？”doge
1674646476# #太年轻消费能力不行，家庭还是主力，两口子带个低龄孩子看什么合适？恐怕三个人票款被一个孩子绑架，所以《熊出没》会卖这么多钱。。
1678784696# #亢老板：“爸爸甭恁客气，您哪款车近期还要降价，麻烦提前通知一下我就得了”奥迪：“哎呀亢老板客气什么，哪款车降价还得看您亢老板最近又收了什么车不是doge”亢老板：“靠，就针对我是吧？！怒”
1640596489# #有没有号大一点的？
1670123203# #夏尔第5+3=第8，第8+8=第16。。。
1626608805# #🐔背升力风扇那个大盖子，貌似还可以兼顾减速，和平衡低头力矩的作用，可以降低对升力风扇的流量需求。
1661157976# #尾巴尖上是不是还应该有几根横刺？
1681096809# #易撞还想卖多少钱？
1690946344# #独蛙还没叫，倒把博主气了个好歹。。
1627570460# #上一代了吧？大大戴那个机炮/光电随动那款比这个看上去轻巧得多
1671880535# #雪糕
1665883767# #那运动裤穿不穿的也。。允悲
1645777207# #破逼片子。。棚内景+大特写+破CG，镜头都不带动的。
1672451450# #没有得到皇军的认证，看来我还得继续努力。。doge
1657383455# #话虽是这么说，但是美国霸权还是起到作用了，君不见911之后的阿富汗战争、伊拉克战争，屠戮了数十万两国平民，但至今相关组织也没能再发动类似规模的复仇行动。
1678495710# #还是特朗普涂装更好看些
1694471125# #挂杂碎不挂永久地址，搜不到这博主了。。哎
1687357395# #得心应手才叫十变的，这算折箩馅儿的。。
1679308446# #92家有喜事的国语版并不是石班瑜配的，是姜小亮，那个声音其实更贴近周星驰的原音。
1669627516# #6K可以改成反潜巡逻机吧。。
1672230474# #给你看个东西啊。。doge
1686998993# #哈哈哈哈
1693966118# #多光源的问题在质疑阿波罗时就解答过，登月舱本身是个反射率很高的物体，太阳光照到登月舱上会反射到被射物上，这时被射物就被两个光源照射，阴影部分有可能被反光照亮。关于视频中出现月面弧度，有可能是广角镜头产生的畸变。
1654488046# #半夜它进屋我出去，草泥马直接给我送走了。。二哈
1681828107# #舒爽了吧
1676007915# #马，是奇蹄目动物，最显著的特征就是蹄子不分瓣doge
1671699909# #他媳妇吃了3万9回扣。。
1639972739# #多年的勤学苦练。。二哈
1663085997# #这些脱口秀演员真的应该跟相声演员练练基本功了，不在于口音，最基本的发音吐字不清楚。
1670366627# #伪善的杂种
1673670525# #馋嘴
1649253166# #妞腋。。二哈
1679100604# #那包子干嘛弄得四分五裂的？
