1612246621# #其实我想分享一款太赫兹理疗仪，但不擅长直播笑cry
1630052572# #央视曝光注销支付宝学生账户骗局。那地方骗子大舌头，最常说的一句话就是:。。你蛾子在我叟桑！doge。。猜猜嘛意思嘻嘻
1587862840# #交警：一个一个来，不要挤可爱可爱可爱
1609219041# #女人花在风中绽放。异域风情异域美
1608784533# #万里河山辽阔心
1632485314# #三胎榜样！。陈婷19岁嫁50岁张艺谋，。15年连生3胎，为三胎政策做出表率。。。张艺谋作为中国最成功的导演之一，从没听说过潜规则女星的新闻，他先后捧红了很多谋女郎，比如：章子怡，巩俐，周冬雨等影后。。。张艺谋是导演界的天才，曾经成功导演了2008年北京奥运会，让人印象深刻。他的经典作品也非常多，
1639384842# #成名的艺术家反为盛名所拘束，所以他们最早的作品往往是最好的。——贝多芬艺术分享
1586309513# #最不能理解的地方风俗有个女生吐槽，为啥辛辛苦苦生的孩子，要姓男方姓笑cry，为啥结了婚，别人就默认你是男方家的人了。。。。。。
1677978795# #3月起将严打农村“四大歪风”！。。农村地大物博，山清水秀，绿水长流！为了稳步推进农村的长治久安，最终实现乡村振兴，三月起将对农村出现的“四大歪风”进行严打，还农村一个清朗乡风，美好乡村。。。①赌博不正歪风。。随着国家各种政策向“三农”倾斜，农民的收入发生了翻天覆地的变化，以前那个贫穷落
1655481762# #守望先锋2新英雄渣客镇女王。很多网友反应说守望先锋曾有辱华情节。。其实辱华的是首尔王朝的一个韩国选手，。守望没有辱华，但是守望维护了棒子选手。。因此被广大网友抵制。
1602077672# #作揖
1644465181# #天才少女谷爱凌成名之路。。混血美人谷爱凌回归中国籍后，在北京冬奥会自由式滑雪女子大跳台比赛中获得冠军，以从未在赛场尝试过的高难度动作获得全场最高分。。谷爱凌的滑雪运动员生涯金光满满，17岁时已拥有六十多枚奖牌，仅在2021-2022赛季世界杯就获得了6金2银1铜共9枚奖牌。。。她爱好广泛，除了滑雪，
1676638581# #几天之内3位知名企业家离世！医生紧急提醒！。。浙江上市公司中马传动发布讣告，公司实际控制人之一，原董事长吴江因病医治无效不幸病逝，年仅55岁！。。吴江1968年出生于浙江温岭。1985年，吴江的父亲吴良行下海创办了温岭县大众齿轮厂（中马集团前身）。1988年，未满20岁的吴江高中毕业后，也跟随父亲开
1607402177# #后来摸石头过河哄鬼嘻嘻
1588403430# #让男朋友一起拍照有多难。我真的就跟两个女的拍过合照，我不上镜不想拍照，关键我很不喜欢秀恩爱允悲我快忘了自己单身多久了污
1603422823# #霜降。。秋的尽头。回望来时的路。秋。着实热热烈烈了一番。红红火火了一季。。如今。树叶辞了高枝，。山野别了林红。酝酿着冬的宁静。。时光逝去，秋日短暂。又何必计较太多的失去。生命终有所得。终会迎来一生中最曼妙的风景。。今又霜降。风冷霜重。愿你优雅向晚。愿你从容向寒。情感语录
1608186360# #人生短短几十载，不会重来
1578710313# #这个大使馆果然大！。。美国在全世界最大的大使馆就是巴格达大使馆，也是美国在全球三大情报网络之一。美国大使馆在巴格达的馆区占地约440000平方米，几乎接近梵蒂冈的大小，这座大使馆耗资耗费7亿5千万美元建造，拥有15000名雇员。很多中情局特工。国际军事
1607427372# #女人淑则家和，女人慧则国盛。女人安，天下安。
1604133199# #钟老说以后还会有散发病例。这个病毒真的会像流行感冒一样成为常态，但毒性会越来越小。有散发病例是正常的，所以大家做好防护，别松懈🙏🙏每个地方的防疫措施不能松。要及时应对。。。至于那些喷板蓝根的我觉得也没必要。。看你体质是热性还是寒性。。寒性体质的人要少吃板蓝根，。热性体质的人要多用
1607425030# #综合来看，最好讲些教育方法，不要体罚。
1635394129# #拥有四个祥兆之人定能发达！。。有福之人不用忙，无福之人跑断肠！生活中，谁都盼望自己是个有福之人，能够活得快乐欢乐，过得富有，心想事成，人生平安顺利。。。佛说：三世因果，六道轮回。我们说一个人有福就是有好的福报和命运，其实就是一个人所作所为的善恶因果，善有善报恶有恶报，一个有福的人一定
1636105095# #4种人受累，4种人享福！。来看你是哪种人！。。01。。四种人活得累。。1.想太多的人。。《易传·系辞上》；。易则易知，简则易从易知则有亲，易从则有功。。活得太清醒，容易生烦恼；。活得越糊涂，反而越幸福。。。清醒的人太较真儿，。想得越多越受累，生活中总是一地鸡毛；。。糊涂的人心事少，日子过得简单粗糙，。却也
1603277100# #陶勇医生是一位真正的暖男。。温暖的男人和温柔的女人都是自带光芒。。翻开黑暗，是爱与希望！。希望陶勇医生千万不要碰到一位泼妇，。希望他能遇到一温柔的女人。。陶勇谈劫难后坚持从医理想
1609208964# #好事多磨，药价继续降。
1609109859# #民心所向，公者千古
1590734435# #长期不上班是啥体验努力做一名设计师……做自己的品牌，想做什么样的就是什么样，不用看别人脸色。
1589182783# #让孩子随父姓算不算独立女性独立女性女权主义是一群比较时尚前沿的女性，爱追随欧美日韩港台风尚。所以也应该学欧美国家，女性结婚后改夫姓。然后生小孩跟谁姓都是一样的。要学欧美发达国家！
1637157107# #《007》25任邦女郎香艳合集：。天下男子谁不羡煞邦德？。。007大概是最成功的“爽片”系列。动作、豪车、美景、佳人，缺了哪一个都不够爽，尤其缺不得佳人。。。都说邦女郎是007的花瓶，反过来说007都是为了烘托邦女郎的布景又何尝不可！。。据说007系列的原著《皇家赌场》作者伊恩·弗莱明就是一位眠花宿柳的
1639703904# #世间最美好的东西，莫过于有几个头脑和心地都很正直的严正的朋友。——爱因斯坦。艺术分享
1613881127# #围棋也算是中华十大传统文化春节追剧王
1599905471# #近日从有关部门获悉，浙江、安徽、河南三省纪委监委严肃查处长深高速江苏无锡“9·28”特别重大道路交通事故背后的失职失责问题，共对45名公职人员进行追责问责。。。大家开车上路一定要远离大货车。。同时希望有关部门对大货车严格规范。。禁止疲劳驾驶，禁止带病上路。。无锡致36死交通事故45人被问责
1586480220# #拍摄虐猫视频大学生道歉不是因为网友全都在骂你让你觉得这件事闹大了你毕业证可能拿不了了你才道歉的吗？你有真的悔过吗？你要是真的悔过就在你虐第一只小猫咪的时候就收手了？道歉是真的悔过还是为了自己的前途你心里最清楚。
1653321658# #瞬息全宇宙为何评分下跌。电影电视剧发展到今天就那么点事，除非你想与世界为敌最后反派胜利，不然都是正派胜利的结果，反派胜利是出乎意料但这不符合主流价值观，正派胜利又被吐槽拍了千万遍还是一样的套路。
1635225798# #国内五个最神秘的农村：。蛇村，诡村，雷村，奇村，怪叫村...。。在中国这片广阔的疆域上隐藏着许许多多的诡异村庄，它们的谜团有的已被揭开，有的至今都未解决！我国历史文化悠久，有着五千多年的历史，也孕育了很多奇人奇事。广袤的大地千姿百态，也有很多奇特的村风村貌。作为农民生活的村落基本都是祥
1678871760# #矿大校长回应校友1100万捐款风波。满嘴都是主义，实际都是生意。。。镜湖资本已经陷入破产风波了。。捐赠应该是在有钱的情况下，。人家吴同学都没钱要破产了，。这学校喊咄咄逼人起诉人家，。也忒他妈孙子了。。。大家也看清学校的嘴脸了吧，一切向钱看。。就这种德性，还教书育人呢。
1598873226# #冰雪长津湖这部电影若拍出来，无论是从战略、格局、胸怀、情怀、战争场面，绝对是票房第一。
1580171734# #专家回应假期是否需再延长。为确保战胜疫情，宏扬中华传统文化，强力建议春节假期延长至正月十六。同意的顶起！
1602552144# #要赔这么多钱，顶多无期
1654877038# #最著名的体育题词是怎样诞生的。毛主席一直强调德、智、体，要全面发展。。1952年6月10日，毛主席为新中国体育工作题写了“发展体育运动，增强人民体质”12个大字。全民健身在中华大地热潮漫卷。
1602638534# #生意来了嘻嘻
1612186313# #乔布斯都能被西医蠢货忽悠死。西医最大问题是心不正，歪货多李老师极度迷信幻想西医，才导致英年早蜡烛走好
1586398420# #104岁新冠肺炎患者治愈大难不死，必有后福。愿老太太能再活个十年心。。百善孝为先，中国人真的不要嫌弃老人，家有老人是一宝。
1583938488# #喜欢看丢丢大妞的视频。
1591485526# #疫情正在慢慢毁掉不健康、不和睦、不懂自省的家庭，有一种，都要警惕起来！。。健康，是家庭幸福的基础；。和睦，是家庭兴旺的关键；。自省，是升华家庭的核心。。。家庭走向兴旺往往需要好几代人的努力，要悉心经营，才能让家族长盛不衰，让家庭蒸蒸日上！经典冷知识
1600644758# #冷链传播是传染源。
1604136831# #反华是门生意。尽管卖国贼也说爱国是门生意。
1586918875# #土木工程学子毕业之后通讯录备注都是张钢筋、李水泥、王灰浆……曾经在工地上，当地的老奶奶语重心长的对武汉大学毕业的同事说：小伙子，怎么干这个？以前没好好读书吧
