1702177068# #外籍旅客优先登机致一女子滞留机场蜡烛蜡烛蜡烛阿弥陀佛！
1691673645# #湖南一女子与镇干部水库游泳溺亡现在活着的三个干部说什么……，溺亡的女子的都不会反对。
1699392245# #11月8日早报。1.海关总署：今年前10个月我国进出口实现正增长，外贸运行稳中有进。2.长三角交通领域“一码通行”正式启动，覆盖沪苏浙皖三省一市。3.郑州一原副检察长威胁矿老板被曝光，付费删帖后事发多人获刑。4.四川成都一寺庙住持与女主播发生关系被敲诈320万，目前已被停职，宗教局核查资金来源。5
1693681478# #9月3日早报。。1.中国男篮75-96惨败菲律宾，以1胜4负的战绩结束世界杯征程，彻底无缘巴黎奥运会，也将连续缺席两届奥运会。。2.北交所深改：发行底价制度或将退出历史舞台，估值水平有望进一步提升。。3.山西公布兰花集团莒山煤矿较大水害事故调查报告，40人被问责。。4.国航CA8524西安飞温州飞机飞行途中
1702020782# #私下查询公民个人信息涉嫌犯罪西安警方回应警务人员维护偶像威胁网民🙏🙏🙏阿弥陀佛！
1703154717# #降息蜡烛蜡烛蜡烛阿弥陀佛！这是2023年最后一剂药？
1693723381# #女子买到发霉面包店员当场吃下证据被毁，接下来……
1693887535# #16岁女孩绑钢筋获全国二等奖家有千金不如手艺在身。
1703279373# #12月23日早报。1.冬至开启一年最冷时段，0℃线位于华南北部，山东威海遭遇极端暴雪，积雪超70厘米破历史极值。2.积石山6.2级地震已致148人遇难，现场排查搜救工作结束，经反复确认无失联人员。3.住建部定调明年楼市，房住不炒方向不变，核心城市政策有望继续优化。4.海关总署决定即日起恢复台湾地区石
1699432343# #集团回应领导与女下属疑有不正当关系长期保持不正当性关系……
1696883091# #10月10日早报。1.外交部：在巴以冲突问题上，中国始终站在公平正义一边。2.浙江警方通报男子当街持刀挟持女子：4人被划伤，嫌疑人已被采取刑事强制措施。3.永州两名11岁女童失联，水陆空“三警”联动13小时找回。4.四川一男童在游泳馆溺亡，数分钟无人发现异常，涉事游泳馆已关停。5.湖北黄石：一男子
1695009446# #预制菜预制菜里面都包含什么？有多少种添加剂？对孩子的身体健康有什么影响？
1688522227# #男生恶意篡改同学高考志愿被行拘还没有进入社会就这么坏，这是什么品种？
1696217973# #男子抽烟致高铁降速反怼民警这人似乎很有钱，不知道他的钱干净吗？
1697791957# #刘纪鹏痛批股市15年3000点徘徊🙏🙏🙏阿弥陀佛！
1698214428# #女子当街杀害男子并电话告知其家属🙏🙏🙏阿弥陀佛！
1694895486# #人民网评袁某某偷逃税是洗不白的不是洗的人不努力，而是真的洗不白。
1688375401# #红黄蓝早教中心回应被指虐童这是第几次被曝光？
1690314504# #7月26日早报。1.4A级景区甘肃山丹大佛寺凌晨发生火灾，火情致大佛殿损毁，大佛寺遗址未受影响。2.深圳主管部门回应摩天轮票务“高价售票”：涉嫌触法，线索移交市公安局。3.镇江宣判一起制售假冒名表案：涉案金额逾3亿，15人获刑。4.西藏消防：一游客严重高反被困姜桑拉姆冰川，消防成功救援。5.在地铁
1692043155# #医药反腐风暴下的三个追问🙏🙏🙏阿弥陀佛！
1689300605# #山东一县签三方协议督促子女赡养父母百善孝为先……，签字画押让老人没有后顾之忧。
1692408539# #中国程序员拒写赌博程序遭拔14颗牙为强迫房立敬编写赌博游戏程序，黄某王某和范某多次轮流残忍虐待他。这黄某王某范某是哪里人？？
1696302288# #中国恒大复牌大涨神奇的股市，玄幻的故事。
1695589431# #9月25日早报。1.杭州亚运会首金诞生，中国赛艇队邹佳琪/邱秀萍赛艇轻量级女子双人双桨夺金。2.&nbsp;贵州盘州一煤矿运输胶带着火致16人被困，均已无生命体征。3.不需申请，25日银行将自动下调首套房贷利率，多家银行出台实施细则。4.网传沈阳一女浴室偷拍视频被传至网络，警方回应正在调查中。5.四川路桥集团
1697722236# #街道辟谣四川被咬女童先动手砸狗为什么会出现这种谣言？是什么人策划的这个谣言？这个谣言和狗主人之间有什么关系？
1692997531# #女子遭强奸后未获立案跳水库自杀8月24日，海南文昌的程先生在网络发文称，其妻子于2023年7月15日在家里被当地一水果店老板黄某强奸，报警后警方以证据不足为由不予立案，被羁押的黄某释放三天后，程先生妻子受不了刺激跳水库自杀。
1694510049# #受贿3.25亿余元中国人寿原董事长王滨一审被判死缓
1693103497# #现实中的缅北诈骗远比电影惨烈前些日子为缅北洗白的人来自哪里？？
1692089103# #世界上最大的兔子昨天晨练回来的路上看到一只黑色的兔子，应该是谁家养的宠物跑出来了。
1695856506# #女业主与写字楼男员工商谈突然被扇耳光伸手就打，这么霸气有什么仰仗的？？
1698181175# #10月25日早报。1.我国将增发1万亿元国债支持灾后恢复重建和提升防灾减灾救灾能力。2.国考报名人数达283万，比上年同期增长近60万，创历史新高，岗位最大竞争比3572:1。3.2023胡润百富榜：钟睒睒4500亿元第三次成中国首富，马化腾重返第二，黄峥首进前三。4.公安部已缉捕电信网络诈骗集团重大头目和骨干
1690722626# #山西通报矿工死亡瞒报事件调查处置情况🙏🙏🙏阿弥陀佛！
1699504115# #佳木斯体育馆遇难学生母亲发声太可怕了……
1699521092# #体育馆遇难者家属称遭人施压签协议蜡烛蜡烛蜡烛阿弥陀佛！
1696654793# #姑姑假扮网恋女友骗侄子6万多元获刑钱是个好东西，把人性展现的淋漓尽致。
1694164319# #官方通报网传警车肇事逃逸云南一法院警车被质疑肇事逃逸逃逸？？驶离？？
1696028248# #恒大地产未能清偿债务累计约2785.32亿这2785.32亿元里面有多少钱是房奴的预付款？
1692828554# #炫富致丈夫被查妻子回应这事闹的，需要多少稀泥才能抹平？
1695319080# #9月22日早报。。1.中秋国庆8天小型客车免收通行费，交通运输部发布出行建议。。2.杭州亚运会开幕式以“潮”为标识，主火炬塔燃料采用零碳甲醇。。3.野生大熊猫躲进西安一村民家酣睡，林场称有腹泻症状正救助治疗。。4.西安交大在考核评价上松绑，英语四六级与学士学位脱钩。。5.四川凉山联合多地破获特大走
1694473760# #教育局回应校长讲座PPT现不当言论校长真霸气，手下有多少小弟？？
1690517271# #性侵女学生后男子说自己性功能障碍科学战胜了谎言，把流氓送进大牢。
1700135769# #男子半夜爬独居女子窗户被击落身亡这人和他的家人真是一个品种。
1692003669# #医药反腐腐海无边，自首是岸。
1699669191# #广东卫健委主任朱宏被查被查，接下来……
1688422007# #爷爷得知孙子四千元买条狗直接上秤爷爷想的是如何过日子，孙子追求的是……
1699127944# #11月5日早报。1.吉林省白山市吉坤煤矿违法转运火化遗体、蓄意瞒报事故，36人被问责。2.广东揭阳4个世仇村和解，破除几百年互不通婚的陈规旧俗。3.首艘国产大型邮轮交付，2125间客房，最多载客5246人，我国集齐造船业三颗明珠。4.广东江门市恩平市发生4.3级地震，深圳、佛山、中山等地有震感。5.湖南怀
1690424665# #房子烂尾女子停交房贷上黑名单司马迁活着也不敢把这事写到《史记》里。
1692661220# #男孩失联手机最后定位在缅甸缅甸最右骗子的天堂。
1689734849# #广州再通报职校食堂饭菜发现异物现在是谈鸭色变。
1694215401# #公职人员理发不满意举报店家偷税漏税这个公职人员的权力够大……，
1700352225# #私募洛克资本老板疑似卷款跑路监管部门确定人真的跑了以后开始调查。
1692321362# #弟弟为救在缅甸哥哥又被骗电诈园区是否有人知道电诈园区老板的信息？
1695944161# #男子用热水烫死被捆绑的小狗后吃掉这人太狠毒了，会遭报应的。
1691704519# #警方通报女孩拒买水果捞被骂小三挨打要立正不动，这是发生纠纷时的标准姿势。
1689743077# #3608名回流生参加西安中考为何引众怒这是一门生意。
1700181394# #明学昌骗子的未来，一自杀，二坐牢。
1692705170# #南方电网员工老婆高调炫富惹争议上一个炫富家里有九位数存款的人平安无事，这个会如何？
1692397063# #西安多名的哥回应女子长期坐霸王车把这个女子的照片挂在西安市的出租车内。
1695721162# #袁记云饺被曝是预制菜无论是饺子皮还是饺子馅都充满了历史的气息。
1696036012# #通报称女生遭4同学掌掴为肢体冲突引争议🙏🙏🙏阿弥陀佛！！
1703622088# #12月27日早报。1.杭州至南昌高铁27日全线贯通运营，串起世界级黄金旅游线。2.纪念毛泽东同志诞辰130周年，全国多地举行纪念活动。3.二广高速内蒙古段一处路面出现塌陷，多车坠落造成3死4轻伤。4.郑州警方回应一男子酒后编造“电死了17个学生”为不实信息被行拘。5.北京多所高校开放校园，北京大学称尽
1694116093# #公职人员被儿子举报出轨停职这样的事情民不举官不究，因为比较多……
1696803774# #辱骂女大学生致死案房东以此作诗参赛🙏🙏🙏阿弥陀佛！
1694922154# #已有1482名涉诈嫌疑人移交我方支持对这些人重判。
1697502601# #成都禁养22种烈性犬不包括罗威纳🙏🙏🙏阿弥陀佛！
1695500244# #核酸大王张核子进军预制菜核酸检测可以造假，预制菜……
1692574076# #浙江广电将调查核实浙江广电集团回应看着网民坚持这么多天的局面，准备调查核实。
1693001668# #2年被家暴16次女子仍未能离婚自怀孕后，被家暴多达16次，如今需要终身戴着粪袋生活。最后一次家暴，公安局鉴定其腹部损伤达到重伤二级标准，后又被确诊为创伤后应激障碍，前住院已花费20多万元，贺某阳家里要求其出具谅解书才会继续支付医药费。
1695721354# #人民网评大同未成年人欺凌事件蜡烛蜡烛蜡烛阿弥陀佛！
1689666663# #男子机场猥亵熟睡女子被行拘男子机场猥亵睡觉女子被拘10日这样的流氓拘留十天能有什么作用？
1692551158# #8月21日早报。。1.再创新高！中国超越希腊，成为世界第一大船东国。。2.南京一公交车行驶中起火致2死5伤：乘客背包携带锂电池电瓶自燃，司机未发现。。3.云南警方：一辆越野车连撞多车致7伤，嫌犯有精神病史已被拘。。4.福建一男子防火期内擅自野外用火引发林火：被判4年，如未按期恢复植被需赔百万。。5.浙
1688626327# #介休市通报未成年人欺凌事件4.5万，和解。
1695882056# #大同欺凌事件校方曾建议三年级以上住校🙏🙏🙏阿弥陀佛！苍天有眼……
1690161547# #齐齐哈尔坍塌体育馆已致10人死亡蜡烛蜡烛蜡烛阿弥陀佛！
1691609861# #女子地铁强行要人给女儿让座被拒大骂这个教师也太豪横了。
1692367945# #中泰缅老警方合作打击赌诈集团🙏🙏🙏阿弥陀佛！
1700341967# #每年体检38岁男子被查出胰腺癌晚期🙏🙏🙏阿弥陀佛！
1696264033# #10月3日早报。1.中秋国庆假期全国多个景区现客流高峰：甘肃敦煌旅游持续火热，“骆驼大队”望不到边；杭州假期前三天共迎游客470余万人次。2.自曝“公公是在职领导，中秋节收礼”，苏州一男子造谣被拘。3.浙江海宁一观潮景区护栏被大潮冲断多人受伤，景区回应灯光秀暂停。4.湖南汨罗一村干部违规组织乡
1692793642# #又有4名缅甸电诈嫌犯被押解回国🙏🙏🙏阿弥陀佛！抓的越多越好。
1696501690# #镇政府村干部回应南阳迷笛音乐节失窃当地镇政府回应称，偷盗只是极个别行为……
1703474236# #储蓄会从银行挤到消费市场吗蜡烛蜡烛蜡烛阿弥陀佛！
1689340193# #医院回应误给孩子用麻醉剂死亡🙏🙏🙏阿弥陀佛！
1689573709# #清北学霸怒斥研学内幕研学旅行等官方调查报告。
1690184047# #齐市坍塌事故施工方中标多个学校项目齐市教育局曾在4个月前开展校舍安全检查蜡烛蜡烛蜡烛阿弥陀佛！
1701342444# #一县城临聘人员工资已超全县总税收世界真奇妙。
