1679806719# #人口下降雪崩，没有人，谁来买房子？现在已经够几十亿人住的房子，没有人来接盘。
1662250628# #据路透社消息，美国总统拜登表示，诸多迹象表明，美国高通胀问题可能正开始放缓，在非农就业报告方面收到了更多好消息。
1668327881# #以太坊创始人VitalikButerin对FTX崩盘事件发表评论称，“Mt.Gox看起来很糟糕，但从未过份粉饰自己，Luna也是如此，FTX则相反，它完全是在做合规的美德信号（与合规不一样），第二种欺诈行为比第一种更严重。”
1677104181# #香港发布一些列引进加密货币的举措，旨在重续国际金融中心的辉煌。
1676716186# #一半是海水一半是火焰。与加密市场火爆不同的是，股市如海水冰凉，上证、深指、创业板、科创50都呈现价跌量缩，日K线都处于5日均线下方。60分钟、日周期MACD都是死叉，且绿柱增长，股市短期冷气嗖嗖。
1691208047# #以前出版的《恒大许家印·苦难是我的财富》。看到商场书架上有本关于许家印的传记文学，是恒大没有出事前出版的。。此一时，彼一时，成王败寇，沧桑桑田。。摘录曾经的许家印经典语录看看：。◆市场永远是正确的，行情不好，你想卖高，人家也不买，萧条的时候，只能便宜
1668415128# #推特继续瘦身！马斯克再挥屠刀：80%合同工周末突然被裁，5500名合同工，估计有4400名被裁减。
1683405061# #比秃围绕5周均线波动，但保持完整上行趋势，日线及以下周期K线则上蹿下跳，猴性十足。
1664634038# #赤脚走在田埂上
1660863171# #隔夜美股三大指数微涨，道琼斯守住，5日均线，纳斯达克、标普仍然在5日均线下方附近徘徊。
1687645552# #大饼比秃涨势过猛，有冲高回落要求，周kDJ低位金叉，中期多头能量没有释放完毕，回落时是机会。
1656456053# #中国饭店协会：2021年全国预制菜市场规模在3500亿元左右，今年上半年同比增长约50%，预计3-5年可以冲上万亿规模。同时发布《预制菜质量管理规范》《预制菜产品分类及评价》两项团体标准。
1663803401# #跟随美联储加息&美股指暴跌步伐，比秃鼻昨夜今晨剧烈震荡，终跌落箱体17000～22000中轨19500之下，在18500附近徘徊，5日20日均线、MACD、kDJ处于“三死叉”状态中，预示比秃鼻还将震荡向下，测试箱体下轨17000附近支撑。
1691538889# #美国华人华侨联合总会主席林建新猝然离世，饮酒致心脏骤停。林建新生于1971年，现在辞世才52岁。
1658399233# #1953年伊丽莎白女皇加冕仪式
1689293320# #我不吃油腻的东西，我不过饱，这使我的身体清洁。。我不做不可及的梦，这使我的睡眠安恬。。我不穿高跟鞋折磨我的脚，这使我的步子更加悠闲安稳。。我不跟潮流走，这使我的衣服永远长新。。我不耻于活动四肢，这使我健康敏捷。（三毛）
1667865502# #11月7日，上证指数报3077.82点，上涨0.23%，成交额4244.29亿。。深证成指报11207.73点，上涨0.18%，成交额5817.40亿。。创业板指报2454.69点，上涨0.14%，成交额2008.78亿。。总体上个股涨多跌少，两市超3100只个股上涨。两市成交额10061亿，较上个交易日缩量746亿。盘面上，体育产
1677344871# #记不清前些年是哪年了，反正是十年之内的事，听了一场“网络域名”投资的报告会，唯一性，独占性，网络域名的升值空间巨大，禁不住怦然心动。。然后推介者说可以代办，代办费加域名费1万元。我身边的一个大约二十几岁的美女立即发声说要申请域名代办，一边从包里拿出一扎百元大钞，分明是从银行
1660345183# #比秃鼻周KDJ金叉、5周均线支持中期反弹，刚刚金叉的周MACD出现红色能量，中期反弹继续，乐观的估计，横跨2020～2022的牛市“双头”颈线位可以触及。
1689684199# #老板看到那些小会计公司代账收费才几百块钱一个月，嫌全日制坐班会计工资高，后来老板找了一高大上事务所咨询，才知道记账费收费是按每一笔业务50块钱，咨询问题按每小时收费，不同职务价格不一样，从几百到几千每小时不等，检查旧账也是如此收费。找事务所办事还要提前预约，后面老板再不说会计工资的
1677559765# #赞
1669766719# #扩表、缩表的意思
1692703988# #美国名医特鲁多：有时去治愈；常常去帮助；总是去安慰。
1661061195# #塔斯社消息，俄罗斯政治学家杜金的女儿杜金娜在汽车爆炸中身亡。知情者称爆炸车辆原本属于杜金，杜金今天乘坐了另一辆车，女儿今天改为驾驶父亲的车而遇难。。另据报道,初步报告显示爆炸或与自制爆炸装置引发。杜金素有“普京的智囊”之称，被认为是对乌克兰发起“特别军事行动”的主要幕后推手
1696804784# #大饼比秃就在28000附近，20周200周几近重合处反复小摩擦。记得微策略等很多机构的平均成本在29800附近就好，比拼得是耐心。
1672806869# #比特币蹿上5日、20日均线上，但仍在22000～17000箱体之下，偏离很多机构成本区域，如死多头微策略的平均成本在30000附近，套得很深，都在等待2024年下一次减半的行情发动契机。
1699096370# #偶尔接触到一位外资（QFII）高层，他的话让我沉思许久。。他说，当下外资撤离A股的决心，坚定不移。原因是，他们按照挣钱思路来投资新兴市场，结果这些年的操作后发现，中国A股市场里的大部分公司，不是为了公司自身的发展壮大，而是使尽套路，想办法如何卖掉公司。。我...。来自城市狩猎人的讨论
1657088551# #加密货币崩盘或促使美国各州搁置用比特币纳税的计划
1668176671# #FTX宣布在美国申请破产
1690314199# #齐齐哈尔体育馆坍塌，多个无辜的小生命结束了灿烂的花季。世事无常
1668847428# #今天税务师开考科目
1657235081# #7月7日，上证指数报3364.40点，上涨0.27%，成交额4382.03亿。。深证成指报12935.85点，上涨0.97%，成交额6148.24亿。。创业板指报2849.71点，上涨1.68%，成交额2086.45亿。。总体上个股涨多跌少，两市超2600只个股上涨，超百股涨停或涨超10%。两市成交额10530亿，较上个交易日缩量
1660423635# #早ﾉ☀。最低29度，最高40度，日夜空调伺候。
1669802701# #11月份的最后一次新冠核酸检测大筛
1697788061# #为什么要推崇佛教，不支持道教，而抑制基督教?。佛教讲的是忍耐，学会听话。。道教讲的是自然，不受约束。。基督教讲灵魂，独立思想。。所以，今天你可以看到，和尚在寺庙等有钱开宝马，老道在路边算命辛苦赚钱，而基督徒在办学校、办医院、办福利院、办孤儿院（王朔）
1656024244# #6月23日，上证指数报3320.15点，上涨1.62%，成交额4742.00亿。。深证成指报12514.73点，上涨2.19%，成交额6018.56亿。。创业板指报2760.10点，上涨3.09%，成交额2100.86亿。。总体上个股涨多跌少，两市超3900只个股上涨，超百股涨停或涨超10%。两市成交额10761亿，较上个交易日放量
1658522544# #早ﾉ☀。☁️☁️☁️☁️☁️今日大暑🌿。🍉≋≋走到盛夏最深处👙。将七月的明灿装入行囊🌼🐌。奔赴夏季的旅行……
1697469941# #2007年10月16日，沪指创下6124.04点的历史高点。
1683060154# #昨夜今晨，比秃币突破26500～28500箱体上轨，目前在28700附近震荡，就技术指标来看，日K线仍然处于空头状态，但周K线上行趋势仍在，短期的调整也是围绕5周均线上下窄幅波动。
1689868609# #马光远呼吁老百姓救一下恒大，想来站着说话不怕腰疼。首先你得自己去买几套恒大房子，以马光远事业有成的身价，买几套房子自然不在话下。还有哦，以许皮带为首的恒大高管，国内国外的资产拿出一大半出来去买恒大房子，才能令人信服。
1675493951# #《满江红》出来，满城都是“岳飞”，满城都是“抗金英雄”。。试问这些“英雄”的膜拜者，看到跌倒的陌生老人，有种有胆敢上去扶吗？
1656454942# #当心新一轮下跌。比秃鼻反弹十日，基本在17000~22000箱体内震荡，期间有日kDJ低位金叉、日MACD由下行转为走平再金叉，而今这两个技术的帮助不复存在，日kDJ刚刚形成死叉，水下的日MACD有走平的迹象，最令人担心的是，原本有望5日均线走平与下行的20日均线会合，现在5日均线有掉头向下的迹象，一
1670881947# #双十二这天，上证指数失守5、10日均线，日kDJ开始死叉，单就技术指标而言，又得开始调整了。
1672450154# #《南方周末》2023新年献词：总有奋不顾身的相信，总要坚韧恒久的勇气。
1672616407# #其貌不“阳”，“白肺心肌”
1688170951# #男人坚持“戒烟戒酒”，不是贫穷，而是以下三种情况。第一，戒烟戒酒，是自我觉醒的过程。。第二，戒烟戒酒，是关爱家庭的表现。。第三，戒烟戒酒，是对社会规则的敬畏。。（莫言）
1683504577# #黑心
1680129023# #实体房产跌，虚拟房产也在跌。此前在科技界炙手可热的元宇宙已经“失宠”。迪士尼将取消其元宇宙部门，微软关闭了2017年收购的一个社交虚拟现实平台，而将Facebook更名为Meta以示对元宇宙的重视的扎克伯格，在上个月的财报电话会议上表示，他更关注人工智能。与此同时，虚拟房产的价格也大幅下
1689515993# #荷花
1660692916# #8月16日，上证指数报3277.88点，上涨0.05%，成交额4092.10亿。。深证成指报12470.11点，上涨0.08%，成交额6109.84亿。。创业板指报2731.39点，上涨0.47%，成交额2143.10亿。。总体上个股涨多跌少，两市超2800只个股上涨。两市成交额10202亿，较上个交易日放量438亿，两市成交金额重
1690490655# #大饼比秃周、日技术指标走坏，全靠反弹的趋势线支撑着。加息、ETF申请、筹码在钱包和交易所之间倒腾……这些消息有点象疑兵，忽隐忽现，想不出真假，也想不出与走势真正的关联度，涨了或跌了，走势在消息里面找理由，这种窄幅震荡，莫衷一是。等待时间，看趋势，信念周期的坚持。
1674023246# #松云水湖
1673788799# #AI智能生成
1663106559# #美国8月未季调CPI年率为8.3%，预期为8.1%
1675119598# #为“迎接”美联储加息，比秃币6小时周期早就出现了“顶背离”
1673765159# #魔都上海。2023年第一场雪。2023年上海第一场雪大上海上海下雪
1668351525# #FTT又创新低，止泻不住
1692344523# #房地产：资产个人化，债务公司化，风险全民化。
1672285582# #诺贝尔经济学奖得主、纽约市立大学经济学教授PaulKrugman日前表示，特斯拉股票就像比特币，是炒作和信心支撑了这些资产的估值。
