1691455439# #涨知识good
1697072400# #这么大的贴纸不会挡着车内视线吗？允悲蜀黍说安全
1688511600# #近期的几起车祸！说安全千遍，不如看动图一遍！吃惊蜀黍说安全安全出行
1689260402# #网友投稿：积水路段不减速，这样开车考虑过别人的感受吗？汗蜀黍说安全
1700825400# #网友投稿：大爷非要把加不完的汽油带走，还说不让带就喝掉，加油站工作人员拼命劝阻……黑线蜀黍说安全
1702387800# #12月10日，泰国曼谷机场里，大爷插队被女孩劝阻后大发雷霆，怒怼女孩：“你没插过队吗？你父母没插过队吗？”汗。。老人泰国机场插队女子提醒遭辱骂
1690863542# #【小调查：你认为酒店12点前退房合理吗？费解】为什么酒店都是12点前退房不懂就问，为什么大多数的酒店都是12点前退房？
1704182401# #网友投稿：大家帮我看看，这种情况是谁的责任？晕蜀黍说安全
1689085200# #有卧龙的地方，必有凤雏。费解蜀黍说安全
1693890002# #教科书版的高速上遇到事故做法六个避险技巧大家要收藏观看！车祸猛于虎，只有提高防范意识，安全合理驾车，才能小心驶得万年船。good蜀黍说安全
1695293948# #前车往车窗外扔垃圾，视频车女司机下车提醒结果反被嘲笑想碰瓷。女司机也是个狠人，直接报警，事情从白天处理到晚上！good蜀黍说安全
1693377001# #网友投稿：女子新买的保时捷出车祸，腿和胳膊断了，于是到保时捷展台闹事，轮椅女情绪激动大喊“保时捷杀人了”。。。费解蜀黍说安全保时捷
1700569801# #11月18日，江苏苏州。视频车正常驾驶，一辆车逆行而来。视频车将其逼停，逆行车后退，视频继续跟进。逆行司机下车质问：我走一步你跟一步什么意思，我逆行让一下不行?视频车这样做合适吗？汗蜀黍说安全
1696899600# #领导克星，真是个人才哈哈哈哈哈允悲不开心可能是你在长脑子蜀黍说安全
1695621601# #强行超车害人害己！有网友认为，视频车也有责任，行车中突遇对方强行超车，应尽可能减速避让，避免交通事故的发生。你认为视频车有责任吗？费解蜀黍说安全
1700800889# #这是辽宁网友拍摄的，他开车经过大桥时，看到很多子弟兵列队迎接英烈回家。这盛世如你所愿，致敬英烈🙏抗美援朝第十批在韩志愿军烈士遗骸安葬仪式
1700100002# #网友投稿：高速路上，我在快车道，前车打了右转向灯但是没有完全变道，骑线行驶，搞不懂他到底去哪边，我追尾了。请问是谁的责任？费解蜀黍说安全
1690452001# #7月23日福建厦门，女子人肉占车位，用身体挡住车辆进入，理论过程中抓伤车主。男子报警后女子直接驾车逃走。费解蜀黍说安全
1701744213# #good
1696603641# #这当父亲的心真大，居然让4岁小孩独自在海滩留下12分钟？汗女童走失海滩曾有人被潮水卷走上海警方通报4岁女童在海边走失爸爸带娃主打潦草
1700962200# #【家长抱娃坐副驾驶幼童瞬间被甩出黑线】近日上海，白色小客车在靠近路口处向右变道撞上该车道内正常行驶的黄色小客车，黄色小客车当即侧翻，不幸的是黄色小客车的副驾驶座位上一位家长怀里正抱着一名幼童，在车辆侧翻过程中幼童被巨大的离心力甩出车外受伤后经医院抢救无效死亡，车内系好安全带的
1699621201# #隧道内嫌前车“龟速”行驶，后车长时间“疯狂”闪灯！汗蜀黍说安全
1695535201# #两小伙凌晨接力，勇救跳河轻生男子。赞赞赞救人瞬间正能量
1687323600# #网友投稿：西安碧桂园凤凰城，小区有个业主偷偷将电动车推回家充电，被另一个业主发现，举报给了物业、社区及消防等部门。今天早上开始，物业发通知，业主的电动车再也不允许进入小区。就此，支持派和反对派双方开始了斗争。该小区东西各有一个大门供业主进出，视频中是一位业主接孩子回家被挡。物业禁
1695623400# #沟渠河道旁停车，还是要多注意风险的！！衰蜀黍说安全
1704083401# #老太太横穿马路，公交司机狂按喇叭提醒。这一喇叭救了老人一命good2024年第一条微博
1696147201# #高速车祸，损失还不小汗蜀黍说安全国庆节十月
1699108201# #警方回应救护车斗气故意撞电动车11月2日，网传一段救护车故意冲撞电动车的视频引发网友关注。视频中，一辆悬挂冀A牌照的救护车在变道时险些和一辆电动车发生剐蹭，之后双方发生口角，随即该救护车驶入非机动车道后径直撞向已经停住的电动车。新黄河记者了解到，事发地点位于河北省石家庄市新华区河
1689253201# #网友投稿：女子骑车正常行驶，被对面的男子莫名其妙踹倒在地，寻衅滋事必须安排上。汗蜀黍说安全
1690264390# #允悲
1702112073# #老人安全意识一点没有啊
1697430601# #网友投稿：因为变道没让对方进来，引发宝马司机路怒，你说这不是自讨没趣吗？！结局舒适了费解蜀黍说安全
1689651001# #网友投稿：摩托车撞上右侧停放的白车，骑手瞬间原地起飞，这一幕真是恐怖呀。衰蜀黍说安全
1699932601# #电动车随意变道，与小车相撞。交警认定：骑车人主责，司机次责。衰蜀黍说安全
1689426330# #什么病毒这么骚？允悲
1691116200# #网友：还好有监控，否则摩托车家属肯定会不依不饶！衰蜀黍说安全
1688305596# #码了～
1699227001# #真把马路当自家客厅了，拐弯之前也不回个头。这种情况司机会有责任吗？汗蜀黍说安全
1690878601# #路中突然出现绿化带，这也太坑人了。衰蜀黍说安全
1694336444# #关键时刻，叉车牺牲了自我！叉车不是车吗？doge广东暴雨深圳暴雨现场画面
1700638201# #小货车：今日封路，谁也别想走！黑线蜀黍说安全
1692066602# #网友投稿：这大众高尔夫车上的人情况还好吗……哆啦A梦害怕蜀黍说安全
1696892400# #近期的几起车祸！说安全千遍，不如看动图一遍！吃惊蜀黍说安全安全出行
1697272201# #【男子逆行竟霸气停车直接走人】10月10日，安徽合肥。一男子驾车逆行，遭遇对方来车后，直接“霸气”停车走人，正常行驶的当事人却只能选择倒车绕行。费解蜀黍说安全
1696057201# #高速错过出口，竟然在快车道倒车近百米？惠州交警：记12分罚200元。下次还敢吗？费解高速堵车蜀黍说安全
1700706601# #女子海外听见倒车提示音激动开窗看身在异国听到熟悉的声音，真的会开心激动允悲good
1691451001# #网友投稿：自家客厅咋会有车？这下舒服了挖鼻蜀黍说安全
1701240528# #开场舞确实惊艳，怪不得学生尖叫good
1690984801# #深圳一男子带着复合弓和箭在小区内射杀流浪猫，男子承认虐杀流浪猫行为是其所做的。男子的行为你怎么看？费解蜀黍说安全
1690377612# #小调查：你希望微信显示对方已把你删除吗？费解如果微信显示对方已删除的话
1704180505# #人类的很多创造发明都来源于想象力，年轻人天生充满幻想力good
1698415201# #男子开车玩手机，把前方骑电动车女子撞得“人仰马翻”，下车查看时发现对方竟是自己亲妈。你认为这事故保险能赔吗？费解蜀黍说安全
1704121201# #网友投稿：大家认为这人属于碰瓷吗？汗蜀黍说安全盘点2023
1701498600# #女子等电梯时，遭到陌生男子多次猥亵，最后跟着路人逃离电梯。汗蜀黍说安全
1693383050# #为什么好意搭乘风险大？如果事故责任在车主，车内乘客不属于第三者责任险范畴（一般保额至少在100万以上），而车内乘客险一般只保2万，如果乘客受伤比较严重，这保额之外的赔偿都得车主来赔。允悲
1687564800# #公交车司机这一伸手，挽救了一个幼小的生命，还有两个家庭！good蜀黍说安全
1687740025# #驾车遇到小动物，你会怎么办？费解
1688456836# #网友投稿：这小车是故意的吧？哆啦A梦害怕蜀黍说安全
1699015033# #警方通报：
1692581401# #网友投稿：斗气路怒不可取，手不疼吗？！费解蜀黍说安全
1699523668# #赞
1693659602# #湖北十堰，交警出新招，不戴头盔要举牌，直到下一个不戴头盔的人接到牌子为止…你觉得举牌子和罚款哪个效果更好？允悲蜀黍说安全
1690509601# #网友投稿：太变态了，一男子在飞机上偷拍空姐的裙子，结局舒适了。费解蜀黍说安全
1700202601# #网友投稿：这事故谁的责任呀？泪蜀黍说安全
1704096001# #三轮司机没有发现违停的老头乐，结果翻车了。摊手蜀黍说安全元旦
1702437747# #鼓掌
1694412001# #新手的噩梦，这种限宽墩你能轻松过吗？费解蜀黍说安全
1694154313# #驾照考试科目一考考你：这个标志是何含义？费解蜀黍说安全
1703160001# #2023暖心瞬间父爱是一种本能！甘肃地震爸爸抱起女儿就飞奔逃生……当看到爸爸赤裸的脚时，瞬间泪目！这就是所谓的父爱如山赞正能量甘肃地震
1687839529# #小调查：每小时100块你愿意加班吗？吃瓜上班的苦和上学的苦是不一样的
1697376468# #33岁男子自捆双脚跳桥身亡33岁男子路边捆住双脚，从40米高桥上投河自尽。跳河前，打开双闪，最后的温柔留给了世界泪蜀黍说安全
1696739400# #长春快速路堵车原因找到了，居然有人开车玩手机麻将。汗汗汗蜀黍说安全堵车
1700710200# #遇到这种有礼貌的插队，你会让吗？允悲蜀黍说安全
1691762432# #码了～
1699576944# #违法超车的全责汗
1691195520# #【飞来横祸！轿车从天而降电动车主被撞身亡衰】黄某某驾驶小型汽车行至上海某路段时，在前车左转弯时忽然提速超车，导致自己车辆失控被撞入非机动车道内。造成骑电动自行车男子被轿车撞出七八米远，最终经抢救无效死亡。近日，上海法院判处黄某某有期徒刑一年。
1694158202# #为了防止爱车被淹，于是车主们想到了这个办法。允悲一张图证明广东的雨有多大深圳暴雨现场画面蜀黍说安全
1696156201# #【男子尿急误把高架当隔离带一跃而下允悲】近日，广东佛山，高架桥堵车，一车主疑似尿急想就近解决误将高架桥护栏当隔离带一跃而下！据悉，该男子仅受轻伤，无大碍。堵车国庆节
1700317298# #允悲
1695792600# #今天火出圈的不是叙利亚总统夫人，而是我们派去保护夫人的女保镖。赞赞赞。。犀利的眼神，不停观察四周，随时紧跟总统夫人。她今天在全网大火，从2段视频多个角度看她的全程安保怎么做的。叙利亚总统夫妇用中文道别叙利亚总统夫人
1690779602# #别用“生命”送餐！外卖小哥人行道闯红灯，下一秒直接被撞飞。衰蜀黍说安全
1691976120# #在女儿推荐下去看了电影《孤注一掷》，确实挺好看，全程没有尿点，紧张刺激，还宣传了反诈，适合带着孩子和父母们去看。good孤注一掷票房断层第一孤注一掷周也为什么笑
1699106401# #网友投稿：小鹏P7自燃，疑似受到外力作用，电池包组受到挤压，产生短路起火。衰蜀黍说安全
1688295965# #这老板有眼光good
1694098801# #体育老师化身“特技演员”，志臻中学给孩子们上了一门生动的交通安全课。这种教育方式太好了，建议全国推广！good蜀黍说安全
