1697003519# #在建工地吊车倾倒，现场一路人被压身亡！衰
1695701948# #眼疾手快的人类幼崽！！
1691211866# #婚礼上这种节目挺吸引人的～春游家族春游家族
1691497541# #tfboys的十周年演唱会，在家看直播哭不行了。。
1700038733# #路边违章停车上下客，摩托车驾驶员看不过去掰其后视镜！谁曾想到碰到个暴脾气～费解费解
1695619171# #这身材谁能顶得住……
1703586493# #网友：顾客没有及时接电话，外卖小哥赶时间把外卖放门口的地上，被顾客指责是羞辱人！。顾客：你长得白白净净的一个小伙子，干事这么缺德。。事后外卖小哥直接将视频上传让网友评理，大家怎么看？？费解
1701269679# #啊。。。。这女孩说话真好听！
1690627603# #因服务态度问题乘客与司机发生争吵！网约车司机明显情绪已崩溃，已经结束订单女乘客不赶紧下车，还在试图激怒他……这种做法不可取呀！
1700203243# #网友：11月13日，上海徐汇区某公交车，在临近终点站，黑衣男子上车，在公交车最后一排座位偷偷拉屎！公交司机气的直：册那……费解
1689300071# #7月12日，山东威海，私人游客带滑翔伞进景区，男子不听警告滑行踩到游客头。。景区回应：这是游客私人带来的，与景区无关。
1694002526# #该死的肥美，一般人可顶不住……
1686911488# #男孩拿东西砸爷爷被教育。6月15日广东，男孩拿东西砸爷爷，爸爸第一时间出手教育，妈妈不干预还腾出地方！。网友：这才是正确的教育方式。
1694475559# #这种情况下发生的事故，减速者处罚力度有点低。
1698920815# #姐弟恋除了弟弟可能没钱以外，好像其他都很不错。。笑而不语
1690711534# #7月30日，广东某地，车位通道有顾客吃饭，阻挡车辆出入！车主鸣笛催促，其中一个顾客直接甩啤酒瓶子不让停车。。晕
1699424308# #这是拉了一车猴子吗？？允悲
1703065375# #打麻将搞得好激烈呀。。。
1690714775# #在一声声吆喝中迷失了自我！越野也要动脑子吧…
1696908749# #还是喜欢你桀骜不驯的样子…
1686901845# #总觉得哪里怪怪的，但又说不上来！
1701004758# #好好的做户外直播挺有意思的，非要搞这种东西……晕
1695882491# #这位大姐的素质一言难尽！
1702017154# #台妹说话真的很温柔耶！就算抓到老公出轨还能这么冷静……
1690774183# #无聊平淡的工作，非要作死一把～
1693715333# #熊孩子的背后肯定有熊家长。。摊手
1699594433# #某高校女生图书馆占座，男生坐在对面学习被女生各种驱赶，甚至说出：你是喜欢我还是咋的，非得赖在我这不走！。期间男生喊女生出去理论，女生也没去……晕晕同学图书馆自习因坐女生旁边被训斥
1687052562# #国足：你个天天花钱看球的老球迷，搞这种操作，让我们压力很大呀。
1693713830# #这位大哥的操作确实有点措不及防。doge
1691283050# #国情不一样而已，搞这种对比的非蠢即坏！
1694776890# #就这伴娘团也不简单呀……
1692152735# #老人劝阻男孩吓猴子遭家长要求道歉。网友：8.14，湖南张家界，景区溪边男孩扔石头吓猴子，老人劝阻不听！孩子害怕大哭，父母要求老人给孩子道歉：我家孩子有我教育，不需要你教育…
1691562958# #网友：投诉后乘务员制止，随后又把脚伸过来，两人叽叽喳喳一路了，崩溃……
1701505190# #喜提大众汽车，简简单单搞个提车仪式～
1697352025# #10月12日，深圳白石洲，商家不让外卖员在店内等餐，商家：你越叫越不给你出单，滚出去……。事件曝光后该店被网友正义制裁，直接干了9000多条差评，最后该店家的外卖平台已下架。
1690715302# #网友爆料：7月29日贵州贵阳，甲秀景区工作人员因要下班清场，拒绝游客进入躲雨，并与游客发生争执。大家怎么看呢？？？。雨天景区下班清场拒绝游客避雨
1703640021# #自家4S店门口烧了起来！这下尴尬了……
1687350677# #小狗在服装店撒尿，店主提醒遭狗主人主人怒怼：你这么大声干嘛，把宝宝吓到了，赶紧带它去医院看病…（怀疑摆拍）
1692534419# #青岛小情侣出来玩结果翻脸了～费解
1687610242# #济南，四个户外花手主播，出师未捷……
1696933317# #地铁上女子把脚放在座位上，引得众人指责不知悔改……
1694314684# #有这方面的天赋，就应该好好培养一下～
1689249547# #左转机动车道遛狗，太悠闲了…
1699674843# #季节性网红，确实冬天到了！
1698983859# #80后抹不去的回忆，可惜再也回不来了！
1699498819# #开始还有所期待……傻眼
1692114551# #冲动犯傻的蔚来车主，这台宝马太搞人心态了！费解
1693961305# #外卖小哥都准备走了，也不知道大爷一直在挑衅什么…
1704013094# #无知者无畏！拍照也要挑挑地方吧。。
1696657843# #10月5日福建厦门，海水涨潮4名女游客被困礁石无法返回！。目击者:边上有广播提醒，可是她们不听。
1694569807# #君子动口不动手，双方选手真能忍。
1688741076# #短短30分钟的旅程！两起火车纠纷……裂开。第一段：最先是老人家让小女孩挪一下能坐一下或者一起坐，小女孩不同意质问凭什么啊？老人家说这不是展现有爱心吗？小女孩说这不是道德绑架嘛？然后老人家就往小姑娘身上靠，这是大致的前因。。第二段：刚经历了一场纠纷后后，陌生人们在一起很有话题的聊天说
1697454713# #网友：女子摆摊四个月，突然来一个男子赶女子走，说女子抢的他的位置。晕
1695110212# #这是什么奇怪的癖好。。晕
1695456321# #小孩子纠纷，这位母亲的交易方式怎么看？
1692285780# #网友投稿：8月16日，北京到天津一高铁上，一男子在车厢内抽烟，被列车长及时制止并怒斥：“列车上不能抽烟”视频拍摄者称：在列车长教育男子的过程中，他不服气还辱骂和殴打列车长，随后在众人的帮助下将其制服！最终该男子被警方带走。。。。。男子高铁抽烟列车长上前制止反被骂
1692247787# #弃发动机保帅！好像驾驶室并没有太大问题…
1701237666# #这是在碰撞测试吗？？费解
1690939320# #男子火车霸座，吐槽小伙子没有仁义道德！现在这些人一点道理不讲了～
1689747007# #“陛下臣妾想抱抱你”也不知道谁的粉丝能干出这种事，这些脑残粉建议直接关到上海宛平南路600号！
1691736165# #午夜酒吧温暖如家，白天地铁危机四伏！！
1700450144# #一时间分不出是不是演的！
1690848516# #因为水漫过屋子怕波浪把房子推倒了，拦着过往的车辆不让通行…这样拦路大家感觉合适嘛？
1691200942# #大小姐驾到，通通闪开～
1690817272# #北京暴雨暴雨导致列车晚点，不知道还要等多久……碰到这种情况列车长也很无奈，在这闹有什么用呀！
1690678479# #穿越罗布泊沙漠遇难，死的挺惨的，发现时全身焦黑。。汗
1690078955# #女子公园遛狗让狗狗随地大小便，环卫工人提醒几句，惹怒狗主人，牵着狗狗对其怒吼……。环卫工劝阻狗狗随地大小便遭狗主人怒吼
1699280200# #扣篮失败！这下摔得不轻……
1699944711# #玻璃碎了问题不大，还好没划伤孩子门得手！
1694150019# #女子商场偷化妆品被两名男销售抓住，小偷不停挣脱想要逃走被紧紧拽住！。旁边大姐见状劝工作人员：小偷也是人……衰
1700456749# #家长会上学渣父亲温暖发言！👍
1688780856# #足疗店里的爱情故事……
1699234012# #她自己都不敢接，还叫别人不要丢！
1700040627# #据说冰面还未完全冻实！好言难劝想死的鬼～
1694648227# #盘点女生喝北京豆汁的真实表情！画风感觉不太对劲呀～
1697011008# #把车停在胡同口阻碍通行，被人举报后还不服气，然后拍视频让网友评理……她是认为网友会惯着她吗？费解费解
1701693618# #90%的这些都是他们这边出去的@腕表界
1699493762# #养宠物的是真不嫌脏呢。。
1701224918# #11月26～凌晨，主播“小涛在非洲”在埃塞俄比亚遇害，死因小偷盗窃小涛手机被发现，在搏斗过程中不幸离世，目前嫌疑人已被当地警方控制…晕
1701506919# #应该是看了感觉距离够掉头，谁能想到摩托车时速100多呢～
1687166838# #老大爷与熊孩子的较量！
1689036574# #大庭广众之下，这样好吗？？笑cry
1691288055# #朋友之间，直接了当的问这种问题……笑cry
1702013673# #这狗狗多少有点不正经了！二哈二哈
1695188089# #青岛结婚也有这种习俗了？？
1687999554# #这倒霉的骑士还好吗？？
1687415966# #黑龙江哈尔滨，几名环卫工蹲在地上用砖头打磨的方法清理路面油污。拍摄者：就差拿舌头舔了…
1695945423# #现在找男朋友，这样的要求还算高吗？
1702451541# #多么的期盼多么的遗憾你知道吗？
1700556104# #四辆摩托车占满三车道！部分高速禁摩还是有道理的…
1688139246# #超市停车场主干道的奇葩女司机！！贱不贱呐……怒
1692607068# #网友：近日辽宁沈阳，大姐带小孩在骑行场地玩，与骑车的孩子发生争执，孩子们不妥协发生争吵…
1691483375# #别人吃饭趴着休息的桌子，你用脚踩在上面…有些乘客的素质真的堪忧！
1702216378# #男子手持步枪进入厄瓜多尔桑博龙东市的一家酒吧，向里面的人开枪射击，最终造成4人死亡！衰。厄瓜多尔一家酒吧发生枪击事件
1694747318# #在座的学生应该都看过，甚至有人拍过吧…允悲
1699603016# #每次离开总是装作轻松的样子！
1689418879# #网友：我也是无语了，警察叔叔都定了她全责了，她也认了全责！但就是嘴不认呀，把叔叔都差一点绕进去！叔叔全程面带微笑，不厌其烦的跟她讲道理，这大热的天遇上这么个人，真不容易呀……费解
1701651517# #我要有这车，顿顿都吃旮沓汤！
1688604510# #这一幕似曾相识……晕
1702866028# #女子肇事逃逸，拒绝配合民警执法实在在太嚣张了！
1689729843# #7月17日，上海地铁7号线，一对年轻男女身穿印有骂人文字的衣服嬉笑打闹，女子还放声高歌，有乘客和网友对此表示不适。。这两人不会有精神病吧？？？
1699274031# #网友投稿：四个收费口，非要挤你前边！出了收费站还敢别车，以为谁都会惯着你？
1697454098# #严重的恶犬伤人！希望此事件后宠物犬得到规范管理！
1703221914# #一直怀疑东北的货币单位跟我们不一样！
1691542248# #要不是她们人多，大哥早就发飙了……
1699839945# #有路不好好骑，这小伙子还好吗？？
1697163276# #全款100多万，让您落户东西城，在北京市中心安家…
1702299499# #网友投稿：男女二人没钱开房间睡觉，到出租房内挨个拽门尝试！碰到没上锁的推门进去休息……费解
